Year,SeriesCode,Country,Age,Location,Sex,Value
2021,SH_DYN_NMRT,Switzerland,<1M,,Both sexes,2.7
2000,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,28.4
2001,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,27.2
2002,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,26.0
2003,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,24.8
2004,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,23.9
2005,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,23.1
2006,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,22.5
2007,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,22.0
2008,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,21.5
2009,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,20.9
2010,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,20.1
2011,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,19.2
2012,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,18.3
2013,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,17.5
2014,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,16.8
2015,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,16.3
2016,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,15.8
2017,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,15.3
2018,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,14.9
2019,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,14.4
2020,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,14.0
2021,SH_DYN_NMRT,Tajikistan,<1M,,Both sexes,13.6
2000,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.9
2001,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.7
2002,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.6
2003,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.5
2004,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.3
2005,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.2
2006,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.1
2007,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,5.0
2008,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.9
2009,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.8
2010,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.6
2011,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.5
2012,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.4
2013,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.3
2014,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.2
2015,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.1
2016,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,4.0
2017,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,3.9
2018,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,3.8
2019,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,3.7
2020,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,3.6
2021,SH_DYN_NMRT,United Arab Emirates,<1M,,Both sexes,3.5
2000,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,18.8
2001,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,17.6
2002,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,16.4
2003,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,15.2
2004,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,14.2
2005,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,13.2
2006,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,12.3
2007,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,11.4
2008,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,10.6
2009,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,9.8
2010,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,9.1
2011,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,8.5
2012,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,8.0
2013,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,7.4
2014,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,7.0
2015,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,6.6
2016,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,6.2
2017,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,5.9
2018,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,5.6
2019,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,5.3
2020,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,5.0
2021,SH_DYN_NMRT,Türkiye,<1M,,Both sexes,4.7
2000,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,30.0
2001,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,29.4
2002,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,28.6
2003,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,27.8
2004,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,26.9
2005,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,25.9
2006,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,25.1
2007,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,24.3
2008,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.8
2009,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.4
2010,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.1
2011,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,22.9
2012,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,22.8
2013,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,22.9
2014,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.1
2015,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.4
2016,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.8
2017,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,24.0
2018,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,24.2
2019,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,24.1
2020,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.8
2021,SH_DYN_NMRT,Turkmenistan,<1M,,Both sexes,23.5
2000,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,11.0
2001,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,10.5
2002,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,9.9
2003,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,9.4
2004,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,9.0
2005,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,8.6
2006,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,8.2
2007,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,7.9
2008,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,7.6
2009,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,7.2
2010,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,6.9
2011,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,6.5
2012,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,6.2
2013,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,6.0
2014,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,5.7
2015,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,5.5
2016,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,5.4
2017,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,5.2
2018,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,5.1
2019,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,5.0
2020,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,4.9
2021,SH_DYN_NMRT,Ukraine,<1M,,Both sexes,4.8
2000,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,9.4
2001,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,8.9
2002,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,8.8
2003,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,9.0
2004,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,9.1
2005,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,9.0
2006,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,8.6
2007,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,8.2
2008,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,7.8
2009,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,7.3
2010,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,6.9
2011,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,6.7
2012,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,6.8
2013,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,7.3
2014,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,7.9
2015,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,8.1
2016,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,7.8
2017,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,6.8
2018,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,5.5
2019,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,4.5
2020,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,3.9
2021,SH_DYN_NMRT,North Macedonia,<1M,,Both sexes,3.4
2000,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.8
2001,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.7
2002,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.6
2003,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.6
2004,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.5
2005,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.5
2006,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.4
2007,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.3
2008,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.2
2009,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.1
2010,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.0
2011,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,3.0
2012,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.9
2013,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2014,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.7
2015,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.7
2016,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2017,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2018,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2019,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2020,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2021,SH_DYN_NMRT,United Kingdom of Great Britain and Northern Ireland,<1M,,Both sexes,2.8
2000,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,27.8
2001,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,26.7
2002,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,25.6
2003,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,24.4
2004,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,23.2
2005,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,21.9
2006,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,20.7
2007,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,19.4
2008,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,17.8
2009,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,16.3
2010,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,14.9
2011,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,13.8
2012,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,12.8
2013,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,11.8
2014,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,11.1
2015,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,10.4
2018,SH_DYN_NMRT,Republic of Korea,<1M,,Both sexes,1.5
2019,SH_DYN_NMRT,Republic of Korea,<1M,,Both sexes,1.5
2020,SH_DYN_NMRT,Republic of Korea,<1M,,Both sexes,1.4
2021,SH_DYN_NMRT,Republic of Korea,<1M,,Both sexes,1.4
2016,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,9.8
2017,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,9.3
2018,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,8.8
2019,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,8.4
2020,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,8.0
2021,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,7.7
2021,SH_DYN_NMRT,Uzbekistan,<1M,,Both sexes,7.7
