Year,SeriesCode,Country,Education level,Location,Quantile,Sex,Value
2012,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 2,Female,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 2,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 2,Female,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Total or no breakdown,Both sexes,90
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Total or no breakdown,Female,92
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 3,Female,93
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 3,Both sexes,96
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 5 (richest),Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 1 (poorest),Female,85
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 4,Male,0
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 5 (richest),Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 2,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 5 (richest),Both sexes,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 5 (richest),Female,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 3,Both sexes,96
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 4,Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 3,Female,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 2,Male,90
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 4,Male,0
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 4,Both sexes,98
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 3,Male,97
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 5 (richest),Female,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 3,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Total or no breakdown,Female,99
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Male,96
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Total or no breakdown,Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 1 (poorest),Female,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 1 (poorest),Male,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 2,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Total or no breakdown,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 5 (richest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 5 (richest),Male,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 1 (poorest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 3,Male,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 1 (poorest),Female,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 2,Female,93
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 4,Female,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 1 (poorest),Male,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 5 (richest),Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 1 (poorest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 2,Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Female,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 5 (richest),Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 5 (richest),Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 3,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 3,Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 4,Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Male,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 4,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 3,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 2,Female,95
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 4,Both sexes,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 5 (richest),Both sexes,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 4,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 2,Female,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 4,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 1 (poorest),Male,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 5 (richest),Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 1 (poorest),Both sexes,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 1 (poorest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 5 (richest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 5 (richest),Female,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 5 (richest),Male,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 1 (poorest),Male,98
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 3,Male,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 2,Male,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 2,Female,98
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Total or no breakdown,Male,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 2,Male,98
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 1 (poorest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 1 (poorest),Male,83
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 1 (poorest),Both sexes,83
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 3,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 5 (richest),Both sexes,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 5 (richest),Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 3,Male,98
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 3,Male,0
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 2,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 2,Male,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 2,Female,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Female,95
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 4,Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 3,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 2,Male,96
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 3,Female,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 3,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 2,Both sexes,98
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 2,Both sexes,98
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 2,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 2,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 2,Female,97
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 1 (poorest),Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 1 (poorest),Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 5 (richest),Male,0
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 3,Female,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 4,Female,97
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 2,Female,97
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Total or no breakdown,Male,89
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 1 (poorest),Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 1 (poorest),Male,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 4,Male,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 2,Male,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 2,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Total or no breakdown,Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 4,Both sexes,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Total or no breakdown,Female,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 3,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 5 (richest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 4,Female,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 2,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 3,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 4,Male,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 5 (richest),Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 2,Both sexes,95
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 4,Female,0
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 5 (richest),Both sexes,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 4,Both sexes,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 3,Male,99
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 4,Female,0
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 5 (richest),Both sexes,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 1 (poorest),Male,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 1 (poorest),Female,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 5 (richest),Male,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 5 (richest),Female,0
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Total or no breakdown,Male,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Total or no breakdown,Both sexes,97
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 4,Male,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Rural,Quantile 1 (poorest),Female,83
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 1 (poorest),Both sexes,84
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Total or no breakdown,Male,98
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 2,Male,93
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 1 (poorest),Both sexes,99
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 3,Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 4,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 4,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 4,Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 4,Male,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Quantile 1 (poorest),Female,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 3,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Rural,Quantile 1 (poorest),Female,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 3,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 3,Female,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Total or no breakdown,Female,96
2013,SE_TOT_CPLR,Ukraine,LOWSEC,Urban,Quantile 5 (richest),Both sexes,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 1 (poorest),Male,84
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 4,Female,97
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 4,Both sexes,98
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 5 (richest),Female,98
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Quantile 5 (richest),Female,98
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Rural,Quantile 3,Female,0
2013,SE_TOT_CPLR,Ukraine,UPPSEC,Urban,Quantile 1 (poorest),Both sexes,89
2013,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Quantile 4,Both sexes,100
2013,SE_TOT_CPLR,Ukraine,PRIMAR,Urban,Quantile 3,Female,100
2014,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Male,100
2014,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Female,99
2014,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Male,98
2014,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Female,100
2014,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2014,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Male,93
2014,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Female,96
2014,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Both sexes,95
2014,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2015,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Female,100
2015,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Male,98
2015,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Female,99
2015,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Male,100
2015,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2015,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Both sexes,95
2015,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Female,96
2015,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Male,93
2015,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2016,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Male,100
2016,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2016,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Female,99
2016,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Male,98
2016,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Female,100
2016,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2016,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Male,94
2016,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Female,96
2016,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Both sexes,95
2017,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Both sexes,96
2017,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Female,97
2017,SE_TOT_CPLR,Ukraine,UPPSEC,All areas,Total or no breakdown,Male,94
2017,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Both sexes,100
2017,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Female,100
2017,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Male,98
2017,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Female,99
2017,SE_TOT_CPLR,Ukraine,PRIMAR,All areas,Total or no breakdown,Male,100
2017,SE_TOT_CPLR,Ukraine,LOWSEC,All areas,Total or no breakdown,Both sexes,99
2000,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,98
2000,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2000,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,90
2000,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,54
2000,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,98
2000,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,90
2000,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,91
2000,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,54
2000,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,53
2001,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2001,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,98
2001,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,53
2001,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,56
2001,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,91
2001,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,90
2001,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,98
2001,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,56
2001,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,91
2002,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,57
2002,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,98
2002,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,91
2002,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,91
2002,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,58
2002,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,55
2002,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,98
2002,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2002,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,91
2003,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,60
2003,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,92
2003,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,91
2003,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,98
2003,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,59
2003,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2003,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,98
2003,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,56
2003,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,92
2004,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,57
2004,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2004,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,92
2004,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,60
2004,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,98
2004,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,92
2004,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,92
2004,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,61
2004,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,98
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,97
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Quantile 4,Both sexes,100
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,48
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Quantile 4,Both sexes,75
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,Urban,Total or no breakdown,Both sexes,64
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Quantile 1 (poorest),Both sexes,15
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,94
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Quantile 1 (poorest),Both sexes,84
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Quantile 5 (richest),Both sexes,100
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,Rural,Total or no breakdown,Both sexes,94
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Quantile 3,Both sexes,99
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,58
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,Rural,Total or no breakdown,Both sexes,50
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,94
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Quantile 3,Both sexes,96
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,Urban,Total or no breakdown,Both sexes,94
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,94
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Quantile 1 (poorest),Both sexes,92
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Quantile 2,Both sexes,94
2005,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Quantile 4,Both sexes,100
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,97
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Quantile 2,Both sexes,99
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,97
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,Rural,Total or no breakdown,Both sexes,98
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Quantile 5 (richest),Both sexes,100
2005,SE_TOT_CPLR,North Macedonia,PRIMAR,Urban,Total or no breakdown,Both sexes,96
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Quantile 5 (richest),Both sexes,90
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,69
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Quantile 3,Both sexes,53
2005,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Quantile 2,Both sexes,61
2006,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,64
2006,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,99
2006,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,93
2006,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,93
2006,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,64
2006,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,61
2006,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,99
2006,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2006,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,93
2007,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Female,98
2007,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Both sexes,99
2007,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Male,64
2007,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,66
2007,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,93
2007,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Female,93
2007,SE_TOT_CPLR,North Macedonia,PRIMAR,All areas,Total or no breakdown,Male,99
2007,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Both sexes,66
2007,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Both sexes,93
2008,SE_TOT_CPLR,North Macedonia,LOWSEC,All areas,Total or no breakdown,Male,94
2008,SE_TOT_CPLR,North Macedonia,UPPSEC,All areas,Total or no breakdown,Female,67
