Year,SeriesCode,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2021,VC_VOV_GDSD,Norway,_T,SEX,ALLAREA,MALE,3.6
2019,VC_VOV_GDSD,Turkmenistan,_T,AGE,URBAN,FEMALE,0.8
2019,VC_VOV_GDSD,Turkmenistan,PWD,SEX,ALLAREA,FEMALE,0.3
2018,VC_VOV_GDSD,Costa Rica,_T,AGE,ALLAREA,FEMALE,6.6
2018,VC_VOV_GDSD,Costa Rica,_T,RELIGION,ALLAREA,FEMALE,11.0
2018,VC_VOV_GDSD,Costa Rica,_T,SEXO,ALLAREA,FEMALE,1.7
2018,VC_VOV_GDSD,Costa Rica,_T,SEX,URBAN,FEMALE,11.6
2018,VC_VOV_GDSD,Costa Rica,PWD,RELIGION,ALLAREA,FEMALE,10.4
2018,VC_VOV_GDSD,Costa Rica,PWD,SEXO,ALLAREA,FEMALE,1.8
2018,VC_VOV_GDSD,Costa Rica,PD,RELIGION,ALLAREA,FEMALE,15.4
2018,VC_VOV_GDSD,Costa Rica,_T,ETH,URBAN,FEMALE,2.7
2018,VC_VOV_GDSD,Costa Rica,PWD,SEX,ALLAREA,FEMALE,10.8
2018,VC_VOV_GDSD,Costa Rica,PWD,NATION,ALLAREA,FEMALE,3.5
2018,VC_VOV_GDSD,Costa Rica,PD,OTHER,ALLAREA,FEMALE,11.6
2018,VC_VOV_GDSD,Costa Rica,_T,SEX,ALLAREA,FEMALE,10.4
2019,VC_VOV_GDSD,Turkmenistan,_T,SEX,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,PD,RELIGION,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,_T,RELIGION,ALLAREA,FEMALE,0.2
2019,VC_VOV_GDSD,Turkmenistan,_T,ALL,URBAN,FEMALE,2.6
2019,VC_VOV_GDSD,Turkmenistan,_T,OTHER,URBAN,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,PD,ETHI,ALLAREA,FEMALE,0.7
2018,VC_VOV_GDSD,Georgia,_T,OTHER,URBAN,BOTHSEX,0.95
2018,VC_VOV_GDSD,Georgia,_T,SEX,URBAN,MALE,0.4
2018,VC_VOV_GDSD,Georgia,_T,SEX,URBAN,FEMALE,2.2
2018,VC_VOV_GDSD,Georgia,PD,AGE,ALLAREA,FEMALE,2.4
2018,VC_VOV_GDSD,Georgia,PD,AGE,ALLAREA,MALE,0.4
2019,VC_VOV_GDSD,Turkmenistan,PWD,SEXO,ALLAREA,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,PWD,RELIGION,ALLAREA,FEMALE,0.2
2019,VC_VOV_GDSD,Turkmenistan,_T,OTHER,ALLAREA,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,DIS,RURAL,FEMALE,0.4
2019,VC_VOV_GDSD,Turkmenistan,PD,SEX,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,PD,OTHER,ALLAREA,FEMALE,0.6
2014,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,FEMALE,5.4
2014,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,BOTHSEX,4.9
2014,VC_VOV_GDSD,Denmark,PD,ALL,ALLAREA,BOTHSEX,3.75
2014,VC_VOV_GDSD,Denmark,PWD,ALL,ALLAREA,BOTHSEX,8.05
2014,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,MALE,4.5
2019,VC_VOV_GDSD,Turkmenistan,PD,SEXO,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,PD,AGE,ALLAREA,FEMALE,2.8
2019,VC_VOV_GDSD,Turkmenistan,PD,ALL,ALLAREA,FEMALE,12.6
2019,VC_VOV_GDSD,Turkmenistan,_T,SEXO,RURAL,FEMALE,0.0
2019,VC_VOV_GDSD,Turkmenistan,PWD,AGE,ALLAREA,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,PWD,ALL,ALLAREA,FEMALE,2.7
2016,VC_VOV_GDSD,Denmark,_T,AGE,ALLAREA,FEMALE,11.0
2016,VC_VOV_GDSD,Denmark,PWD,SEXO,ALLAREA,BOTHSEX,1.09
2016,VC_VOV_GDSD,Denmark,_T,RELIGION,ALLAREA,FEMALE,2.8
2016,VC_VOV_GDSD,Denmark,PD,RELIGION,ALLAREA,BOTHSEX,2.93
2016,VC_VOV_GDSD,Denmark,_T,SEX,ALLAREA,FEMALE,12.8
2019,VC_VOV_GDSD,Turkmenistan,PWD,DIS,ALLAREA,FEMALE,0.2
2019,VC_VOV_GDSD,Turkmenistan,_T,ETHI,URBAN,FEMALE,0.4
2019,VC_VOV_GDSD,Turkmenistan,_T,RELIGION,RURAL,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,_T,SEX,RURAL,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,PWD,ETHI,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,DIS,ALLAREA,FEMALE,0.3
2016,VC_VOV_GDSD,Denmark,PD,SEX,ALLAREA,BOTHSEX,7.9
2016,VC_VOV_GDSD,Denmark,PD,SEXO,ALLAREA,BOTHSEX,1.56
2016,VC_VOV_GDSD,Denmark,PWD,ALL,ALLAREA,BOTHSEX,20.4
2016,VC_VOV_GDSD,Denmark,PWD,DISHEA,ALLAREA,BOTHSEX,1.26
2016,VC_VOV_GDSD,Denmark,PWD,ETH,ALLAREA,BOTHSEX,6.74
2019,VC_VOV_GDSD,Turkmenistan,PWD,OTHER,ALLAREA,FEMALE,1.1
2019,VC_VOV_GDSD,Turkmenistan,_T,RELIGION,URBAN,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,AGE,RURAL,FEMALE,1.2
2019,VC_VOV_GDSD,Turkmenistan,_T,ALL,RURAL,FEMALE,2.6
2019,VC_VOV_GDSD,Turkmenistan,_T,ETHI,RURAL,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,PD,DIS,ALLAREA,FEMALE,11.9
2019,VC_VOV_GDSD,Turkmenistan,_T,ALL,ALLAREA,FEMALE,2.6
2019,VC_VOV_GDSD,Turkmenistan,_T,AGE,ALLAREA,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,SEX,URBAN,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,SEXO,ALLAREA,FEMALE,0.1
2019,VC_VOV_GDSD,Turkmenistan,_T,OTHER,RURAL,FEMALE,1.0
2019,VC_VOV_GDSD,Turkmenistan,_T,SEXO,URBAN,FEMALE,0.1
2021,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,2.0
2021,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,BOTHSEX,3.0
2021,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,BOTHSEX,7.0
2021,VC_VOV_GDSD,Sweden,_T,SEXOGENID,ALLAREA,BOTHSEX,1.0
2021,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,MALE,5.0
2021,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,FEMALE,10.0
2016,VC_VOV_GDSD,Denmark,_T,RELIGION,ALLAREA,MALE,3.0
2016,VC_VOV_GDSD,Denmark,_T,ETH,ALLAREA,MALE,6.5
2016,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,BOTHSEX,22.5
2016,VC_VOV_GDSD,Denmark,PWD,SEX,ALLAREA,BOTHSEX,8.65
2016,VC_VOV_GDSD,Denmark,_T,DISHEA,ALLAREA,MALE,3.74
2019,VC_VOV_GDSD,Turkmenistan,_T,ETHI,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Turkmenistan,_T,DIS,URBAN,FEMALE,0.2
2018,VC_VOV_GDSD,North Macedonia,PWD,ALL,ALLAREA,FEMALE,11.6
2018,VC_VOV_GDSD,North Macedonia,_T,AGE,URBAN,FEMALE,2.5
2018,VC_VOV_GDSD,North Macedonia,PD,ALL,ALLAREA,FEMALE,26.4
2018,VC_VOV_GDSD,North Macedonia,_T,SEXO,ALLAREA,FEMALE,0.4
2016,VC_VOV_GDSD,Denmark,_T,SEX,ALLAREA,MALE,4.1
2016,VC_VOV_GDSD,Denmark,_T,SEXO,ALLAREA,FEMALE,1.2
2016,VC_VOV_GDSD,Denmark,PD,ETH,ALLAREA,BOTHSEX,5.5
2016,VC_VOV_GDSD,Denmark,_T,SEXO,ALLAREA,MALE,1.3
2016,VC_VOV_GDSD,Denmark,_T,ETH,ALLAREA,FEMALE,6.3
2018,VC_VOV_GDSD,North Macedonia,_T,SEXO,RURAL,FEMALE,0.9
2018,VC_VOV_GDSD,North Macedonia,_T,ETHI,ALLAREA,FEMALE,5.7
2018,VC_VOV_GDSD,North Macedonia,_T,RELIGION,ALLAREA,FEMALE,2.9
2018,VC_VOV_GDSD,North Macedonia,_T,DIS,ALLAREA,FEMALE,1.1
2018,VC_VOV_GDSD,North Macedonia,PD,RELIGION,ALLAREA,FEMALE,9.8
2018,VC_VOV_GDSD,North Macedonia,PD,SEX,ALLAREA,FEMALE,6.9
2016,VC_VOV_GDSD,Denmark,_T,AGE,ALLAREA,MALE,8.6
2016,VC_VOV_GDSD,Denmark,PWD,AGE,ALLAREA,BOTHSEX,9.42
2016,VC_VOV_GDSD,Denmark,PWD,RELIGION,ALLAREA,BOTHSEX,2.91
2016,VC_VOV_GDSD,Denmark,PD,AGE,ALLAREA,BOTHSEX,10.88
2016,VC_VOV_GDSD,Denmark,PD,ALL,ALLAREA,BOTHSEX,27.9
2021,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,FEMALE,6.0
2021,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,FEMALE,3.0
2021,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,2.0
2021,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,MALE,1.0
2021,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,3.0
2021,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,FEMALE,1.0
2018,VC_VOV_GDSD,North Macedonia,_T,ALL,RURAL,FEMALE,7.5
2018,VC_VOV_GDSD,North Macedonia,_T,AGE,RURAL,FEMALE,2.4
2018,VC_VOV_GDSD,North Macedonia,_T,SEX,URBAN,FEMALE,4.9
2018,VC_VOV_GDSD,North Macedonia,_T,RELIGION,URBAN,FEMALE,2.9
2018,VC_VOV_GDSD,North Macedonia,_T,OTHER,URBAN,FEMALE,1.7
2018,VC_VOV_GDSD,North Macedonia,_T,RELIGION,RURAL,FEMALE,1.2
2016,VC_VOV_GDSD,Denmark,PD,DISHEA,ALLAREA,BOTHSEX,13.95
2016,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,FEMALE,25.0
2016,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,MALE,18.4
2016,VC_VOV_GDSD,Denmark,_T,DISHEA,ALLAREA,FEMALE,5.9
2014,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,BOTHSEX,10.6
2018,VC_VOV_GDSD,North Macedonia,_T,ALL,URBAN,FEMALE,12.5
2018,VC_VOV_GDSD,North Macedonia,PWD,DIS,ALLAREA,FEMALE,0.9
2018,VC_VOV_GDSD,North Macedonia,PD,ETHI,ALLAREA,FEMALE,18.0
2018,VC_VOV_GDSD,North Macedonia,PD,DIS,ALLAREA,FEMALE,3.0
2018,VC_VOV_GDSD,North Macedonia,_T,AGE,ALLAREA,FEMALE,2.5
2018,VC_VOV_GDSD,North Macedonia,PD,AGE,ALLAREA,FEMALE,1.4
2014,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,MALE,13.1
2014,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,FEMALE,8.9
2016,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,MALE,8.9
2016,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,FEMALE,7.8
2016,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,BOTHSEX,8.3
2018,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,FEMALE,8.1
2018,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,MALE,7.4
2018,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,BOTHSEX,7.8
2015,VC_VOV_GDSD,Finland,_T,ALL,ALLAREA,BOTHSEX,2.4
2016,VC_VOV_GDSD,Finland,_T,ALL,ALLAREA,BOTHSEX,2.7
2018,VC_VOV_GDSD,North Macedonia,PWD,SEX,ALLAREA,FEMALE,5.0
2018,VC_VOV_GDSD,North Macedonia,PWD,SEXO,ALLAREA,FEMALE,0.5
2018,VC_VOV_GDSD,North Macedonia,_T,ETHI,URBAN,FEMALE,5.7
2018,VC_VOV_GDSD,North Macedonia,_T,SEXO,URBAN,FEMALE,0.4
2018,VC_VOV_GDSD,North Macedonia,_T,DIS,URBAN,FEMALE,1.1
2018,VC_VOV_GDSD,North Macedonia,PWD,RELIGION,ALLAREA,FEMALE,2.6
2018,VC_VOV_GDSD,Georgia,_T,SEXO,URBAN,MALE,0.3
2018,VC_VOV_GDSD,Georgia,_T,DIS,RURAL,MALE,0.6
2018,VC_VOV_GDSD,Georgia,_T,ETHI,RURAL,BOTHSEX,0.8
2018,VC_VOV_GDSD,Georgia,_T,OTHER,URBAN,FEMALE,1.4
2018,VC_VOV_GDSD,Georgia,_T,SEXO,ALLAREA,BOTHSEX,0.3
2017,VC_VOV_GDSD,Finland,_T,ALL,ALLAREA,BOTHSEX,0.03
2018,VC_VOV_GDSD,France,_T,ALL,ALLAREA,FEMALE,20.2
2018,VC_VOV_GDSD,France,_T,AGE,ALLAREA,BOTHSEX,16.0
2018,VC_VOV_GDSD,France,_T,COLR,ALLAREA,BOTHSEX,16.0
2018,VC_VOV_GDSD,North Macedonia,PD,OTHER,ALLAREA,FEMALE,7.8
2018,VC_VOV_GDSD,North Macedonia,PWD,ETHI,ALLAREA,FEMALE,5.2
2018,VC_VOV_GDSD,North Macedonia,_T,SEX,RURAL,FEMALE,3.4
2018,VC_VOV_GDSD,North Macedonia,_T,ALL,ALLAREA,FEMALE,12.5
2018,VC_VOV_GDSD,North Macedonia,_T,OTHER,RURAL,FEMALE,1.2
2018,VC_VOV_GDSD,North Macedonia,_T,SEX,ALLAREA,FEMALE,4.9
2018,VC_VOV_GDSD,France,_T,COLR,URBAN,BOTHSEX,18.0
2018,VC_VOV_GDSD,France,_T,SEX,URBAN,BOTHSEX,22.0
2018,VC_VOV_GDSD,France,_T,AGE,ALLAREA,FEMALE,18.0
2018,VC_VOV_GDSD,France,_T,RELIGION,URBAN,BOTHSEX,10.0
2018,VC_VOV_GDSD,France,_T,OTHER,ALLAREA,FEMALE,22.0
2018,VC_VOV_GDSD,France,_T,OTHER,ALLAREA,BOTHSEX,21.0
2018,VC_VOV_GDSD,France,_T,SEX,ALLAREA,BOTHSEX,22.0
2018,VC_VOV_GDSD,France,_T,RELIGION,ALLAREA,BOTHSEX,9.0
2018,VC_VOV_GDSD,France,_T,ALL,RURAL,BOTHSEX,22.0
2018,VC_VOV_GDSD,France,_T,ALL,ALLAREA,MALE,28.0
2018,VC_VOV_GDSD,France,_T,OTHER,URBAN,BOTHSEX,21.0
2018,VC_VOV_GDSD,France,_T,AGE,URBAN,BOTHSEX,14.0
2018,VC_VOV_GDSD,France,_T,ALL,ALLAREA,BOTHSEX,27.0
2018,VC_VOV_GDSD,France,_T,SEX,ALLAREA,FEMALE,31.0
2018,VC_VOV_GDSD,France,_T,ALL,URBAN,BOTHSEX,28.0
2019,VC_VOV_GDSD,France,_T,ALL,ALLAREA,BOTHSEX,23.5
2018,VC_VOV_GDSD,North Macedonia,PWD,OTHER,ALLAREA,FEMALE,1.3
2018,VC_VOV_GDSD,North Macedonia,_T,OTHER,ALLAREA,FEMALE,1.7
2018,VC_VOV_GDSD,North Macedonia,PD,SEXO,ALLAREA,FEMALE,0.0
2018,VC_VOV_GDSD,North Macedonia,PWD,AGE,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,North Macedonia,_T,ETHI,RURAL,FEMALE,3.4
2018,VC_VOV_GDSD,North Macedonia,_T,DIS,RURAL,FEMALE,1.0
2019,VC_VOV_GDSD,France,_T,ALL,ALLAREA,MALE,29.7
2019,VC_VOV_GDSD,France,_T,SEX,ALLAREA,FEMALE,26.2
2019,VC_VOV_GDSD,France,_T,SEX,ALLAREA,BOTHSEX,17.8
2019,VC_VOV_GDSD,France,_T,ALL,RURAL,BOTHSEX,18.0
2019,VC_VOV_GDSD,France,_T,ALL,ALLAREA,FEMALE,20.2
2019,VC_VOV_GDSD,France,_T,COLR,ALLAREA,BOTHSEX,23.5
2019,VC_VOV_GDSD,France,_T,ALL,URBAN,BOTHSEX,24.0
2018,VC_VOV_GDSD,Georgia,_T,SEXO,URBAN,FEMALE,0.4
2021,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,1.0
2021,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,BOTHSEX,2.0
2021,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,FEMALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,FEMALE,2.0
2022,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,BOTHSEX,1.0
2018,VC_VOV_GDSD,Georgia,_T,SEX,ALLAREA,BOTHSEX,1.1
2018,VC_VOV_GDSD,Georgia,PWD,SEXO,ALLAREA,MALE,0.3
2018,VC_VOV_GDSD,Georgia,_T,AGE,ALLAREA,BOTHSEX,1.5
2018,VC_VOV_GDSD,Georgia,PWD,SEX,ALLAREA,MALE,0.4
2018,VC_VOV_GDSD,Georgia,PD,ETHI,ALLAREA,BOTHSEX,2.5
2021,VC_VOV_GDSD,Uzbekistan,_T,OTHER,RURAL,FEMALE,5.7
2021,VC_VOV_GDSD,Uzbekistan,_T,OTHER,URBAN,FEMALE,4.9
2021,VC_VOV_GDSD,Uzbekistan,_T,DIS,RURAL,FEMALE,0.5
2021,VC_VOV_GDSD,Uzbekistan,_T,ALL,RURAL,FEMALE,9.0
2021,VC_VOV_GDSD,Uzbekistan,PD,DIS,ALLAREA,FEMALE,3.9
2021,VC_VOV_GDSD,Uzbekistan,PWD,OTHER,ALLAREA,FEMALE,4.7
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,URBAN,MALE,2.2
2018,VC_VOV_GDSD,Georgia,PWD,ALL,ALLAREA,MALE,4.6
2018,VC_VOV_GDSD,Georgia,PWD,ETHI,ALLAREA,BOTHSEX,1.1
2018,VC_VOV_GDSD,Georgia,_T,ETHI,URBAN,MALE,0.8
2022,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,BOTHSEX,2.0
2022,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,BOTHSEX,2.0
2022,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,FEMALE,3.0
2022,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,FEMALE,9.0
2018,VC_VOV_GDSD,Georgia,_T,AGE,URBAN,MALE,1.7
2018,VC_VOV_GDSD,Georgia,_T,OTHER,URBAN,MALE,0.5
2018,VC_VOV_GDSD,Georgia,_T,SEXO,URBAN,BOTHSEX,0.35
2018,VC_VOV_GDSD,Georgia,PWD,DIS,ALLAREA,FEMALE,0.3
2018,VC_VOV_GDSD,Georgia,PWD,ALL,ALLAREA,FEMALE,5.9
2018,VC_VOV_GDSD,Georgia,_T,SEX,RURAL,BOTHSEX,0.7
2018,VC_VOV_GDSD,Georgia,_T,DIS,ALLAREA,BOTHSEX,0.4
2018,VC_VOV_GDSD,Georgia,_T,ALL,ALLAREA,FEMALE,6.4
2018,VC_VOV_GDSD,Georgia,_T,ALL,ALLAREA,BOTHSEX,5.4
2018,VC_VOV_GDSD,Georgia,PWD,AGE,ALLAREA,FEMALE,1.6
2018,VC_VOV_GDSD,Georgia,PD,ETHI,ALLAREA,MALE,0.5
2018,VC_VOV_GDSD,Georgia,PD,SEX,ALLAREA,BOTHSEX,1.67
2018,VC_VOV_GDSD,Georgia,_T,SEX,ALLAREA,MALE,0.4
2018,VC_VOV_GDSD,Georgia,_T,OTHER,RURAL,FEMALE,0.4
2018,VC_VOV_GDSD,Georgia,_T,ETHI,RURAL,MALE,0.8
2021,VC_VOV_GDSD,Uzbekistan,PWD,RELIGION,ALLAREA,FEMALE,0.3
2021,VC_VOV_GDSD,Uzbekistan,_T,ALL,ALLAREA,FEMALE,9.5
2021,VC_VOV_GDSD,Uzbekistan,PD,AGE,ALLAREA,FEMALE,3.3
2021,VC_VOV_GDSD,Uzbekistan,PWD,SEX,ALLAREA,FEMALE,2.0
2021,VC_VOV_GDSD,Uzbekistan,PD,SEXO,ALLAREA,FEMALE,0.4
2021,VC_VOV_GDSD,Uzbekistan,_T,RELIGION,ALLAREA,FEMALE,0.4
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,RURAL,FEMALE,1.3
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,RURAL,MALE,0.8
2018,VC_VOV_GDSD,Georgia,_T,OTHER,RURAL,MALE,0.5
2018,VC_VOV_GDSD,Georgia,_T,AGE,ALLAREA,MALE,1.2
2018,VC_VOV_GDSD,Georgia,_T,AGE,RURAL,FEMALE,0.8
2022,VC_VOV_GDSD,Sweden,_T,SEXOGENID,ALLAREA,FEMALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,MALE,5.0
2022,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,FEMALE,5.0
2022,VC_VOV_GDSD,Sweden,_T,ETHCOLLAN,ALLAREA,MALE,3.0
2022,VC_VOV_GDSD,Sweden,_T,SEXOGENID,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,ALL,ALLAREA,BOTHSEX,7.0
2021,VC_VOV_GDSD,Uzbekistan,PD,SEX,ALLAREA,FEMALE,4.7
2021,VC_VOV_GDSD,Uzbekistan,_T,SEX,URBAN,FEMALE,2.7
2021,VC_VOV_GDSD,Uzbekistan,_T,AGE,URBAN,FEMALE,3.0
2021,VC_VOV_GDSD,Uzbekistan,_T,SEX,RURAL,FEMALE,1.7
2021,VC_VOV_GDSD,Uzbekistan,_T,DIS,ALLAREA,FEMALE,0.6
2021,VC_VOV_GDSD,Uzbekistan,PWD,ALL,ALLAREA,FEMALE,8.6
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,RURAL,BOTHSEX,1.05
2018,VC_VOV_GDSD,Georgia,_T,ALL,URBAN,BOTHSEX,6.6
2018,VC_VOV_GDSD,Georgia,_T,DIS,URBAN,BOTHSEX,0.4
2018,VC_VOV_GDSD,Georgia,_T,ALL,URBAN,FEMALE,7.8
2018,VC_VOV_GDSD,Georgia,PWD,ETHI,ALLAREA,FEMALE,1.3
2022,VC_VOV_GDSD,Sweden,_T,SEX,ALLAREA,BOTHSEX,3.0
2022,VC_VOV_GDSD,Sweden,_T,SEXOGENID,ALLAREA,BOTHSEX,1.0
2022,VC_VOV_GDSD,Sweden,_T,AGE,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,DISHEA,ALLAREA,MALE,1.0
2022,VC_VOV_GDSD,Sweden,_T,RELIGION,ALLAREA,FEMALE,1.0
2021,VC_VOV_GDSD,Uzbekistan,_T,OTHER,ALLAREA,FEMALE,5.3
2021,VC_VOV_GDSD,Uzbekistan,_T,ALL,URBAN,FEMALE,10.1
2021,VC_VOV_GDSD,Uzbekistan,_T,DIS,URBAN,FEMALE,0.8
2021,VC_VOV_GDSD,Uzbekistan,PD,OTHER,ALLAREA,FEMALE,16.2
2021,VC_VOV_GDSD,Uzbekistan,PWD,DIS,ALLAREA,FEMALE,0.4
2021,VC_VOV_GDSD,Uzbekistan,_T,AGE,ALLAREA,FEMALE,2.4
2021,VC_VOV_GDSD,Uzbekistan,_T,SEXO,ALLAREA,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,PWD,SEXO,ALLAREA,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,PWD,ETHIO,ALLAREA,FEMALE,1.6
2021,VC_VOV_GDSD,Uzbekistan,PD,RELIGION,ALLAREA,FEMALE,0.6
2021,VC_VOV_GDSD,Uzbekistan,PD,ALL,ALLAREA,FEMALE,22.7
2021,VC_VOV_GDSD,Uzbekistan,PWD,AGE,ALLAREA,FEMALE,2.1
2016,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,27.1
2016,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,15.8
2016,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,25.9
2016,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,27.2
2016,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,27.4
2021,VC_VOV_GDSD,Uzbekistan,_T,SEXO,RURAL,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,_T,AGE,RURAL,FEMALE,1.8
2021,VC_VOV_GDSD,Uzbekistan,_T,RELIGION,URBAN,FEMALE,0.6
2021,VC_VOV_GDSD,Uzbekistan,_T,RELIGION,RURAL,FEMALE,0.2
2021,VC_VOV_GDSD,Uzbekistan,_T,SEX,ALLAREA,FEMALE,2.2
2021,VC_VOV_GDSD,Uzbekistan,_T,ETHIO,ALLAREA,FEMALE,1.7
2018,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,27.8
2018,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,28.7
2018,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,21.8
2018,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,25.1
2018,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,28.3
2020,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,28.0
2020,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,28.5
2020,VC_VOV_GDSD,Switzerland,_T,ALL,RURAL,BOTHSEX,24.2
2020,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,BOTHSEX,28.2
2020,VC_VOV_GDSD,Switzerland,_T,ALL,URBAN,BOTHSEX,32.8
2022,VC_VOV_GDSD,Switzerland,_T,RELIGION,ALLAREA,BOTHSEX,4.4
2022,VC_VOV_GDSD,Switzerland,_T,SEX,ALLAREA,BOTHSEX,6.9
2022,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,FEMALE,25.4
2022,VC_VOV_GDSD,Switzerland,_T,MIG,ALLAREA,BOTHSEX,12.9
2022,VC_VOV_GDSD,Switzerland,_T,ALL,ALLAREA,MALE,27.7
2018,VC_VOV_GDSD,Georgia,PD,AGE,ALLAREA,BOTHSEX,1.73
2018,VC_VOV_GDSD,Georgia,PWD,SEX,ALLAREA,FEMALE,1.7
2018,VC_VOV_GDSD,Georgia,PWD,ETHI,ALLAREA,MALE,0.7
2018,VC_VOV_GDSD,Georgia,_T,RELIGION,URBAN,FEMALE,2.5
