Year,SeriesCode,Country,Age,Education level,Location,Quantile,Sex,Value
2017,FB_BNK_ACCSS,Costa Rica,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,67.64661
2017,FB_BNK_ACCSS,Costa Rica,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,73.27177
2017,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,92.14917
2017,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Total or no breakdown,Male,95.0179
2017,FB_BNK_ACCSS,Republic of Korea,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,83.28358
2017,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,96.65215
2017,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Total or no breakdown,Female,94.68531
2017,FB_BNK_ACCSS,Republic of Korea,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.28976
2017,FB_BNK_ACCSS,Republic of Korea,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,96.80641
2017,FB_BNK_ACCSS,Republic of Korea,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.39164
2021,FB_BNK_ACCSS,Republic of Korea,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.25768
2021,FB_BNK_ACCSS,Republic of Korea,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.5713
2021,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.68262
2021,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.85636
2021,FB_BNK_ACCSS,Republic of Korea,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.68986
2021,FB_BNK_ACCSS,Republic of Korea,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,95.55511
2014,FB_BNK_ACCSS,Slovenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,90.55365
2014,FB_BNK_ACCSS,Slovenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.1495
2014,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.24451
2017,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.9129
2017,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.15512
2017,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,95.46062
2017,FB_BNK_ACCSS,Slovenia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.24088
2017,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.5334
2017,FB_BNK_ACCSS,Slovenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.32384
2017,FB_BNK_ACCSS,Slovenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,94.41558
2017,FB_BNK_ACCSS,Slovenia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2017,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,96.93921
2021,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,100.0
2021,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,100.0
2017,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,67.83836
2017,FB_BNK_ACCSS,Costa Rica,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,57.25896
2017,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Total or no breakdown,Female,60.87906
2017,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,74.34245
2021,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Total or no breakdown,Male,76.33504
2021,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,57.23414
2021,FB_BNK_ACCSS,Costa Rica,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,51.74763
2021,FB_BNK_ACCSS,Slovenia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,96.81103
2021,FB_BNK_ACCSS,Slovenia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.56108
2021,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.04967
2021,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.15321
2021,FB_BNK_ACCSS,Slovenia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Slovenia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.95501
2021,FB_BNK_ACCSS,Slovenia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,97.61741
2021,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,68.48969
2021,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,75.92783
2021,FB_BNK_ACCSS,Costa Rica,15+,Total or no breakdown,All areas,Total or no breakdown,Female,61.08133
2021,FB_BNK_ACCSS,Costa Rica,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,77.03974
2021,FB_BNK_ACCSS,Costa Rica,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,65.66608
2021,FB_BNK_ACCSS,Costa Rica,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,79.8123
2011,FB_BNK_ACCSS,Croatia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,70.24207
2011,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,88.39102
2011,FB_BNK_ACCSS,Croatia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,92.01784
2011,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,93.06661
2011,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,87.18468
2011,FB_BNK_ACCSS,Croatia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,75.27686
2011,FB_BNK_ACCSS,Croatia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.45528
2011,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,89.72318
2011,FB_BNK_ACCSS,Spain,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,87.58663
2011,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,93.2776
2011,FB_BNK_ACCSS,Spain,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,95.63905
2011,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,91.88154
2011,FB_BNK_ACCSS,Spain,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,94.92714
2011,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Male,95.20493
2011,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,94.20481
2011,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,81.35492
2014,FB_BNK_ACCSS,Croatia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,93.71826
2014,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,87.69241
2014,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,90.75602
2014,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,86.02509
2014,FB_BNK_ACCSS,Croatia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,65.19132
2014,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,78.91113
2011,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Female,91.66148
2011,FB_BNK_ACCSS,Spain,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,78.38492
2014,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.19611
2014,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Male,97.58232
2014,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,96.63521
2014,FB_BNK_ACCSS,Spain,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.72409
2014,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Female,97.56838
2014,FB_BNK_ACCSS,Spain,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,84.66621
2014,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.57531
2014,FB_BNK_ACCSS,Spain,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,93.16862
2014,FB_BNK_ACCSS,Spain,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.16428
2017,FB_BNK_ACCSS,Spain,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.99369
2017,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,93.08876
2017,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Male,95.88104
2017,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,94.1438
2017,FB_BNK_ACCSS,Spain,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,95.85785
2017,FB_BNK_ACCSS,Spain,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,89.02269
2017,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,93.75571
2017,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Female,91.64125
2017,FB_BNK_ACCSS,Spain,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,65.31882
2021,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.10522
2021,FB_BNK_ACCSS,Spain,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.49324
2021,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.29844
2021,FB_BNK_ACCSS,Spain,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,96.36803
2021,FB_BNK_ACCSS,Spain,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.79662
2021,FB_BNK_ACCSS,Spain,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.84152
2021,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Total or no breakdown,Female,97.48926
2021,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,98.54296
2021,FB_BNK_ACCSS,Spain,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,97.93091
2011,FB_BNK_ACCSS,Sweden,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.03886
2011,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.99195
2011,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.03001
2011,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.97025
2011,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.01312
2011,FB_BNK_ACCSS,Sweden,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,98.52403
2011,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.6311
2011,FB_BNK_ACCSS,Sweden,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.07699
2011,FB_BNK_ACCSS,Sweden,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.3205
2014,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,100.0
2014,FB_BNK_ACCSS,Sweden,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.75826
2014,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.68082
2014,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.34187
2014,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.71992
2014,FB_BNK_ACCSS,Sweden,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.6935
2014,FB_BNK_ACCSS,Sweden,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Sweden,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.62172
2017,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Female,100.0
2017,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.66758
2017,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.48123
2017,FB_BNK_ACCSS,Sweden,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.08955
2017,FB_BNK_ACCSS,Sweden,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,96.85131
2017,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.79158
2017,FB_BNK_ACCSS,Sweden,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.85323
2017,FB_BNK_ACCSS,Sweden,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,100.0
2017,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.74221
2021,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.39014
2021,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.22107
2021,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Female,100.0
2021,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.68876
2021,FB_BNK_ACCSS,Sweden,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.67704
2021,FB_BNK_ACCSS,Sweden,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.64651
2021,FB_BNK_ACCSS,Sweden,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,100.0
2021,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.66108
2021,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,96.88739
2021,FB_BNK_ACCSS,Republic of Korea,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.67135
2011,FB_BNK_ACCSS,Kyrgyzstan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,4.07306
2011,FB_BNK_ACCSS,Kyrgyzstan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,3.75726
2011,FB_BNK_ACCSS,Kyrgyzstan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,4.65655
2011,FB_BNK_ACCSS,Kyrgyzstan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,3.07091
2021,FB_BNK_ACCSS,Sweden,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Sweden,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,Switzerland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.00555
2014,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,96.69479
2014,FB_BNK_ACCSS,Switzerland,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,95.64662
2014,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.36847
2014,FB_BNK_ACCSS,Switzerland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.57607
2014,FB_BNK_ACCSS,Switzerland,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.76122
2014,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.98564
2014,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.86733
2014,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.36371
2017,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Male,97.98191
2017,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,97.43823
2017,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.42966
2017,FB_BNK_ACCSS,Switzerland,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.34054
2017,FB_BNK_ACCSS,Switzerland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.81406
2017,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.08899
2017,FB_BNK_ACCSS,Switzerland,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,96.72099
2017,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.85665
2017,FB_BNK_ACCSS,Switzerland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,89.40884
2021,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,99.01794
2021,FB_BNK_ACCSS,Switzerland,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,98.53967
2021,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.49404
2021,FB_BNK_ACCSS,Switzerland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.43748
2021,FB_BNK_ACCSS,Switzerland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2021,FB_BNK_ACCSS,Switzerland,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,99.82434
2021,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,99.49103
2021,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,99.4865
2021,FB_BNK_ACCSS,Switzerland,15+,Total or no breakdown,All areas,Total or no breakdown,Male,100.0
2011,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,0.98002
2011,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,2.9585
2011,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,3.5702
2011,FB_BNK_ACCSS,Tajikistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,0.76411
2011,FB_BNK_ACCSS,Tajikistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,2.19966
2011,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,2.13516
2014,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,84.24692
2014,FB_BNK_ACCSS,Croatia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.56747
2014,FB_BNK_ACCSS,Croatia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,57.7735
2017,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,89.5726
2017,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,82.69695
2017,FB_BNK_ACCSS,Croatia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,95.92479
2017,FB_BNK_ACCSS,Croatia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,46.86027
2011,FB_BNK_ACCSS,Tajikistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,2.7027
2011,FB_BNK_ACCSS,Tajikistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,3.14725
2011,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,2.53486
2014,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,13.89533
2014,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,5.79232
2014,FB_BNK_ACCSS,Tajikistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,15.11238
2014,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,9.09066
2017,FB_BNK_ACCSS,Croatia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,92.65944
2017,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,89.83806
2017,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,80.99702
2017,FB_BNK_ACCSS,Croatia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,62.0176
2017,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,86.14346
2021,FB_BNK_ACCSS,Croatia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,96.41278
2021,FB_BNK_ACCSS,Croatia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,80.2528
2014,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,11.45923
2014,FB_BNK_ACCSS,Tajikistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,12.76297
2014,FB_BNK_ACCSS,Tajikistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,7.96732
2014,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,15.23306
2014,FB_BNK_ACCSS,Tajikistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,4.47427
2017,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,52.6899
2017,FB_BNK_ACCSS,Tajikistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,39.18442
2017,FB_BNK_ACCSS,Tajikistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,49.81917
2017,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,47.02439
2017,FB_BNK_ACCSS,Tajikistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,49.33567
2017,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,42.13079
2017,FB_BNK_ACCSS,Tajikistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,45.93904
2017,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,38.47501
2017,FB_BNK_ACCSS,Tajikistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,52.09381
2021,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,91.80419
2021,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,84.4594
2021,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,93.93028
2021,FB_BNK_ACCSS,Croatia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,94.1141
2021,FB_BNK_ACCSS,Croatia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,76.11321
2021,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,89.96307
2021,FB_BNK_ACCSS,Croatia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,96.68935
2011,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Female,83.07365
2011,FB_BNK_ACCSS,Cyprus,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,76.81139
2011,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,90.16928
2011,FB_BNK_ACCSS,Cyprus,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,90.74923
2011,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,85.23765
2011,FB_BNK_ACCSS,Cyprus,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.57616
2011,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Male,87.61609
2011,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,77.83727
2011,FB_BNK_ACCSS,Cyprus,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,68.55774
2014,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,88.00475
2014,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Male,90.00277
2014,FB_BNK_ACCSS,Cyprus,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,93.6471
2014,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.1502
2014,FB_BNK_ACCSS,Cyprus,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,86.42181
2014,FB_BNK_ACCSS,Cyprus,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,91.21163
2014,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,91.61185
2014,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Female,90.28902
2014,FB_BNK_ACCSS,Cyprus,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.41547
2017,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,91.96999
2017,FB_BNK_ACCSS,Cyprus,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,91.02532
2017,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,88.71576
2017,FB_BNK_ACCSS,Cyprus,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,91.86017
2017,FB_BNK_ACCSS,Cyprus,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,73.18451
2017,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Female,90.01422
2017,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Total or no breakdown,Male,87.31525
2017,FB_BNK_ACCSS,Cyprus,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,83.80718
2017,FB_BNK_ACCSS,Cyprus,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,81.09119
