Year,Poverty line,Country,Value
2008,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2008,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2008,$6.85 a day (2017 PPP) UMIC,Belgium,0.3
2009,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2009,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2009,$6.85 a day (2017 PPP) UMIC,Belgium,0.3
2010,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2010,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2010,$6.85 a day (2017 PPP) UMIC,Belgium,0.5
2011,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.2
2011,$3.65 a day (2017 PPP) LMIC,Belgium,0.3
2011,$6.85 a day (2017 PPP) UMIC,Belgium,0.6
2012,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.2
2012,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2012,$6.85 a day (2017 PPP) UMIC,Belgium,0.5
2013,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2013,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2013,$6.85 a day (2017 PPP) UMIC,Belgium,0.5
2014,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2014,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2014,$6.85 a day (2017 PPP) UMIC,Belgium,0.3
2015,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2015,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2015,$6.85 a day (2017 PPP) UMIC,Belgium,0.2
2016,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2016,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2016,$6.85 a day (2017 PPP) UMIC,Belgium,0.3
2017,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2017,$3.65 a day (2017 PPP) LMIC,Belgium,0.2
2017,$6.85 a day (2017 PPP) UMIC,Belgium,0.4
2018,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2018,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2018,$6.85 a day (2017 PPP) UMIC,Belgium,0.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2019,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2019,$6.85 a day (2017 PPP) UMIC,Belgium,0.2
2020,$2.15 a day (2017 PPP) dollar-a-day,Belgium,0.1
2020,$3.65 a day (2017 PPP) LMIC,Belgium,0.1
2020,$6.85 a day (2017 PPP) UMIC,Belgium,0.3
2006,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,5.8
2006,$3.65 a day (2017 PPP) LMIC,Bulgaria,11.5
2006,$6.85 a day (2017 PPP) UMIC,Bulgaria,28.5
2007,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,1.8
2007,$3.65 a day (2017 PPP) LMIC,Bulgaria,4.9
2007,$6.85 a day (2017 PPP) UMIC,Bulgaria,15.0
2008,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,1.3
2008,$3.65 a day (2017 PPP) LMIC,Bulgaria,3.5
2008,$6.85 a day (2017 PPP) UMIC,Bulgaria,11.3
2009,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,1.3
2009,$3.65 a day (2017 PPP) LMIC,Bulgaria,3.0
2009,$6.85 a day (2017 PPP) UMIC,Bulgaria,11.0
2010,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,2.0
2010,$3.65 a day (2017 PPP) LMIC,Bulgaria,4.6
2010,$6.85 a day (2017 PPP) UMIC,Bulgaria,13.4
2011,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,2.5
2011,$3.65 a day (2017 PPP) LMIC,Bulgaria,5.1
2011,$6.85 a day (2017 PPP) UMIC,Bulgaria,14.1
2012,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,2.3
2012,$3.65 a day (2017 PPP) LMIC,Bulgaria,5.5
2012,$6.85 a day (2017 PPP) UMIC,Bulgaria,14.1
2013,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,1.8
2013,$3.65 a day (2017 PPP) LMIC,Bulgaria,5.0
2013,$6.85 a day (2017 PPP) UMIC,Bulgaria,13.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,1.7
2014,$3.65 a day (2017 PPP) LMIC,Bulgaria,3.9
2014,$6.85 a day (2017 PPP) UMIC,Bulgaria,11.0
2015,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,3.4
2015,$3.65 a day (2017 PPP) LMIC,Bulgaria,6.1
2015,$6.85 a day (2017 PPP) UMIC,Bulgaria,14.1
2016,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,2.0
2016,$3.65 a day (2017 PPP) LMIC,Bulgaria,4.8
2016,$6.85 a day (2017 PPP) UMIC,Bulgaria,10.4
2017,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,1.4
2017,$3.65 a day (2017 PPP) LMIC,Bulgaria,3.5
2017,$6.85 a day (2017 PPP) UMIC,Bulgaria,9.4
2018,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,0.9
2018,$3.65 a day (2017 PPP) LMIC,Bulgaria,2.3
2018,$6.85 a day (2017 PPP) UMIC,Bulgaria,8.0
2019,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,0.9
2019,$3.65 a day (2017 PPP) LMIC,Bulgaria,2.8
2019,$6.85 a day (2017 PPP) UMIC,Bulgaria,7.2
2020,$2.15 a day (2017 PPP) dollar-a-day,Bulgaria,0.2
2020,$3.65 a day (2017 PPP) LMIC,Bulgaria,1.4
2020,$6.85 a day (2017 PPP) UMIC,Bulgaria,4.5
2009,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.9
2009,$3.65 a day (2017 PPP) LMIC,Croatia,1.6
2009,$6.85 a day (2017 PPP) UMIC,Croatia,5.1
2010,$2.15 a day (2017 PPP) dollar-a-day,Croatia,1.2
2010,$3.65 a day (2017 PPP) LMIC,Croatia,2.2
2010,$6.85 a day (2017 PPP) UMIC,Croatia,6.6
2011,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.6
2011,$3.65 a day (2017 PPP) LMIC,Croatia,1.8
2011,$6.85 a day (2017 PPP) UMIC,Croatia,7.5
2012,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.8
2012,$3.65 a day (2017 PPP) LMIC,Croatia,2.0
2012,$6.85 a day (2017 PPP) UMIC,Croatia,8.1
2013,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.7
2013,$3.65 a day (2017 PPP) LMIC,Croatia,2.0
2013,$6.85 a day (2017 PPP) UMIC,Croatia,7.8
2014,$2.15 a day (2017 PPP) dollar-a-day,Croatia,1.0
2014,$3.65 a day (2017 PPP) LMIC,Croatia,1.7
2014,$6.85 a day (2017 PPP) UMIC,Croatia,6.6
2015,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.6
2015,$3.65 a day (2017 PPP) LMIC,Croatia,1.3
2015,$6.85 a day (2017 PPP) UMIC,Croatia,5.8
2016,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.6
2016,$3.65 a day (2017 PPP) LMIC,Croatia,1.3
2016,$6.85 a day (2017 PPP) UMIC,Croatia,4.7
2017,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.5
2017,$3.65 a day (2017 PPP) LMIC,Croatia,1.1
2017,$6.85 a day (2017 PPP) UMIC,Croatia,4.2
2018,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.4
2018,$3.65 a day (2017 PPP) LMIC,Croatia,0.7
2018,$6.85 a day (2017 PPP) UMIC,Croatia,2.7
2019,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.3
2019,$3.65 a day (2017 PPP) LMIC,Croatia,0.6
2019,$6.85 a day (2017 PPP) UMIC,Croatia,2.4
2020,$2.15 a day (2017 PPP) dollar-a-day,Croatia,0.3
2020,$3.65 a day (2017 PPP) LMIC,Croatia,0.7
2020,$6.85 a day (2017 PPP) UMIC,Croatia,2.1
2004,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.1
2004,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2004,$6.85 a day (2017 PPP) UMIC,Cyprus,0.3
2005,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2005,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2005,$6.85 a day (2017 PPP) UMIC,Cyprus,0.1
2006,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2006,$3.65 a day (2017 PPP) LMIC,Cyprus,0.0
2006,$6.85 a day (2017 PPP) UMIC,Cyprus,0.0
2007,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2007,$3.65 a day (2017 PPP) LMIC,Cyprus,0.0
2007,$6.85 a day (2017 PPP) UMIC,Cyprus,0.1
2008,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2008,$3.65 a day (2017 PPP) LMIC,Cyprus,0.0
2008,$6.85 a day (2017 PPP) UMIC,Cyprus,0.0
2009,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.1
2009,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2009,$6.85 a day (2017 PPP) UMIC,Cyprus,0.2
2010,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2010,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2010,$6.85 a day (2017 PPP) UMIC,Cyprus,0.2
2011,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2011,$3.65 a day (2017 PPP) LMIC,Cyprus,0.0
2011,$6.85 a day (2017 PPP) UMIC,Cyprus,0.2
2012,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2012,$3.65 a day (2017 PPP) LMIC,Cyprus,0.0
2012,$6.85 a day (2017 PPP) UMIC,Cyprus,0.1
2013,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.1
2013,$3.65 a day (2017 PPP) LMIC,Cyprus,0.2
2013,$6.85 a day (2017 PPP) UMIC,Cyprus,0.3
2014,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.1
2014,$3.65 a day (2017 PPP) LMIC,Cyprus,0.2
2014,$6.85 a day (2017 PPP) UMIC,Cyprus,0.4
2015,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2015,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2015,$6.85 a day (2017 PPP) UMIC,Cyprus,0.1
2016,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2016,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2016,$6.85 a day (2017 PPP) UMIC,Cyprus,0.1
2017,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2017,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2017,$6.85 a day (2017 PPP) UMIC,Cyprus,0.1
2018,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2018,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2018,$6.85 a day (2017 PPP) UMIC,Cyprus,0.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.2
2019,$3.65 a day (2017 PPP) LMIC,Cyprus,0.2
2019,$6.85 a day (2017 PPP) UMIC,Cyprus,0.3
2020,$2.15 a day (2017 PPP) dollar-a-day,Cyprus,0.0
2020,$3.65 a day (2017 PPP) LMIC,Cyprus,0.1
2020,$6.85 a day (2017 PPP) UMIC,Cyprus,0.2
2002,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2002,$3.65 a day (2017 PPP) LMIC,Czechia,0.0
2002,$6.85 a day (2017 PPP) UMIC,Czechia,0.7
2004,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2004,$3.65 a day (2017 PPP) LMIC,Czechia,0.0
2004,$6.85 a day (2017 PPP) UMIC,Czechia,1.3
2005,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2005,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2005,$6.85 a day (2017 PPP) UMIC,Czechia,0.8
2006,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.1
2006,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2006,$6.85 a day (2017 PPP) UMIC,Czechia,0.8
2007,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.1
2007,$3.65 a day (2017 PPP) LMIC,Czechia,0.2
2007,$6.85 a day (2017 PPP) UMIC,Czechia,0.7
2008,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2008,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2008,$6.85 a day (2017 PPP) UMIC,Czechia,0.5
2009,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2009,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2009,$6.85 a day (2017 PPP) UMIC,Czechia,0.8
2010,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2010,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2010,$6.85 a day (2017 PPP) UMIC,Czechia,0.9
2011,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2011,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2011,$6.85 a day (2017 PPP) UMIC,Czechia,0.8
2012,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2012,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2012,$6.85 a day (2017 PPP) UMIC,Czechia,0.9
2013,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2013,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2013,$6.85 a day (2017 PPP) UMIC,Czechia,0.7
2014,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2014,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2014,$6.85 a day (2017 PPP) UMIC,Czechia,0.8
2015,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2015,$3.65 a day (2017 PPP) LMIC,Czechia,0.0
2015,$6.85 a day (2017 PPP) UMIC,Czechia,0.4
2016,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2016,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2016,$6.85 a day (2017 PPP) UMIC,Czechia,0.7
2017,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2017,$3.65 a day (2017 PPP) LMIC,Czechia,0.1
2017,$6.85 a day (2017 PPP) UMIC,Czechia,0.5
2018,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2018,$3.65 a day (2017 PPP) LMIC,Czechia,0.0
2018,$6.85 a day (2017 PPP) UMIC,Czechia,0.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2019,$3.65 a day (2017 PPP) LMIC,Czechia,0.0
2019,$6.85 a day (2017 PPP) UMIC,Czechia,0.3
2020,$2.15 a day (2017 PPP) dollar-a-day,Czechia,0.0
2020,$3.65 a day (2017 PPP) LMIC,Czechia,0.0
2020,$6.85 a day (2017 PPP) UMIC,Czechia,0.4
2000,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.0
2000,$3.65 a day (2017 PPP) LMIC,Denmark,0.0
2000,$6.85 a day (2017 PPP) UMIC,Denmark,0.2
2003,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.3
2003,$3.65 a day (2017 PPP) LMIC,Denmark,0.4
2003,$6.85 a day (2017 PPP) UMIC,Denmark,0.4
2004,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.3
2004,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2004,$6.85 a day (2017 PPP) UMIC,Denmark,0.4
2005,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.3
2005,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2005,$6.85 a day (2017 PPP) UMIC,Denmark,0.5
2006,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.1
2006,$3.65 a day (2017 PPP) LMIC,Denmark,0.2
2006,$6.85 a day (2017 PPP) UMIC,Denmark,0.3
2007,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.0
2007,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2007,$6.85 a day (2017 PPP) UMIC,Denmark,0.6
2008,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.1
2008,$3.65 a day (2017 PPP) LMIC,Denmark,0.4
2008,$6.85 a day (2017 PPP) UMIC,Denmark,0.8
2009,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.5
2009,$3.65 a day (2017 PPP) LMIC,Denmark,0.6
2009,$6.85 a day (2017 PPP) UMIC,Denmark,1.0
2010,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.1
2010,$3.65 a day (2017 PPP) LMIC,Denmark,0.1
2010,$6.85 a day (2017 PPP) UMIC,Denmark,0.2
2011,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.0
2011,$3.65 a day (2017 PPP) LMIC,Denmark,0.0
2011,$6.85 a day (2017 PPP) UMIC,Denmark,0.6
2012,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.0
2012,$3.65 a day (2017 PPP) LMIC,Denmark,0.0
2012,$6.85 a day (2017 PPP) UMIC,Denmark,0.4
2013,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.3
2013,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2013,$6.85 a day (2017 PPP) UMIC,Denmark,0.6
2014,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.2
2014,$3.65 a day (2017 PPP) LMIC,Denmark,0.2
2014,$6.85 a day (2017 PPP) UMIC,Denmark,0.7
2015,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.2
2015,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2015,$6.85 a day (2017 PPP) UMIC,Denmark,0.4
2016,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.3
2016,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2016,$6.85 a day (2017 PPP) UMIC,Denmark,0.5
2017,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.1
2017,$3.65 a day (2017 PPP) LMIC,Denmark,0.2
2017,$6.85 a day (2017 PPP) UMIC,Denmark,0.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.2
2018,$3.65 a day (2017 PPP) LMIC,Denmark,0.2
2018,$6.85 a day (2017 PPP) UMIC,Denmark,0.3
2019,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.3
2019,$3.65 a day (2017 PPP) LMIC,Denmark,0.3
2019,$6.85 a day (2017 PPP) UMIC,Denmark,0.4
2020,$2.15 a day (2017 PPP) dollar-a-day,Denmark,0.2
2020,$3.65 a day (2017 PPP) LMIC,Denmark,0.2
2020,$6.85 a day (2017 PPP) UMIC,Denmark,0.4
2003,$2.15 a day (2017 PPP) dollar-a-day,Estonia,2.5
2003,$3.65 a day (2017 PPP) LMIC,Estonia,5.5
2003,$6.85 a day (2017 PPP) UMIC,Estonia,16.9
2004,$2.15 a day (2017 PPP) dollar-a-day,Estonia,1.1
2004,$3.65 a day (2017 PPP) LMIC,Estonia,3.2
2004,$6.85 a day (2017 PPP) UMIC,Estonia,10.9
2005,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.8
2005,$3.65 a day (2017 PPP) LMIC,Estonia,1.9
2005,$6.85 a day (2017 PPP) UMIC,Estonia,7.6
2006,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.8
2006,$3.65 a day (2017 PPP) LMIC,Estonia,1.4
2006,$6.85 a day (2017 PPP) UMIC,Estonia,4.6
2007,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.4
2007,$3.65 a day (2017 PPP) LMIC,Estonia,0.9
2007,$6.85 a day (2017 PPP) UMIC,Estonia,3.0
2008,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.4
2008,$3.65 a day (2017 PPP) LMIC,Estonia,0.9
2008,$6.85 a day (2017 PPP) UMIC,Estonia,3.0
2009,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.6
2009,$3.65 a day (2017 PPP) LMIC,Estonia,1.2
2009,$6.85 a day (2017 PPP) UMIC,Estonia,4.0
2010,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.8
2010,$3.65 a day (2017 PPP) LMIC,Estonia,1.8
2010,$6.85 a day (2017 PPP) UMIC,Estonia,5.8
2011,$2.15 a day (2017 PPP) dollar-a-day,Estonia,1.0
2011,$3.65 a day (2017 PPP) LMIC,Estonia,1.6
2011,$6.85 a day (2017 PPP) UMIC,Estonia,4.7
2012,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.7
2012,$3.65 a day (2017 PPP) LMIC,Estonia,1.5
2012,$6.85 a day (2017 PPP) UMIC,Estonia,4.1
2013,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.9
2013,$3.65 a day (2017 PPP) LMIC,Estonia,1.6
2013,$6.85 a day (2017 PPP) UMIC,Estonia,4.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.8
2014,$3.65 a day (2017 PPP) LMIC,Estonia,1.4
2014,$6.85 a day (2017 PPP) UMIC,Estonia,4.0
2015,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.6
2015,$3.65 a day (2017 PPP) LMIC,Estonia,0.9
2015,$6.85 a day (2017 PPP) UMIC,Estonia,2.3
2016,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.5
2016,$3.65 a day (2017 PPP) LMIC,Estonia,0.7
2016,$6.85 a day (2017 PPP) UMIC,Estonia,1.8
2017,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.3
2017,$3.65 a day (2017 PPP) LMIC,Estonia,0.6
2017,$6.85 a day (2017 PPP) UMIC,Estonia,1.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.2
2018,$3.65 a day (2017 PPP) LMIC,Estonia,0.5
2018,$6.85 a day (2017 PPP) UMIC,Estonia,1.1
2019,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.6
2019,$3.65 a day (2017 PPP) LMIC,Estonia,0.9
2019,$6.85 a day (2017 PPP) UMIC,Estonia,1.4
2020,$2.15 a day (2017 PPP) dollar-a-day,Estonia,0.3
2020,$3.65 a day (2017 PPP) LMIC,Estonia,0.5
2020,$6.85 a day (2017 PPP) UMIC,Estonia,1.3
2000,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2000,$3.65 a day (2017 PPP) LMIC,Finland,0.0
2000,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2003,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2003,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2003,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2004,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2004,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2004,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2005,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2005,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2005,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2006,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2006,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2006,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2007,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2007,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2007,$6.85 a day (2017 PPP) UMIC,Finland,0.1
2008,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2008,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2008,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2009,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2009,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2009,$6.85 a day (2017 PPP) UMIC,Finland,0.1
2010,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2010,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2010,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2011,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2011,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2011,$6.85 a day (2017 PPP) UMIC,Finland,0.1
2012,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2012,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2012,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2013,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2013,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2013,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2014,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2014,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2015,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2015,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2015,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2016,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2016,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2016,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2017,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2017,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2017,$6.85 a day (2017 PPP) UMIC,Finland,0.1
2018,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.1
2018,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2018,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2019,$3.65 a day (2017 PPP) LMIC,Finland,0.1
2019,$6.85 a day (2017 PPP) UMIC,Finland,0.2
2020,$2.15 a day (2017 PPP) dollar-a-day,Finland,0.0
2020,$3.65 a day (2017 PPP) LMIC,Finland,0.0
2020,$6.85 a day (2017 PPP) UMIC,Finland,0.1
1998,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
1998,$3.65 a day (2017 PPP) LMIC,France,0.2
1998,$6.85 a day (2017 PPP) UMIC,France,0.5
1999,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
1999,$3.65 a day (2017 PPP) LMIC,France,0.2
1999,$6.85 a day (2017 PPP) UMIC,France,0.5
2000,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2000,$3.65 a day (2017 PPP) LMIC,France,0.2
2000,$6.85 a day (2017 PPP) UMIC,France,0.5
2001,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2001,$3.65 a day (2017 PPP) LMIC,France,0.2
2001,$6.85 a day (2017 PPP) UMIC,France,0.2
2002,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2002,$3.65 a day (2017 PPP) LMIC,France,0.0
2002,$6.85 a day (2017 PPP) UMIC,France,0.2
2003,$2.15 a day (2017 PPP) dollar-a-day,France,0.2
2003,$3.65 a day (2017 PPP) LMIC,France,0.2
2003,$6.85 a day (2017 PPP) UMIC,France,0.4
2004,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2004,$3.65 a day (2017 PPP) LMIC,France,0.1
2004,$6.85 a day (2017 PPP) UMIC,France,0.3
2005,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2005,$3.65 a day (2017 PPP) LMIC,France,0.1
2005,$6.85 a day (2017 PPP) UMIC,France,0.3
2006,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2006,$3.65 a day (2017 PPP) LMIC,France,0.1
2006,$6.85 a day (2017 PPP) UMIC,France,0.2
2007,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2007,$3.65 a day (2017 PPP) LMIC,France,0.0
2007,$6.85 a day (2017 PPP) UMIC,France,0.1
2008,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
