Year,SeriesCode,Country,Age,Sex,Type of occupation,Value
2002,SL_EMP_EARN,Slovenia,,Both sexes,isco88-9,3.43
2002,SL_EMP_EARN,Slovenia,,Female,Total or no breakdown,5.45
2002,SL_EMP_EARN,Slovenia,,Both sexes,isco88-3,6.5
2002,SL_EMP_EARN,Slovenia,,Both sexes,isco88-1,9.96
2002,SL_EMP_EARN,Slovenia,,Both sexes,isco88-2,10.18
2002,SL_EMP_EARN,Slovenia,,Both sexes,isco88-4,5.29
2002,SL_EMP_EARN,Slovenia,,Female,isco88-3,6.23
2002,SL_EMP_EARN,Slovenia,,Both sexes,Total or no breakdown,5.61
2002,SL_EMP_EARN,Slovenia,,Male,isco88-2,11.03
2002,SL_EMP_EARN,Slovenia,,Male,isco88-0,7.31
2002,SL_EMP_EARN,Slovenia,,Male,isco88-8,4.36
2002,SL_EMP_EARN,Slovenia,,Male,isco88-1,10.0
2002,SL_EMP_EARN,Slovenia,,Male,isco88-5,4.63
2002,SL_EMP_EARN,Slovenia,,Male,isco88-4,5.46
2002,SL_EMP_EARN,Slovenia,,Male,isco88-7,4.32
2006,SL_EMP_EARN,Slovenia,,Female,isco88-8,3.9
2006,SL_EMP_EARN,Slovenia,,Female,isco88-9,3.42
2006,SL_EMP_EARN,Slovenia,,Male,isco88-1,17.52
2006,SL_EMP_EARN,Slovenia,,Male,isco88-2,12.41
2006,SL_EMP_EARN,Slovenia,,Male,Total or no breakdown,7.01
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-8,4.9
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-X,4.01
2006,SL_EMP_EARN,Slovenia,,Female,Total or no breakdown,6.45
2006,SL_EMP_EARN,Slovenia,,Female,isco88-X,3.53
2006,SL_EMP_EARN,Slovenia,,Male,isco88-X,4.35
2006,SL_EMP_EARN,Slovenia,,Male,isco88-9,4.24
2006,SL_EMP_EARN,Slovenia,,Male,isco88-6,4.87
2006,SL_EMP_EARN,Slovenia,,Male,isco88-3,8.26
2006,SL_EMP_EARN,Slovenia,,Female,isco88-1,15.52
2006,SL_EMP_EARN,Slovenia,,Female,isco88-6,4.23
2006,SL_EMP_EARN,Slovenia,,Female,isco88-5,4.37
2006,SL_EMP_EARN,Slovenia,,Both sexes,Total or no breakdown,6.75
2006,SL_EMP_EARN,Slovenia,,Female,isco88-2,10.68
2006,SL_EMP_EARN,Slovenia,,Female,isco88-3,7.18
2006,SL_EMP_EARN,Slovenia,,Female,isco88-4,6.22
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-7,5.14
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-4,6.28
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-6,4.59
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-5,4.68
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-1,16.87
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-2,11.35
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-9,3.8
2006,SL_EMP_EARN,Slovenia,,Both sexes,isco88-3,7.68
2006,SL_EMP_EARN,Slovenia,,Female,isco88-7,3.83
2006,SL_EMP_EARN,Slovenia,,Male,isco88-7,5.3
2006,SL_EMP_EARN,Slovenia,,Male,isco88-5,5.26
2006,SL_EMP_EARN,Slovenia,,Male,isco88-4,6.41
2006,SL_EMP_EARN,Slovenia,,Male,isco88-8,5.41
2010,SL_EMP_EARN,Slovenia,,Both sexes,Total or no breakdown,9.1
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-7,6.82
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-6,6.15
2010,SL_EMP_EARN,Slovenia,,Male,isco08-8,7.02
2010,SL_EMP_EARN,Slovenia,,Female,Total or no breakdown,9.07
2010,SL_EMP_EARN,Slovenia,,Female,isco08-2,13.44
2010,SL_EMP_EARN,Slovenia,,Female,isco08-5,6.23
2010,SL_EMP_EARN,Slovenia,,Female,isco08-9,5.13
2010,SL_EMP_EARN,Slovenia,,Female,isco08-8,5.68
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-3,9.99
2010,SL_EMP_EARN,Slovenia,,Male,isco08-7,6.95
2010,SL_EMP_EARN,Slovenia,,Male,isco08-6,6.28
2010,SL_EMP_EARN,Slovenia,,Male,isco08-5,6.76
2010,SL_EMP_EARN,Slovenia,,Male,isco08-4,7.77
2010,SL_EMP_EARN,Slovenia,,Male,isco08-9,5.75
2010,SL_EMP_EARN,Slovenia,,Female,isco08-1,18.62
2010,SL_EMP_EARN,Slovenia,,Female,isco08-4,8.17
2010,SL_EMP_EARN,Slovenia,,Female,isco08-3,9.47
2010,SL_EMP_EARN,Slovenia,,Female,isco08-6,5.95
2010,SL_EMP_EARN,Slovenia,,Female,isco08-7,5.77
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-8,6.61
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-1,20.51
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-5,6.43
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-9,5.42
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-2,13.95
2010,SL_EMP_EARN,Slovenia,,Both sexes,isco08-4,7.99
2010,SL_EMP_EARN,Slovenia,,Male,Total or no breakdown,9.13
2010,SL_EMP_EARN,Slovenia,,Male,isco08-2,14.85
2010,SL_EMP_EARN,Slovenia,,Male,isco08-1,21.53
2010,SL_EMP_EARN,Slovenia,,Male,isco08-3,10.54
2014,SL_EMP_EARN,Slovenia,,Male,isco08-8,7.22
2014,SL_EMP_EARN,Slovenia,,Male,isco08-1,20.31
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-1,19.38
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-7,6.97
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-8,6.85
2014,SL_EMP_EARN,Slovenia,,Male,isco08-4,7.7
2014,SL_EMP_EARN,Slovenia,,Male,isco08-6,6.15
2014,SL_EMP_EARN,Slovenia,,Male,isco08-7,7.14
2014,SL_EMP_EARN,Slovenia,,Male,isco08-3,10.72
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-3,9.98
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-2,12.4
2014,SL_EMP_EARN,Slovenia,,Female,isco08-9,4.93
2014,SL_EMP_EARN,Slovenia,,Female,isco08-8,5.74
2014,SL_EMP_EARN,Slovenia,,Female,isco08-3,9.31
2014,SL_EMP_EARN,Slovenia,,Female,isco08-4,7.9
2014,SL_EMP_EARN,Slovenia,,Female,Total or no breakdown,8.5
2014,SL_EMP_EARN,Slovenia,,Female,isco08-1,17.8
2014,SL_EMP_EARN,Slovenia,,Male,Total or no breakdown,9.14
2014,SL_EMP_EARN,Slovenia,,Male,isco08-2,13.8
2014,SL_EMP_EARN,Slovenia,,Male,isco08-9,5.92
2014,SL_EMP_EARN,Slovenia,,Male,isco08-5,6.33
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-4,7.82
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-9,5.39
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-5,5.96
2014,SL_EMP_EARN,Slovenia,,Both sexes,Total or no breakdown,8.84
2014,SL_EMP_EARN,Slovenia,,Female,isco08-6,6.05
2014,SL_EMP_EARN,Slovenia,,Female,isco08-7,5.72
2014,SL_EMP_EARN,Slovenia,,Both sexes,isco08-6,6.12
2014,SL_EMP_EARN,Slovenia,,Female,isco08-5,5.75
2014,SL_EMP_EARN,Slovenia,,Female,isco08-2,11.54
2018,SL_EMP_EARN,Slovenia,,Female,isco08-9,6.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-8,6.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-7,7.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-2,13.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-8,8.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-6,7.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-4,9.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-1,20.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-5,7.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-7,8.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-8,7.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-4,9.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-1,22.0
2018,SL_EMP_EARN,Slovenia,,Male,Total or no breakdown,10.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-7,8.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-2,15.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-1,18.0
2018,SL_EMP_EARN,Slovenia,,Female,Total or no breakdown,9.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-9,6.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-5,7.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-2,12.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-6,7.0
2018,SL_EMP_EARN,Slovenia,,Female,isco08-3,10.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-6,7.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-0,9.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,Total or no breakdown,10.0
2018,SL_EMP_EARN,Slovenia,,Both sexes,isco08-3,11.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-3,12.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-4,9.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-5,7.0
2018,SL_EMP_EARN,Slovenia,,Male,isco08-9,7.0
2002,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,8.6
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-9,5.34
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-8,7.44
2002,SL_EMP_EARN,Spain,,Female,Total or no breakdown,7.42
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-X,6.0
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-7,7.33
2002,SL_EMP_EARN,Spain,,Male,isco88-3,11.95
2002,SL_EMP_EARN,Spain,,Male,isco88-2,15.29
2002,SL_EMP_EARN,Spain,,Male,isco88-X,6.13
2002,SL_EMP_EARN,Spain,,Male,isco88-9,5.68
2002,SL_EMP_EARN,Spain,,Male,isco88-8,7.82
2002,SL_EMP_EARN,Spain,,Male,isco88-7,7.44
2002,SL_EMP_EARN,Spain,,Female,isco88-3,8.95
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-4,7.43
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-3,10.79
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-2,13.8
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-5,6.63
2002,SL_EMP_EARN,Spain,,Both sexes,isco88-1,21.39
2002,SL_EMP_EARN,Spain,,Female,isco88-2,12.13
2002,SL_EMP_EARN,Spain,,Female,isco88-1,16.9
2002,SL_EMP_EARN,Spain,,Male,isco88-1,22.41
2002,SL_EMP_EARN,Spain,,Male,isco88-5,7.31
2002,SL_EMP_EARN,Spain,,Male,isco88-4,8.81
2002,SL_EMP_EARN,Spain,,Male,Total or no breakdown,9.3
2002,SL_EMP_EARN,Spain,,Female,isco88-X,4.66
2002,SL_EMP_EARN,Spain,,Female,isco88-9,4.98
2002,SL_EMP_EARN,Spain,,Female,isco88-8,5.61
2002,SL_EMP_EARN,Spain,,Female,isco88-7,5.59
2002,SL_EMP_EARN,Spain,,Female,isco88-4,6.44
2002,SL_EMP_EARN,Spain,,Female,isco88-5,6.12
2006,SL_EMP_EARN,Spain,,Female,isco88-7,7.02
2006,SL_EMP_EARN,Spain,,Female,isco88-8,6.91
2006,SL_EMP_EARN,Spain,,Female,isco88-9,6.35
2006,SL_EMP_EARN,Spain,,Female,isco88-3,10.2
2006,SL_EMP_EARN,Spain,,Male,isco88-7,9.05
2006,SL_EMP_EARN,Spain,,Male,isco88-8,9.27
2006,SL_EMP_EARN,Spain,,Male,isco88-9,7.15
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-3,12.02
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-9,6.78
2006,SL_EMP_EARN,Spain,,Female,Total or no breakdown,8.9
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-7,8.88
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-8,8.93
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-4,8.64
2006,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,10.05
2006,SL_EMP_EARN,Spain,,Female,isco88-4,7.72
2006,SL_EMP_EARN,Spain,,Male,Total or no breakdown,10.84
2006,SL_EMP_EARN,Spain,,Female,isco88-5,6.99
2006,SL_EMP_EARN,Spain,,Male,isco88-1,25.47
2006,SL_EMP_EARN,Spain,,Male,isco88-2,17.13
2006,SL_EMP_EARN,Spain,,Male,isco88-3,13.38
2006,SL_EMP_EARN,Spain,,Male,isco88-4,10.1
2006,SL_EMP_EARN,Spain,,Male,isco88-5,8.39
2006,SL_EMP_EARN,Spain,,Female,isco88-2,14.39
2006,SL_EMP_EARN,Spain,,Female,isco88-1,17.26
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-5,7.46
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-1,23.69
2006,SL_EMP_EARN,Spain,,Both sexes,isco88-2,15.63
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-6,8.48
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-3,13.24
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-4,10.09
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-5,8.26
2010,SL_EMP_EARN,Spain,,Female,isco08-9,7.11
2010,SL_EMP_EARN,Spain,,Male,isco08-9,8.36
2010,SL_EMP_EARN,Spain,,Male,Total or no breakdown,12.43
2010,SL_EMP_EARN,Spain,,Male,isco08-3,14.3
2010,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,11.5
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-1,23.34
2010,SL_EMP_EARN,Spain,,Female,isco08-3,11.61
2010,SL_EMP_EARN,Spain,,Female,isco08-1,19.91
2010,SL_EMP_EARN,Spain,,Female,isco08-4,9.1
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-2,17.18
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-9,7.63
2010,SL_EMP_EARN,Spain,,Female,isco08-2,16.09
2010,SL_EMP_EARN,Spain,,Female,Total or no breakdown,10.41
2010,SL_EMP_EARN,Spain,,Both sexes,isco08-7,10.15
2010,SL_EMP_EARN,Spain,,Female,isco08-5,7.82
2010,SL_EMP_EARN,Spain,,Female,isco08-6,8.22
2010,SL_EMP_EARN,Spain,,Female,isco08-8,7.99
2010,SL_EMP_EARN,Spain,,Female,isco08-7,8.08
2010,SL_EMP_EARN,Spain,,Male,isco08-5,9.07
2010,SL_EMP_EARN,Spain,,Male,isco08-4,11.71
2010,SL_EMP_EARN,Spain,,Male,isco08-7,10.34
2010,SL_EMP_EARN,Spain,,Male,isco08-6,8.5
2010,SL_EMP_EARN,Spain,,Male,isco08-1,25.02
2010,SL_EMP_EARN,Spain,,Male,isco08-2,18.57
2012,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2012,SL_EMP_EARN,Spain,,Male,isco08-2,23.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-7,13.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-6,11.0
2012,SL_EMP_EARN,Spain,,Female,Total or no breakdown,13.0
2012,SL_EMP_EARN,Spain,,Female,isco08-7,10.0
2012,SL_EMP_EARN,Spain,,Female,isco08-8,10.0
2012,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2012,SL_EMP_EARN,Spain,,Male,isco08-1,33.0
2012,SL_EMP_EARN,Spain,,Male,isco08-6,11.0
2012,SL_EMP_EARN,Spain,,Male,isco08-7,13.0
2012,SL_EMP_EARN,Spain,,Male,isco08-4,14.0
2012,SL_EMP_EARN,Spain,,Male,isco08-5,12.0
2012,SL_EMP_EARN,Spain,,Male,Total or no breakdown,16.0
2012,SL_EMP_EARN,Spain,,Male,isco08-8,11.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-5,11.0
2012,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,15.0
2012,SL_EMP_EARN,Spain,,Female,isco08-2,19.0
2012,SL_EMP_EARN,Spain,,Female,isco08-4,11.0
2012,SL_EMP_EARN,Spain,,Female,isco08-1,28.0
2012,SL_EMP_EARN,Spain,,Female,isco08-3,15.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-1,32.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-2,21.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-4,12.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-3,17.0
2012,SL_EMP_EARN,Spain,,Both sexes,isco08-8,13.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-3,17.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-6,11.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-4,12.0
2013,SL_EMP_EARN,Spain,,Male,isco08-2,24.0
2013,SL_EMP_EARN,Spain,,Female,isco08-4,12.0
2013,SL_EMP_EARN,Spain,,Female,isco08-2,20.0
2013,SL_EMP_EARN,Spain,,Female,Total or no breakdown,13.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-7,13.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-8,13.0
2013,SL_EMP_EARN,Spain,,Male,isco08-7,13.0
2013,SL_EMP_EARN,Spain,,Male,isco08-6,11.0
2013,SL_EMP_EARN,Spain,,Male,isco08-1,33.0
2013,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-9,10.0
2013,SL_EMP_EARN,Spain,,Female,isco08-3,16.0
2013,SL_EMP_EARN,Spain,,Female,isco08-1,27.0
2013,SL_EMP_EARN,Spain,,Male,Total or no breakdown,16.0
2013,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2013,SL_EMP_EARN,Spain,,Female,isco08-8,11.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-5,11.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-2,21.0
2013,SL_EMP_EARN,Spain,,Male,isco08-9,11.0
2013,SL_EMP_EARN,Spain,,Male,isco08-8,13.0
2013,SL_EMP_EARN,Spain,,Female,isco08-9,9.0
2013,SL_EMP_EARN,Spain,,Female,isco08-7,10.0
2013,SL_EMP_EARN,Spain,,Male,isco08-5,12.0
2013,SL_EMP_EARN,Spain,,Male,isco08-4,14.0
2013,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,15.0
2013,SL_EMP_EARN,Spain,,Both sexes,isco08-1,31.0
2014,SL_EMP_EARN,Spain,,Male,isco08-2,24.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-6,12.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-5,11.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-3,17.0
2014,SL_EMP_EARN,Spain,,Male,isco08-7,13.0
2014,SL_EMP_EARN,Spain,,Male,isco08-5,13.0
2014,SL_EMP_EARN,Spain,,Female,isco08-7,10.0
2014,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2014,SL_EMP_EARN,Spain,,Male,isco08-1,33.0
2014,SL_EMP_EARN,Spain,,Male,Total or no breakdown,16.0
2014,SL_EMP_EARN,Spain,,Male,isco08-6,12.0
2014,SL_EMP_EARN,Spain,,Male,isco08-4,14.0
2014,SL_EMP_EARN,Spain,,Female,isco08-8,11.0
2014,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2014,SL_EMP_EARN,Spain,,Female,isco08-9,9.0
2014,SL_EMP_EARN,Spain,,Female,isco08-1,27.0
2014,SL_EMP_EARN,Spain,,Female,isco08-3,16.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-1,31.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-7,13.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-8,13.0
2014,SL_EMP_EARN,Spain,,Female,Total or no breakdown,14.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-9,10.0
2014,SL_EMP_EARN,Spain,,Female,isco08-2,20.0
2014,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,15.0
2014,SL_EMP_EARN,Spain,,Female,isco08-4,12.0
2014,SL_EMP_EARN,Spain,,Male,isco08-8,13.0
2014,SL_EMP_EARN,Spain,,Male,isco08-9,10.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-2,22.0
2014,SL_EMP_EARN,Spain,,Both sexes,isco08-4,13.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-5,11.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-9,10.0
2015,SL_EMP_EARN,Spain,,Female,Total or no breakdown,14.0
2015,SL_EMP_EARN,Spain,,Male,isco08-4,14.0
2015,SL_EMP_EARN,Spain,,Male,isco08-6,12.0
2015,SL_EMP_EARN,Spain,,Male,isco08-1,33.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-1,31.0
2015,SL_EMP_EARN,Spain,,Female,isco08-3,16.0
2015,SL_EMP_EARN,Spain,,Female,isco08-1,27.0
2015,SL_EMP_EARN,Spain,,Female,isco08-2,20.0
2015,SL_EMP_EARN,Spain,,Female,isco08-8,11.0
2015,SL_EMP_EARN,Spain,,Female,isco08-7,11.0
2015,SL_EMP_EARN,Spain,,Male,Total or no breakdown,16.0
2015,SL_EMP_EARN,Spain,,Male,isco08-5,13.0
2015,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,15.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-4,13.0
2015,SL_EMP_EARN,Spain,,Male,isco08-9,11.0
2015,SL_EMP_EARN,Spain,,Male,isco08-8,13.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-8,13.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-7,13.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-3,18.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-6,12.0
2015,SL_EMP_EARN,Spain,,Both sexes,isco08-2,22.0
2015,SL_EMP_EARN,Spain,,Female,isco08-9,9.0
2015,SL_EMP_EARN,Spain,,Male,isco08-7,13.0
2015,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2015,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2015,SL_EMP_EARN,Spain,,Male,isco08-2,24.0
2015,SL_EMP_EARN,Spain,,Female,isco08-4,12.0
2016,SL_EMP_EARN,Spain,,Male,isco08-7,13.0
2016,SL_EMP_EARN,Spain,,Male,isco08-9,10.0
2016,SL_EMP_EARN,Spain,,Male,isco08-8,13.0
2016,SL_EMP_EARN,Spain,,Male,isco08-2,24.0
2016,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2016,SL_EMP_EARN,Spain,,Male,isco08-5,13.0
2016,SL_EMP_EARN,Spain,,Male,isco08-4,14.0
2016,SL_EMP_EARN,Spain,,Female,isco08-7,11.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-7,13.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-8,13.0
2016,SL_EMP_EARN,Spain,,Female,Total or no breakdown,14.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-4,13.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-2,22.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-3,18.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-6,12.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-5,11.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-9,10.0
2016,SL_EMP_EARN,Spain,,Female,isco08-1,26.0
2016,SL_EMP_EARN,Spain,,Female,isco08-2,20.0
2016,SL_EMP_EARN,Spain,,Male,Total or no breakdown,16.0
2016,SL_EMP_EARN,Spain,,Male,isco08-1,32.0
2016,SL_EMP_EARN,Spain,,Male,isco08-6,12.0
2016,SL_EMP_EARN,Spain,,Female,isco08-8,11.0
2016,SL_EMP_EARN,Spain,,Female,isco08-4,12.0
2016,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2016,SL_EMP_EARN,Spain,,Female,isco08-9,9.0
2016,SL_EMP_EARN,Spain,,Female,isco08-3,16.0
2016,SL_EMP_EARN,Spain,,Both sexes,isco08-1,30.0
2016,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,15.0
2017,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,15.0
2017,SL_EMP_EARN,Spain,,Female,isco08-3,16.0
2017,SL_EMP_EARN,Spain,,Female,isco08-2,21.0
2017,SL_EMP_EARN,Spain,,Female,isco08-8,12.0
2017,SL_EMP_EARN,Spain,,Female,isco08-4,12.0
2017,SL_EMP_EARN,Spain,,Female,isco08-7,11.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-1,31.0
2017,SL_EMP_EARN,Spain,,Male,isco08-9,11.0
2017,SL_EMP_EARN,Spain,,Male,isco08-7,13.0
2017,SL_EMP_EARN,Spain,,Female,isco08-9,9.0
2017,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-7,13.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-6,12.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-2,22.0
2017,SL_EMP_EARN,Spain,,Female,isco08-1,26.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-9,10.0
2017,SL_EMP_EARN,Spain,,Female,Total or no breakdown,14.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-8,13.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-5,11.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-4,13.0
2017,SL_EMP_EARN,Spain,,Both sexes,isco08-3,18.0
2017,SL_EMP_EARN,Spain,,Male,isco08-8,13.0
2017,SL_EMP_EARN,Spain,,Male,Total or no breakdown,16.0
2017,SL_EMP_EARN,Spain,,Male,isco08-2,24.0
2017,SL_EMP_EARN,Spain,,Male,isco08-4,14.0
2017,SL_EMP_EARN,Spain,,Male,isco08-5,13.0
2017,SL_EMP_EARN,Spain,,Male,isco08-6,12.0
2017,SL_EMP_EARN,Spain,,Male,isco08-1,33.0
2017,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2018,SL_EMP_EARN,Spain,,Female,isco08-4,13.0
2018,SL_EMP_EARN,Spain,,Female,isco08-5,10.0
2018,SL_EMP_EARN,Spain,,Female,isco08-8,12.0
2018,SL_EMP_EARN,Spain,,Female,isco08-2,21.0
2018,SL_EMP_EARN,Spain,,Both sexes,Total or no breakdown,16.0
2018,SL_EMP_EARN,Spain,,Both sexes,isco08-1,33.0
2018,SL_EMP_EARN,Spain,,Male,Total or no breakdown,17.0
2018,SL_EMP_EARN,Spain,,Male,isco08-3,19.0
2018,SL_EMP_EARN,Spain,,Male,isco08-1,35.0
2018,SL_EMP_EARN,Spain,,Both sexes,isco08-4,14.0
2018,SL_EMP_EARN,Spain,,Both sexes,isco08-3,18.0
2018,SL_EMP_EARN,Spain,,Both sexes,isco08-6,12.0
2018,SL_EMP_EARN,Spain,,Female,isco08-9,10.0
2018,SL_EMP_EARN,Spain,,Male,isco08-7,14.0
2018,SL_EMP_EARN,Spain,,Male,isco08-9,11.0
