Year,SeriesCode,Country,Disability status,Grounds of discrimination,Location,Sex,Value
2020,VC_VOV_GDSD,Norway,Persons with disability,Political opinion,All areas,Both sexes,5.4
2020,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Female,25.0
2020,VC_VOV_GDSD,Norway,Persons with disability,Colour,All areas,Both sexes,2.2
2019,VC_VOV_GDSD,Israel,Persons without disability,Colour,All areas,Both sexes,2.4
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Male,8.6
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Rural,Both sexes,1.9
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Female,8.1
2020,VC_VOV_GDSD,Israel,Persons without disability,Colour,All areas,Both sexes,1.6
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Urban,Both sexes,8.5
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Both sexes,1.6
2020,VC_VOV_GDSD,Israel,Persons with disability,Age,All areas,Both sexes,9.8
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Urban,Both sexes,10.0
2020,VC_VOV_GDSD,Israel,Persons without disability,Religion or belief,All areas,Both sexes,9.8
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,0.6
2020,VC_VOV_GDSD,Israel,Persons with disability,Disability or health status,All areas,Both sexes,9.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Both sexes,4.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Female,7.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Female,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Female,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Female,3.0
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.2
2020,VC_VOV_GDSD,Norway,Total or no breakdown,"Health problems, illness or injury",All areas,Male,5.9
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Disability,All areas,Male,1.9
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Male,4.1
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Male,2.5
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Male,4.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,0.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Male,10.3
2020,VC_VOV_GDSD,Israel,Persons without disability,Migration status,All areas,Both sexes,7.8
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Male,9.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,Urban,Both sexes,0.6
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Male,2.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Both sexes,8.0
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Both sexes,8.4
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,Urban,Both sexes,1.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Rural,Both sexes,5.3
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Urban,Both sexes,5.1
2020,VC_VOV_GDSD,Israel,Persons without disability,Sex,All areas,Both sexes,5.3
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Male,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Male,6.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Both sexes,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Both sexes,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Male,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.0
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Female,2.9
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Male,6.5
2020,VC_VOV_GDSD,Norway,Persons without disability,Colour,All areas,Both sexes,2.0
2020,VC_VOV_GDSD,Norway,Persons with disability,Religion or belief,All areas,Both sexes,3.7
2020,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Male,18.8
2020,VC_VOV_GDSD,Norway,Persons without disability,Political opinion,All areas,Both sexes,2.8
2020,VC_VOV_GDSD,Israel,Persons with disability,Sex,All areas,Both sexes,4.3
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Male,22.5
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Both sexes,5.7
2020,VC_VOV_GDSD,Israel,Persons without disability,All or no breakdown,All areas,Both sexes,22.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Both sexes,23.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Male,5.1
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Male,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Male,3.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Male,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Female,11.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Female,3.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Both sexes,3.0
2020,VC_VOV_GDSD,Norway,Persons with disability,Sexual orientation and gender identity,All areas,Both sexes,1.9
2020,VC_VOV_GDSD,Norway,Persons with disability,All or no breakdown,All areas,Both sexes,66.5
2020,VC_VOV_GDSD,Norway,Persons without disability,All or no breakdown,All areas,Both sexes,33.5
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.1
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Female,1.7
2020,VC_VOV_GDSD,Norway,Persons without disability,"Health problems, illness or injury",All areas,Both sexes,2.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Female,6.3
2020,VC_VOV_GDSD,Israel,Persons with disability,Ethnic,All areas,Both sexes,10.0
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Rural,Both sexes,6.6
2020,VC_VOV_GDSD,Israel,Persons with disability,Colour,All areas,Both sexes,2.3
2020,VC_VOV_GDSD,Israel,Persons without disability,Ethnic,All areas,Both sexes,8.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Urban,Both sexes,2.2
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Both sexes,8.0
2020,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Both sexes,2.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Male,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Male,1.0
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Female,10.8
2020,VC_VOV_GDSD,Norway,Persons with disability,Disability,All areas,Both sexes,5.7
2020,VC_VOV_GDSD,Norway,Persons without disability,Sexual orientation and gender identity,All areas,Both sexes,0.8
2020,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Both sexes,22.0
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Both sexes,7.2
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Both sexes,7.2
2020,VC_VOV_GDSD,Israel,Persons without disability,Disability or health status,All areas,Both sexes,1.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Female,1.6
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Male,1.7
2020,VC_VOV_GDSD,Israel,Persons with disability,Religion or belief,All areas,Both sexes,8.6
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,0.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Rural,Both sexes,5.5
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Male,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Female,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Female,2.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Both sexes,3.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Both sexes,7.0
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Both sexes,2.7
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Both sexes,2.1
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Both sexes,3.9
2020,VC_VOV_GDSD,Norway,Persons without disability,Age,All areas,Both sexes,6.3
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Female,7.9
2020,VC_VOV_GDSD,Norway,Total or no breakdown,"Health problems, illness or injury",All areas,Female,8.5
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Male,5.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Female,10.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Female,6.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Female,3.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Both sexes,2.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Male,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Male,3.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Female,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Both sexes,1.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Both sexes,2.0
2021,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Both sexes,1.0
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Female,9.0
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Female,7.0
2020,VC_VOV_GDSD,Israel,Persons with disability,Migration status,All areas,Both sexes,10.0
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Both sexes,9.6
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Both sexes,2.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Female,2.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Rural,Both sexes,8.5
2020,VC_VOV_GDSD,Israel,Persons without disability,Age,All areas,Both sexes,5.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Urban,Both sexes,8.4
2020,VC_VOV_GDSD,Israel,Persons without disability,Sexual orientation and gender identity,All areas,Both sexes,0.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Urban,Both sexes,5.5
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Female,8.8
2020,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Male,3.0
2020,VC_VOV_GDSD,Norway,Persons with disability,"Health problems, illness or injury",All areas,Both sexes,19.7
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Female,2.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,1.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Male,4.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Disability,All areas,Male,3.3
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Female,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Female,2.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Both sexes,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Both sexes,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Both sexes,2.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Both sexes,2.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,"Health problems, illness or injury",All areas,Both sexes,7.2
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Both sexes,7.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Both sexes,2.4
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Female,2.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Female,24.5
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Female,10.3
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Male,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Female,3.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Female,9.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Female,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Male,5.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Female,5.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Female,2.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Disability,All areas,Female,3.8
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Male,4.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.2
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Colour,All areas,Male,2.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Male,2.3
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,"Ethnicity, colour, language",All areas,Male,3.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Male,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,All or no breakdown,All areas,Both sexes,7.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Sex,All areas,Both sexes,3.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Age,All areas,Male,1.0
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Male,1.3
2020,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,5.2
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Rural,Both sexes,20.7
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Urban,Both sexes,23.5
2020,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,27.1
2020,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Female,24.2
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Both sexes,3.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Religion or belief,All areas,Both sexes,2.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Political opinion,All areas,Both sexes,3.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Male,6.2
2021,VC_VOV_GDSD,Norway,Total or no breakdown,"Health problems, illness or injury",All areas,Male,5.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Rural,Both sexes,19.7
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Urban,Both sexes,6.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,6.3
2021,VC_VOV_GDSD,Israel,Persons with disability,Sex,All areas,Both sexes,8.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Female,9.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Male,2.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Urban,Both sexes,26.8
2021,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,31.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Rural,Both sexes,5.4
2021,VC_VOV_GDSD,Israel,Persons without disability,Sex,All areas,Both sexes,5.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Female,9.1
2021,VC_VOV_GDSD,Israel,Persons with disability,Ethnic,All areas,Both sexes,15.4
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Male,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Disability or health status,All areas,Male,1.0
2022,VC_VOV_GDSD,Sweden,Total or no breakdown,Religion or belief,All areas,Female,1.0
2016,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Male,27.1
2016,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Rural,Both sexes,15.8
2016,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Urban,Both sexes,25.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Both sexes,7.0
2021,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Both sexes,21.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Disability,All areas,Both sexes,3.5
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Ethnic,All areas,Female,3.9
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Age,All areas,Female,7.8
2021,VC_VOV_GDSD,Norway,Total or no breakdown,"Health problems, illness or injury",All areas,Female,8.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Female,12.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Male,11.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Rural,Both sexes,5.2
2021,VC_VOV_GDSD,Israel,Persons without disability,Migration status,All areas,Both sexes,9.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Both sexes,12.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Male,10.9
2016,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Both sexes,27.2
2016,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Female,27.4
2018,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Male,27.8
2018,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Female,28.7
2018,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Rural,Both sexes,21.8
2021,VC_VOV_GDSD,Norway,Total or no breakdown,All or no breakdown,All areas,Male,19.1
2021,VC_VOV_GDSD,Norway,Total or no breakdown,Sex,All areas,Male,3.6
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Age,Urban,Female,0.8
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Sex,All areas,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Sex,All areas,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Religion or belief,All areas,Female,0.0
2021,VC_VOV_GDSD,Israel,Persons with disability,Religion or belief,All areas,Both sexes,12.4
2021,VC_VOV_GDSD,Israel,Persons with disability,Migration status,All areas,Both sexes,13.3
2021,VC_VOV_GDSD,Israel,Persons with disability,Colour,All areas,Both sexes,4.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Both sexes,9.8
2021,VC_VOV_GDSD,Israel,Persons without disability,Colour,All areas,Both sexes,1.7
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,Urban,Both sexes,1.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,1.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Male,11.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Rural,Both sexes,6.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Both sexes,6.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Female,6.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Male,5.9
2018,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Urban,Both sexes,25.1
2018,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Both sexes,28.3
2020,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Male,28.0
2020,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Female,28.5
2020,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Rural,Both sexes,24.2
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Religion or belief,All areas,Female,0.2
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,All or no breakdown,Urban,Female,2.6
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Other,Urban,Female,1.0
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Ethnic or immigration status,All areas,Female,0.7
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Sexual orientation,All areas,Female,0.1
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Religion or belief,All areas,Female,0.2
2021,VC_VOV_GDSD,Israel,Persons with disability,Age,All areas,Both sexes,11.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Urban,Both sexes,6.3
2021,VC_VOV_GDSD,Israel,Persons without disability,Age,All areas,Both sexes,5.5
2021,VC_VOV_GDSD,Israel,Persons without disability,All or no breakdown,All areas,Both sexes,25.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Both sexes,2.9
2021,VC_VOV_GDSD,Israel,Persons with disability,Disability or health status,All areas,Both sexes,11.2
2020,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Both sexes,28.2
2020,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Urban,Both sexes,32.8
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Religion or belief,All areas,Both sexes,4.4
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Sex,All areas,Both sexes,6.9
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Female,25.4
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Other,All areas,Female,1.0
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Disability,Rural,Female,0.4
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Sex,All areas,Female,0.0
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Other,All areas,Female,0.6
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Sexual orientation,All areas,Female,0.0
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,Age,All areas,Female,2.8
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Female,3.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Male,2.8
2021,VC_VOV_GDSD,Israel,Persons without disability,Disability or health status,All areas,Both sexes,1.5
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Urban,Both sexes,3.0
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,Urban,Both sexes,2.2
2021,VC_VOV_GDSD,Israel,Persons without disability,Religion or belief,All areas,Both sexes,12.0
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Migration status,All areas,Both sexes,12.9
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,All areas,Male,27.7
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Political opinion,All areas,Both sexes,5.5
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,Disability or health status,All areas,Both sexes,1.0
2022,VC_VOV_GDSD,Switzerland,Total or no breakdown,All or no breakdown,Urban,Both sexes,30.8
2019,VC_VOV_GDSD,Turkmenistan,Persons with disability,All or no breakdown,All areas,Female,12.6
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Sexual orientation,Rural,Female,0.0
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Age,All areas,Female,1.0
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,All or no breakdown,All areas,Female,2.7
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Disability,All areas,Female,0.2
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Ethnic or immigration status,Urban,Female,0.4
2021,VC_VOV_GDSD,Israel,Persons without disability,Ethnic,All areas,Both sexes,9.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Male,2.4
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Both sexes,2.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Rural,Both sexes,6.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Urban,Both sexes,10.6
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Rural,Both sexes,5.1
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Religion or belief,Rural,Female,0.1
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Sex,Rural,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Ethnic or immigration status,All areas,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Disability,All areas,Female,0.3
2019,VC_VOV_GDSD,Turkmenistan,Persons without disability,Other,All areas,Female,1.1
2019,VC_VOV_GDSD,Turkmenistan,Total or no breakdown,Religion or belief,Urban,Female,0.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Urban,Both sexes,10.2
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Female,26.9
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Rural,Both sexes,2.1
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Both sexes,26.3
2021,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Male,25.7
2021,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Female,8.8
