Year,SeriesCode,GeoAreaName,Type of occupation,Value
2001,SH_MED_DEN,Kazakhstan,NURSMID,62.98
2001,SH_MED_DEN,Kazakhstan,DENT,2.84
2001,SH_MED_DEN,Kazakhstan,PHAR,3.08
2001,SH_MED_DEN,Kazakhstan,PHYS,33.56
2007,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.91
2008,SH_MED_DEN,Bosnia and Herzegovina,PHYS,15.91
2008,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.92
2008,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.71
2008,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,49.41
2009,SH_MED_DEN,Bosnia and Herzegovina,PHYS,16.74
2009,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,51.15
2009,SH_MED_DEN,Bosnia and Herzegovina,DENT,1.75
2009,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.94
2002,SH_MED_DEN,Kazakhstan,DENT,3.26
2002,SH_MED_DEN,Kazakhstan,NURSMID,64.89
2002,SH_MED_DEN,Kazakhstan,PHYS,34.98
2002,SH_MED_DEN,Kazakhstan,PHAR,4.22
2003,SH_MED_DEN,Kazakhstan,NURSMID,65.38
2003,SH_MED_DEN,Kazakhstan,DENT,3.38
2003,SH_MED_DEN,Kazakhstan,PHAR,6.74
2003,SH_MED_DEN,Kazakhstan,PHYS,35.43
2004,SH_MED_DEN,Kazakhstan,PHYS,35.28
2005,SH_MED_DEN,Czechia,PHYS,35.39
2005,SH_MED_DEN,Czechia,NURSMID,84.78
2005,SH_MED_DEN,Czechia,DENT,6.72
2005,SH_MED_DEN,Czechia,PHAR,5.6
2006,SH_MED_DEN,Czechia,DENT,6.73
2006,SH_MED_DEN,Czechia,PHAR,5.67
2006,SH_MED_DEN,Czechia,NURSMID,84.32
2006,SH_MED_DEN,Czechia,PHYS,35.51
2007,SH_MED_DEN,Czechia,DENT,6.72
2010,SH_MED_DEN,Bosnia and Herzegovina,PHAR,0.97
2010,SH_MED_DEN,Bosnia and Herzegovina,DENT,2.09
2010,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,53.35
2010,SH_MED_DEN,Bosnia and Herzegovina,PHYS,17.49
2011,SH_MED_DEN,Bosnia and Herzegovina,DENT,2.16
2011,SH_MED_DEN,Bosnia and Herzegovina,PHAR,1.05
2011,SH_MED_DEN,Bosnia and Herzegovina,PHYS,18.38
2011,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,54.86
2012,SH_MED_DEN,Bosnia and Herzegovina,PHAR,1.15
2004,SH_MED_DEN,Kazakhstan,PHAR,7.47
2004,SH_MED_DEN,Kazakhstan,DENT,3.49
2004,SH_MED_DEN,Kazakhstan,NURSMID,66.61
2005,SH_MED_DEN,Kazakhstan,DENT,3.34
2005,SH_MED_DEN,Kazakhstan,PHYS,35.46
2005,SH_MED_DEN,Kazakhstan,PHAR,9.98
2005,SH_MED_DEN,Kazakhstan,NURSMID,67.7
2006,SH_MED_DEN,Kazakhstan,PHAR,8.88
2006,SH_MED_DEN,Kazakhstan,DENT,3.55
2012,SH_MED_DEN,Bosnia and Herzegovina,DENT,2.38
2012,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,57.81
2012,SH_MED_DEN,Bosnia and Herzegovina,PHYS,19.12
2013,SH_MED_DEN,Bosnia and Herzegovina,PHYS,19.93
2013,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,57.78
2013,SH_MED_DEN,Bosnia and Herzegovina,PHAR,1.19
2013,SH_MED_DEN,Bosnia and Herzegovina,DENT,2.24
2014,SH_MED_DEN,Bosnia and Herzegovina,PHAR,1.24
2014,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,59.79
2006,SH_MED_DEN,Kazakhstan,NURSMID,71.48
2006,SH_MED_DEN,Kazakhstan,PHYS,36.35
2007,SH_MED_DEN,Kazakhstan,NURSMID,72.44
2007,SH_MED_DEN,Kazakhstan,PHYS,35.85
2007,SH_MED_DEN,Kazakhstan,DENT,3.57
2007,SH_MED_DEN,Kazakhstan,PHAR,7.9
2008,SH_MED_DEN,Kazakhstan,PHAR,7.95
2008,SH_MED_DEN,Kazakhstan,DENT,3.48
2008,SH_MED_DEN,Kazakhstan,PHYS,36.39
2008,SH_MED_DEN,Kazakhstan,NURSMID,69.54
2009,SH_MED_DEN,Kazakhstan,PHYS,36.98
2009,SH_MED_DEN,Kazakhstan,DENT,3.47
2009,SH_MED_DEN,Kazakhstan,PHAR,7.46
2009,SH_MED_DEN,Kazakhstan,NURSMID,74.66
2010,SH_MED_DEN,Kazakhstan,PHYS,38.39
2010,SH_MED_DEN,Kazakhstan,NURSMID,75.47
2010,SH_MED_DEN,Kazakhstan,PHAR,6.78
2010,SH_MED_DEN,Kazakhstan,DENT,4.0
2014,SH_MED_DEN,Bosnia and Herzegovina,PHYS,20.8
2014,SH_MED_DEN,Bosnia and Herzegovina,DENT,2.31
2015,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,60.13
2015,SH_MED_DEN,Bosnia and Herzegovina,PHAR,1.26
2015,SH_MED_DEN,Bosnia and Herzegovina,PHYS,21.03
2015,SH_MED_DEN,Bosnia and Herzegovina,DENT,2.34
2016,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,53.24
2017,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,54.22
2018,SH_MED_DEN,Bosnia and Herzegovina,NURSMID,56.05
2011,SH_MED_DEN,Kazakhstan,PHYS,38.61
2011,SH_MED_DEN,Kazakhstan,DENT,3.87
2011,SH_MED_DEN,Kazakhstan,PHAR,7.83
2011,SH_MED_DEN,Kazakhstan,NURSMID,77.45
2012,SH_MED_DEN,Kazakhstan,PHAR,7.92
2012,SH_MED_DEN,Kazakhstan,DENT,4.05
2012,SH_MED_DEN,Kazakhstan,NURSMID,78.99
2012,SH_MED_DEN,Kazakhstan,PHYS,38.31
2013,SH_MED_DEN,Kazakhstan,DENT,3.69
2007,SH_MED_DEN,Czechia,PHYS,35.61
2007,SH_MED_DEN,Czechia,NURSMID,84.15
2007,SH_MED_DEN,Czechia,PHAR,5.6
2008,SH_MED_DEN,Czechia,DENT,6.72
2008,SH_MED_DEN,Czechia,PHAR,5.65
2008,SH_MED_DEN,Czechia,NURSMID,83.89
2008,SH_MED_DEN,Czechia,PHYS,35.57
2009,SH_MED_DEN,Czechia,NURSMID,85.28
2009,SH_MED_DEN,Czechia,PHYS,35.84
2013,SH_MED_DEN,Kazakhstan,PHAR,7.97
2013,SH_MED_DEN,Kazakhstan,PHYS,38.78
2013,SH_MED_DEN,Kazakhstan,NURSMID,78.78
2014,SH_MED_DEN,Kazakhstan,PHAR,8.05
2014,SH_MED_DEN,Kazakhstan,DENT,3.66
2014,SH_MED_DEN,Kazakhstan,NURSMID,70.82
2014,SH_MED_DEN,Kazakhstan,PHYS,39.14
2015,SH_MED_DEN,Kazakhstan,PHYS,39.09
2015,SH_MED_DEN,Kazakhstan,NURSMID,71.86
2009,SH_MED_DEN,Czechia,PHAR,5.68
2009,SH_MED_DEN,Czechia,DENT,6.81
2010,SH_MED_DEN,Czechia,PHYS,35.99
2010,SH_MED_DEN,Czechia,NURSMID,85.27
2010,SH_MED_DEN,Czechia,DENT,6.94
2010,SH_MED_DEN,Czechia,PHAR,5.79
2011,SH_MED_DEN,Czechia,PHYS,36.37
2011,SH_MED_DEN,Czechia,PHAR,5.93
2011,SH_MED_DEN,Czechia,NURSMID,84.61
2000,SH_MED_DEN,Bulgaria,PHYS,33.99
2000,SH_MED_DEN,Bulgaria,NURSMID,43.98
2000,SH_MED_DEN,Bulgaria,DENT,8.37
2001,SH_MED_DEN,Bulgaria,DENT,8.07
2001,SH_MED_DEN,Bulgaria,NURSMID,41.43
2001,SH_MED_DEN,Bulgaria,PHYS,33.84
2002,SH_MED_DEN,Bulgaria,PHYS,34.72
2002,SH_MED_DEN,Bulgaria,NURSMID,40.05
2002,SH_MED_DEN,Bulgaria,DENT,7.7
2011,SH_MED_DEN,Czechia,DENT,7.08
2012,SH_MED_DEN,Czechia,DENT,7.1
2012,SH_MED_DEN,Czechia,PHAR,6.02
2012,SH_MED_DEN,Czechia,NURSMID,84.83
2012,SH_MED_DEN,Czechia,PHYS,36.75
2013,SH_MED_DEN,Czechia,NURSMID,84.1
2013,SH_MED_DEN,Czechia,PHAR,6.07
2013,SH_MED_DEN,Czechia,DENT,7.06
2013,SH_MED_DEN,Czechia,PHYS,36.88
2015,SH_MED_DEN,Kazakhstan,DENT,2.85
2015,SH_MED_DEN,Kazakhstan,PHAR,8.02
2016,SH_MED_DEN,Kazakhstan,PHYS,41.27
2017,SH_MED_DEN,Kazakhstan,PHYS,39.39
2018,SH_MED_DEN,Kazakhstan,PHYS,39.31
2019,SH_MED_DEN,Kazakhstan,PHYS,39.48
2020,SH_MED_DEN,Kazakhstan,PHYS,40.28
2000,SH_MED_DEN,Republic of Korea,NURSMID,29.98
2000,SH_MED_DEN,Republic of Korea,PHYS,13.02
2014,SH_MED_DEN,Czechia,DENT,7.52
2014,SH_MED_DEN,Czechia,NURSMID,83.47
2014,SH_MED_DEN,Czechia,PHAR,6.39
2015,SH_MED_DEN,Czechia,PHAR,6.62
2015,SH_MED_DEN,Czechia,NURSMID,84.33
2015,SH_MED_DEN,Czechia,DENT,8.04
2016,SH_MED_DEN,Czechia,NURSMID,83.31
2016,SH_MED_DEN,Czechia,DENT,7.56
2016,SH_MED_DEN,Czechia,PHAR,6.81
2017,SH_MED_DEN,Czechia,PHAR,6.94
2017,SH_MED_DEN,Czechia,NURSMID,89.28
2017,SH_MED_DEN,Czechia,DENT,7.52
2018,SH_MED_DEN,Czechia,NURSMID,89.89
2018,SH_MED_DEN,Czechia,PHAR,6.97
2018,SH_MED_DEN,Czechia,DENT,7.45
2018,SH_MED_DEN,Czechia,PHYS,40.74
2019,SH_MED_DEN,Czechia,NURSMID,90.63
2019,SH_MED_DEN,Czechia,PHYS,41.19
2019,SH_MED_DEN,Czechia,DENT,7.43
2019,SH_MED_DEN,Czechia,PHAR,7.29
2020,SH_MED_DEN,Czechia,NURSMID,92.03
2020,SH_MED_DEN,Czechia,DENT,7.52
2020,SH_MED_DEN,Czechia,PHAR,7.21
2020,SH_MED_DEN,Czechia,PHYS,41.6
2021,SH_MED_DEN,Czechia,PHYS,54.69
2000,SH_MED_DEN,Denmark,DENT,8.58
2000,SH_MED_DEN,Denmark,PHAR,4.08
2000,SH_MED_DEN,Republic of Korea,PHAR,10.82
2000,SH_MED_DEN,Republic of Korea,DENT,3.08
2001,SH_MED_DEN,Republic of Korea,PHYS,13.96
2001,SH_MED_DEN,Republic of Korea,NURSMID,34.03
2001,SH_MED_DEN,Republic of Korea,PHAR,11.02
2001,SH_MED_DEN,Republic of Korea,DENT,3.13
2002,SH_MED_DEN,Republic of Korea,DENT,3.3
2002,SH_MED_DEN,Republic of Korea,PHAR,11.24
2002,SH_MED_DEN,Republic of Korea,NURSMID,36.37
2002,SH_MED_DEN,Republic of Korea,PHYS,14.99
2003,SH_MED_DEN,Republic of Korea,PHYS,15.79
2003,SH_MED_DEN,Republic of Korea,DENT,3.37
2003,SH_MED_DEN,Republic of Korea,PHAR,11.44
2003,SH_MED_DEN,Republic of Korea,NURSMID,35.96
2004,SH_MED_DEN,Republic of Korea,DENT,3.58
2004,SH_MED_DEN,Republic of Korea,PHAR,6.26
2004,SH_MED_DEN,Republic of Korea,PHYS,15.76
2004,SH_MED_DEN,Republic of Korea,NURSMID,38.55
2000,SH_MED_DEN,Denmark,NURSMID,95.41
2000,SH_MED_DEN,Denmark,PHYS,29.12
2001,SH_MED_DEN,Denmark,PHYS,29.32
2001,SH_MED_DEN,Denmark,NURSMID,95.73
2001,SH_MED_DEN,Denmark,PHAR,4.35
2001,SH_MED_DEN,Denmark,DENT,8.6
2002,SH_MED_DEN,Denmark,PHYS,30.35
2002,SH_MED_DEN,Denmark,DENT,8.51
2002,SH_MED_DEN,Denmark,PHAR,4.39
2003,SH_MED_DEN,Bulgaria,DENT,8.18
2003,SH_MED_DEN,Bulgaria,PHYS,35.53
2003,SH_MED_DEN,Bulgaria,NURSMID,41.81
2004,SH_MED_DEN,Bulgaria,PHYS,34.84
2004,SH_MED_DEN,Bulgaria,NURSMID,42.19
2004,SH_MED_DEN,Bulgaria,DENT,8.27
2005,SH_MED_DEN,Bulgaria,DENT,8.34
2005,SH_MED_DEN,Bulgaria,NURSMID,44.39
2005,SH_MED_DEN,Bulgaria,PHYS,36.05
2005,SH_MED_DEN,Republic of Korea,NURSMID,38.96
2005,SH_MED_DEN,Republic of Korea,PHYS,16.36
2005,SH_MED_DEN,Republic of Korea,PHAR,6.39
2005,SH_MED_DEN,Republic of Korea,DENT,3.71
2006,SH_MED_DEN,Republic of Korea,DENT,3.85
2006,SH_MED_DEN,Republic of Korea,PHAR,6.5
2006,SH_MED_DEN,Republic of Korea,PHYS,17.0
2006,SH_MED_DEN,Republic of Korea,NURSMID,40.39
2007,SH_MED_DEN,Republic of Korea,PHYS,17.52
2006,SH_MED_DEN,Bulgaria,DENT,8.42
2006,SH_MED_DEN,Bulgaria,PHYS,36.17
2006,SH_MED_DEN,Bulgaria,NURSMID,45.1
2007,SH_MED_DEN,Bulgaria,DENT,8.37
2007,SH_MED_DEN,Bulgaria,NURSMID,46.18
2007,SH_MED_DEN,Bulgaria,PHYS,36.12
2008,SH_MED_DEN,Bulgaria,PHYS,35.77
2008,SH_MED_DEN,Bulgaria,DENT,8.23
2008,SH_MED_DEN,Bulgaria,NURSMID,46.45
2002,SH_MED_DEN,Denmark,NURSMID,96.83
2003,SH_MED_DEN,Denmark,PHYS,30.78
2003,SH_MED_DEN,Denmark,PHAR,4.47
2003,SH_MED_DEN,Denmark,NURSMID,95.18
2003,SH_MED_DEN,Denmark,DENT,8.52
2004,SH_MED_DEN,Denmark,DENT,8.55
2004,SH_MED_DEN,Denmark,PHAR,4.35
2004,SH_MED_DEN,Denmark,NURSMID,96.66
2004,SH_MED_DEN,Denmark,PHYS,32.2
2007,SH_MED_DEN,Republic of Korea,NURSMID,42.06
2007,SH_MED_DEN,Republic of Korea,PHAR,6.48
2007,SH_MED_DEN,Republic of Korea,DENT,3.96
2008,SH_MED_DEN,Republic of Korea,NURSMID,44.1
2008,SH_MED_DEN,Republic of Korea,DENT,4.08
2008,SH_MED_DEN,Republic of Korea,PHAR,6.54
2008,SH_MED_DEN,Republic of Korea,PHYS,18.71
2009,SH_MED_DEN,Republic of Korea,NURSMID,45.48
2009,SH_MED_DEN,Republic of Korea,PHYS,19.49
2009,SH_MED_DEN,Bulgaria,NURSMID,46.17
2009,SH_MED_DEN,Bulgaria,DENT,8.55
2009,SH_MED_DEN,Bulgaria,PHYS,36.61
2010,SH_MED_DEN,Bulgaria,PHYS,36.83
2010,SH_MED_DEN,Bulgaria,PHAR,7.38
2010,SH_MED_DEN,Bulgaria,NURSMID,46.14
2010,SH_MED_DEN,Bulgaria,DENT,8.42
2011,SH_MED_DEN,Bulgaria,NURSMID,46.24
2011,SH_MED_DEN,Bulgaria,PHAR,7.37
2009,SH_MED_DEN,Republic of Korea,PHAR,6.59
2009,SH_MED_DEN,Republic of Korea,DENT,4.2
2010,SH_MED_DEN,Republic of Korea,DENT,4.29
2010,SH_MED_DEN,Republic of Korea,PHAR,6.59
2010,SH_MED_DEN,Republic of Korea,PHYS,20.14
2010,SH_MED_DEN,Republic of Korea,NURSMID,47.08
2011,SH_MED_DEN,Republic of Korea,PHAR,6.84
2011,SH_MED_DEN,Republic of Korea,DENT,4.35
2011,SH_MED_DEN,Republic of Korea,NURSMID,48.05
2005,SH_MED_DEN,Denmark,NURSMID,98.02
2005,SH_MED_DEN,Denmark,PHAR,4.6
2005,SH_MED_DEN,Denmark,PHYS,33.24
2005,SH_MED_DEN,Denmark,DENT,8.54
2006,SH_MED_DEN,Denmark,PHAR,4.58
2006,SH_MED_DEN,Denmark,NURSMID,97.66
2006,SH_MED_DEN,Denmark,DENT,8.48
2006,SH_MED_DEN,Denmark,PHYS,34.11
2007,SH_MED_DEN,Denmark,PHYS,34.47
2011,SH_MED_DEN,Bulgaria,PHYS,37.63
2011,SH_MED_DEN,Bulgaria,DENT,8.86
2012,SH_MED_DEN,Bulgaria,DENT,9.01
2012,SH_MED_DEN,Bulgaria,PHYS,38.19
2012,SH_MED_DEN,Bulgaria,PHAR,7.43
2012,SH_MED_DEN,Bulgaria,NURSMID,47.21
2013,SH_MED_DEN,Bulgaria,NURSMID,48.08
2013,SH_MED_DEN,Bulgaria,PHYS,38.88
2013,SH_MED_DEN,Bulgaria,PHAR,7.49
2011,SH_MED_DEN,Republic of Korea,PHYS,20.62
2012,SH_MED_DEN,Republic of Korea,DENT,4.41
2012,SH_MED_DEN,Republic of Korea,PHAR,6.56
2012,SH_MED_DEN,Republic of Korea,PHYS,20.98
2012,SH_MED_DEN,Republic of Korea,NURSMID,49.04
2013,SH_MED_DEN,Republic of Korea,NURSMID,52.52
2013,SH_MED_DEN,Republic of Korea,PHYS,21.74
2013,SH_MED_DEN,Republic of Korea,PHAR,6.5
2013,SH_MED_DEN,Republic of Korea,DENT,4.49
2007,SH_MED_DEN,Denmark,DENT,8.37
2007,SH_MED_DEN,Denmark,NURSMID,95.24
2007,SH_MED_DEN,Denmark,PHAR,4.55
2008,SH_MED_DEN,Denmark,NURSMID,98.08
2008,SH_MED_DEN,Denmark,DENT,8.2
2008,SH_MED_DEN,Denmark,PHYS,35.73
2008,SH_MED_DEN,Denmark,PHAR,4.52
2009,SH_MED_DEN,Denmark,PHYS,36.48
2009,SH_MED_DEN,Denmark,PHAR,4.54
2009,SH_MED_DEN,Denmark,NURSMID,100.74
2009,SH_MED_DEN,Denmark,DENT,8.06
2010,SH_MED_DEN,Denmark,DENT,8.19
2010,SH_MED_DEN,Denmark,NURSMID,101.05
2010,SH_MED_DEN,Denmark,PHAR,4.73
2010,SH_MED_DEN,Denmark,PHYS,37.24
2011,SH_MED_DEN,Denmark,PHYS,37.85
2011,SH_MED_DEN,Denmark,PHAR,4.82
2011,SH_MED_DEN,Denmark,NURSMID,101.56
2013,SH_MED_DEN,Bulgaria,DENT,9.81
2014,SH_MED_DEN,Bulgaria,PHAR,7.74
2014,SH_MED_DEN,Bulgaria,PHYS,39.07
2014,SH_MED_DEN,Bulgaria,DENT,9.57
2014,SH_MED_DEN,Bulgaria,NURSMID,47.72
2015,SH_MED_DEN,Bulgaria,PHAR,8.24
2015,SH_MED_DEN,Bulgaria,DENT,10.33
2015,SH_MED_DEN,Bulgaria,NURSMID,47.43
2015,SH_MED_DEN,Bulgaria,PHYS,39.73
2014,SH_MED_DEN,Republic of Korea,PHAR,6.46
2014,SH_MED_DEN,Republic of Korea,PHYS,22.09
2014,SH_MED_DEN,Republic of Korea,NURSMID,56.15
2014,SH_MED_DEN,Republic of Korea,DENT,4.54
2015,SH_MED_DEN,Republic of Korea,NURSMID,59.64
2015,SH_MED_DEN,Republic of Korea,PHYS,22.42
2015,SH_MED_DEN,Republic of Korea,PHAR,6.51
2015,SH_MED_DEN,Republic of Korea,DENT,4.62
2016,SH_MED_DEN,Republic of Korea,DENT,4.71
2016,SH_MED_DEN,Bulgaria,NURSMID,42.75
2017,SH_MED_DEN,Bulgaria,NURSMID,43.1
2018,SH_MED_DEN,Bulgaria,NURSMID,47.41
2018,SH_MED_DEN,Bulgaria,DENT,10.17
2018,SH_MED_DEN,Bulgaria,PHYS,41.68
2019,SH_MED_DEN,Bulgaria,DENT,13.9
2000,SH_MED_DEN,Spain,DENT,4.31
2000,SH_MED_DEN,Spain,PHYS,31.22
2000,SH_MED_DEN,Spain,NURSMID,36.82
2011,SH_MED_DEN,Denmark,DENT,8.02
2012,SH_MED_DEN,Denmark,DENT,7.95
2012,SH_MED_DEN,Denmark,PHYS,38.31
2012,SH_MED_DEN,Denmark,NURSMID,102.48
2012,SH_MED_DEN,Denmark,PHAR,4.98
2013,SH_MED_DEN,Denmark,DENT,7.81
2013,SH_MED_DEN,Denmark,PHAR,5.07
2013,SH_MED_DEN,Denmark,NURSMID,102.56
2013,SH_MED_DEN,Denmark,PHYS,38.42
2016,SH_MED_DEN,Republic of Korea,PHAR,6.62
2016,SH_MED_DEN,Republic of Korea,PHYS,22.89
2016,SH_MED_DEN,Republic of Korea,NURSMID,69.79
2017,SH_MED_DEN,Republic of Korea,NURSMID,70.91
2017,SH_MED_DEN,Republic of Korea,PHYS,23.42
2017,SH_MED_DEN,Republic of Korea,PHAR,7.18
2017,SH_MED_DEN,Republic of Korea,DENT,4.91
2018,SH_MED_DEN,Republic of Korea,DENT,4.99
2018,SH_MED_DEN,Republic of Korea,PHAR,7.32
2000,SH_MED_DEN,Spain,PHAR,7.16
2001,SH_MED_DEN,Spain,PHAR,7.82
2001,SH_MED_DEN,Spain,DENT,4.52
2001,SH_MED_DEN,Spain,NURSMID,40.22
2001,SH_MED_DEN,Spain,PHYS,31.27
2002,SH_MED_DEN,Spain,DENT,4.65
2002,SH_MED_DEN,Spain,PHAR,7.82
2002,SH_MED_DEN,Spain,PHYS,31.26
2002,SH_MED_DEN,Spain,NURSMID,42.28
2018,SH_MED_DEN,Republic of Korea,PHYS,23.85
2018,SH_MED_DEN,Republic of Korea,NURSMID,73.9
2019,SH_MED_DEN,Republic of Korea,PHAR,7.52
2019,SH_MED_DEN,Republic of Korea,NURSMID,80.87
2019,SH_MED_DEN,Republic of Korea,PHYS,24.57
2019,SH_MED_DEN,Republic of Korea,DENT,5.11
2020,SH_MED_DEN,Republic of Korea,PHAR,7.67
2020,SH_MED_DEN,Republic of Korea,DENT,5.2
2020,SH_MED_DEN,Republic of Korea,NURSMID,85.3
2003,SH_MED_DEN,Spain,DENT,4.74
2003,SH_MED_DEN,Spain,PHAR,7.63
2003,SH_MED_DEN,Spain,NURSMID,44.42
2003,SH_MED_DEN,Spain,PHYS,32.2
2004,SH_MED_DEN,Spain,PHAR,8.08
2004,SH_MED_DEN,Spain,NURSMID,44.53
2004,SH_MED_DEN,Spain,PHYS,34.41
2004,SH_MED_DEN,Spain,DENT,4.9
2005,SH_MED_DEN,Spain,PHAR,8.57
2014,SH_MED_DEN,Denmark,PHYS,38.72
2014,SH_MED_DEN,Denmark,DENT,7.69
2014,SH_MED_DEN,Denmark,NURSMID,102.46
2014,SH_MED_DEN,Denmark,PHAR,5.1
2015,SH_MED_DEN,Denmark,PHAR,5.16
2015,SH_MED_DEN,Denmark,NURSMID,102.61
2015,SH_MED_DEN,Denmark,DENT,7.61
2015,SH_MED_DEN,Denmark,PHYS,39.34
2016,SH_MED_DEN,Denmark,PHAR,5.22
2016,SH_MED_DEN,Denmark,PHYS,40.13
2016,SH_MED_DEN,Denmark,DENT,7.45
2016,SH_MED_DEN,Denmark,NURSMID,103.28
2017,SH_MED_DEN,Denmark,PHYS,41.29
2017,SH_MED_DEN,Denmark,PHAR,5.34
2017,SH_MED_DEN,Denmark,NURSMID,104.3
2017,SH_MED_DEN,Denmark,DENT,7.22
2018,SH_MED_DEN,Denmark,DENT,7.22
2018,SH_MED_DEN,Denmark,NURSMID,105.09
2005,SH_MED_DEN,Spain,PHYS,35.43
2005,SH_MED_DEN,Spain,NURSMID,45.14
2005,SH_MED_DEN,Spain,DENT,5.07
2006,SH_MED_DEN,Spain,NURSMID,46.09
2006,SH_MED_DEN,Spain,PHYS,36.23
2006,SH_MED_DEN,Spain,PHAR,9.22
2006,SH_MED_DEN,Spain,DENT,5.25
2007,SH_MED_DEN,Spain,DENT,5.42
2007,SH_MED_DEN,Spain,PHAR,9.52
2020,SH_MED_DEN,Republic of Korea,PHYS,25.08
2000,SH_MED_DEN,Kyrgyzstan,PHYS,27.96
2000,SH_MED_DEN,Kyrgyzstan,NURSMID,79.3
2000,SH_MED_DEN,Kyrgyzstan,PHAR,0.28
2000,SH_MED_DEN,Kyrgyzstan,DENT,2.27
2001,SH_MED_DEN,Kyrgyzstan,PHYS,26.86
2001,SH_MED_DEN,Kyrgyzstan,DENT,2.16
2001,SH_MED_DEN,Kyrgyzstan,NURSMID,73.95
2001,SH_MED_DEN,Kyrgyzstan,PHAR,0.3
2007,SH_MED_DEN,Spain,PHYS,35.59
2007,SH_MED_DEN,Spain,NURSMID,47.59
2008,SH_MED_DEN,Spain,NURSMID,49.78
2008,SH_MED_DEN,Spain,PHYS,35.44
2008,SH_MED_DEN,Spain,PHAR,9.94
2008,SH_MED_DEN,Spain,DENT,5.59
2009,SH_MED_DEN,Spain,DENT,5.76
2009,SH_MED_DEN,Spain,PHAR,9.38
2009,SH_MED_DEN,Spain,PHYS,35.97
2002,SH_MED_DEN,Kyrgyzstan,PHAR,0.28
2002,SH_MED_DEN,Kyrgyzstan,DENT,2.1
2002,SH_MED_DEN,Kyrgyzstan,NURSMID,69.61
2002,SH_MED_DEN,Kyrgyzstan,PHYS,25.68
2003,SH_MED_DEN,Kyrgyzstan,DENT,1.95
2003,SH_MED_DEN,Kyrgyzstan,PHAR,0.27
2003,SH_MED_DEN,Kyrgyzstan,NURSMID,67.39
2003,SH_MED_DEN,Kyrgyzstan,PHYS,25.41
2004,SH_MED_DEN,Kyrgyzstan,NURSMID,64.72
2018,SH_MED_DEN,Denmark,PHAR,5.43
2018,SH_MED_DEN,Denmark,PHYS,42.15
2019,SH_MED_DEN,Denmark,PHAR,4.45
2019,SH_MED_DEN,Denmark,NURSMID,105.4
2019,SH_MED_DEN,Denmark,DENT,7.23
2019,SH_MED_DEN,Denmark,PHYS,42.64
2000,SH_MED_DEN,Estonia,NURSMID,61.99
2000,SH_MED_DEN,Estonia,PHAR,5.83
2000,SH_MED_DEN,Estonia,DENT,7.54
2009,SH_MED_DEN,Spain,NURSMID,51.13
2010,SH_MED_DEN,Spain,DENT,5.98
2010,SH_MED_DEN,Spain,NURSMID,53.13
2010,SH_MED_DEN,Spain,PHYS,37.58
2010,SH_MED_DEN,Spain,PHAR,9.23
2011,SH_MED_DEN,Spain,DENT,6.22
2011,SH_MED_DEN,Spain,PHAR,9.37
2011,SH_MED_DEN,Spain,PHYS,38.36
2011,SH_MED_DEN,Spain,NURSMID,53.86
2000,SH_MED_DEN,Estonia,PHYS,29.42
2001,SH_MED_DEN,Estonia,DENT,8.08
2001,SH_MED_DEN,Estonia,PHAR,5.76
2001,SH_MED_DEN,Estonia,NURSMID,61.26
2001,SH_MED_DEN,Estonia,PHYS,27.83
2002,SH_MED_DEN,Estonia,PHYS,29.65
2002,SH_MED_DEN,Estonia,NURSMID,63.2
2002,SH_MED_DEN,Estonia,PHAR,5.47
2002,SH_MED_DEN,Estonia,DENT,7.82
2004,SH_MED_DEN,Kyrgyzstan,PHAR,0.26
2004,SH_MED_DEN,Kyrgyzstan,DENT,2.06
2004,SH_MED_DEN,Kyrgyzstan,PHYS,25.12
2005,SH_MED_DEN,Kyrgyzstan,PHYS,24.6
2005,SH_MED_DEN,Kyrgyzstan,DENT,2.01
2005,SH_MED_DEN,Kyrgyzstan,PHAR,0.23
2005,SH_MED_DEN,Kyrgyzstan,NURSMID,61.94
2006,SH_MED_DEN,Kyrgyzstan,NURSMID,58.75
2006,SH_MED_DEN,Kyrgyzstan,PHAR,0.25
2012,SH_MED_DEN,Spain,NURSMID,54.16
2012,SH_MED_DEN,Spain,PHYS,38.25
2012,SH_MED_DEN,Spain,PHAR,10.52
2012,SH_MED_DEN,Spain,DENT,6.67
2013,SH_MED_DEN,Spain,PHYS,38.12
2013,SH_MED_DEN,Spain,NURSMID,53.23
2013,SH_MED_DEN,Spain,DENT,6.96
2013,SH_MED_DEN,Spain,PHAR,11.18
2014,SH_MED_DEN,Spain,NURSMID,53.34
2003,SH_MED_DEN,Estonia,DENT,8.22
