Year,SeriesCode,Country,Education level,Quantile,Sex,Value
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 3,Both sexes,1.01227
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 2,Both sexes,0.87577
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 2,Male,0.70562
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 3,Both sexes,1.09906
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 5 (richest),Both sexes,0.95003
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 2,Both sexes,1.00263
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 5 (richest),Both sexes,1.00079
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 5 (richest),Male,0.0
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 5 (richest),Female,1.02755
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 4,Male,0.98748
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Total or no breakdown,Both sexes,0.91265
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 4,Female,0.0
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 1 (poorest),Female,1.00334
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 2,Both sexes,1.07004
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 4,Female,0.0
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 1 (poorest),Male,1.19585
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 1 (poorest),Female,0.98979
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Total or no breakdown,Male,0.98862
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 1 (poorest),Both sexes,1.10986
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 1 (poorest),Female,0.0
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 5 (richest),Both sexes,1.02321
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 4,Female,1.0
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Total or no breakdown,Male,0.89632
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 1 (poorest),Both sexes,1.18953
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Male,0.97453
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 1 (poorest),Male,0.0
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Total or no breakdown,Male,0.63393
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 3,Male,1.08951
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 4,Female,1.03848
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 3,Female,1.018
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 4,Both sexes,0.99309
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 2,Female,0.0
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Both sexes,0.97899
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 2,Male,0.992
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 4,Both sexes,1.05671
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 4,Both sexes,0.0
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 4,Both sexes,0.99538
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 2,Male,0.95872
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 3,Both sexes,1.05562
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 5 (richest),Female,0.0
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 5 (richest),Female,0.0
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Total or no breakdown,Female,0.96639
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 5 (richest),Male,0.0
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 1 (poorest),Male,1.01169
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 2,Female,0.98815
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 3,Both sexes,1.01002
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 4,Both sexes,0.89148
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 4,Male,0.0
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Total or no breakdown,Both sexes,0.61325
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Total or no breakdown,Male,1.01157
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 1 (poorest),Female,1.00927
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Total or no breakdown,Both sexes,0.97688
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 3,Both sexes,1.04684
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 2,Male,1.33621
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 2,Male,1.062
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 3,Female,1.04108
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 5 (richest),Male,0.0
2006,SE_ALP_CPLR,Azerbaijan,LOWSEC,Total or no breakdown,Both sexes,0.93799
2006,SE_ALP_CPLR,Azerbaijan,LOWSEC,Quantile 4,Male,0.0
2006,SE_ALP_CPLR,Azerbaijan,LOWSEC,Quantile 4,Female,0.88997
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 3,Female,0.9665
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Quantile 2,Both sexes,1.21097
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Quantile 3,Female,0.92448
2006,SE_ALP_CPLR,Azerbaijan,LOWSEC,Quantile 4,Both sexes,0.93368
2021,SE_ALP_CPLR,Uzbekistan,PRIMAR,Total or no breakdown,Male,0.99716
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 1 (poorest),Male,0.9382
2021,SE_ALP_CPLR,Uzbekistan,PRIMAR,Quantile 1 (poorest),Female,1.0
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Total or no breakdown,Male,0.98589
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Total or no breakdown,Both sexes,1.00169
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 4,Male,1.01453
2021,SE_ALP_CPLR,Uzbekistan,LOWSEC,Total or no breakdown,Female,0.9934
2021,SE_ALP_CPLR,Uzbekistan,PRIMAR,Quantile 4,Male,0.99479
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 2,Female,0.80616
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 3,Male,1.00781
2014,SE_ALP_CPLR,Türkiye,LOWSEC,Quantile 2,Female,1.06964
2014,SE_ALP_CPLR,Türkiye,PRIMAR,Quantile 1 (poorest),Both sexes,0.99854
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 1 (poorest),Male,1.15047
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Quantile 1 (poorest),Both sexes,1.1027
2014,SE_ALP_CPLR,Türkiye,UPPSEC,Total or no breakdown,Male,0.69956
2006,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Both sexes,0.99225
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 4,Female,1.04545
2021,SE_ALP_CPLR,Uzbekistan,LOWSEC,Total or no breakdown,Both sexes,0.992
2021,SE_ALP_CPLR,Uzbekistan,LOWSEC,Quantile 2,Female,1.0006
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 1 (poorest),Female,1.03854
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Total or no breakdown,Female,1.01673
2021,SE_ALP_CPLR,Uzbekistan,PRIMAR,Total or no breakdown,Female,0.99882
2021,SE_ALP_CPLR,Uzbekistan,LOWSEC,Quantile 5 (richest),Female,0.0
2021,SE_ALP_CPLR,Uzbekistan,PRIMAR,Quantile 2,Both sexes,0.99812
2006,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Both sexes,1.0007
2015,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Both sexes,0.9977
2015,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Both sexes,1.0014
2015,SE_ALP_CPLR,Turkmenistan,UPPSEC,Total or no breakdown,Both sexes,1.01404
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 1 (poorest),Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Total or no breakdown,Male,1.01128
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 1 (poorest),Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 1 (poorest),Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Both sexes,1.0014
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 4,Female,1.04623
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 4,Male,1.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Both sexes,0.99767
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 2,Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 3,Both sexes,1.0
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 2,Female,1.02174
2014,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 5 (richest),Female,0.9416
2014,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 5 (richest),Male,0.98568
2014,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Female,0.98353
2020,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Both sexes,0.99736
2020,SE_ALP_CPLR,Viet Nam,UPPSEC,Total or no breakdown,Both sexes,0.97789
2020,SE_ALP_CPLR,Viet Nam,LOWSEC,Total or no breakdown,Both sexes,0.99475
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 4,Female,0.95545
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Total or no breakdown,Female,0.93942
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 2,Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Total or no breakdown,Female,1.0147
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 2,Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 1 (poorest),Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Male,1.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 1 (poorest),Male,0.0
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 5 (richest),Male,0.95273
2021,SE_ALP_CPLR,Uzbekistan,LOWSEC,Quantile 5 (richest),Both sexes,0.9409
2021,SE_ALP_CPLR,Uzbekistan,LOWSEC,Quantile 5 (richest),Male,0.0
2021,SE_ALP_CPLR,Uzbekistan,PRIMAR,Quantile 1 (poorest),Male,0.99237
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 5 (richest),Female,0.0
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 2,Both sexes,1.04171
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 3,Male,0.99244
2021,SE_ALP_CPLR,Uzbekistan,UPPSEC,Quantile 2,Female,1.07768
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 5 (richest),Male,1.0
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 4,Both sexes,0.81414
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 4,Male,0.64453
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 1 (poorest),Male,1.03257
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 4,Male,1.02367
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 5 (richest),Female,1.01112
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Total or no breakdown,Both sexes,0.61335
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 1 (poorest),Both sexes,0.9852
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Total or no breakdown,Male,0.93495
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 1 (poorest),Female,0.0
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 2,Both sexes,1.10837
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 3,Male,1.03489
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 2,Female,1.09308
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 2,Male,0.62754
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 2,Both sexes,0.65411
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 3,Both sexes,1.04079
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 4,Both sexes,1.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 3,Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 4,Both sexes,1.00695
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Total or no breakdown,Both sexes,1.01408
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Male,0.99162
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 1 (poorest),Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 3,Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 2,Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 1 (poorest),Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 4,Female,1.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 2,Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 1 (poorest),Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 4,Both sexes,1.06774
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 4,Male,1.09005
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 3,Both sexes,1.07017
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 2,Male,1.01014
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 3,Male,0.96571
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 3,Both sexes,0.79307
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 2,Male,1.1601
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 3,Female,1.07675
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 3,Male,1.06965
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 1 (poorest),Both sexes,0.79297
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Total or no breakdown,Both sexes,0.93222
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 4,Male,1.0
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 5 (richest),Female,0.99227
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 5 (richest),Both sexes,0.82586
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 5 (richest),Both sexes,0.96643
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 2,Both sexes,1.02321
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 5 (richest),Male,0.0
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 1 (poorest),Female,0.94499
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Female,1.00802
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 2,Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 3,Both sexes,0.99172
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 3,Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 2,Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Female,0.99548
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 2,Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 5 (richest),Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 4,Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 5 (richest),Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 1 (poorest),Both sexes,0.0
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Total or no breakdown,Male,0.5948
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 1 (poorest),Male,0.0
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 1 (poorest),Both sexes,0.71212
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Male,0.99603
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Total or no breakdown,Female,0.62876
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 5 (richest),Male,0.92453
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 5 (richest),Female,0.95659
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Female,0.99936
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 2,Female,1.03596
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 4,Both sexes,0.9987
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 2,Female,0.65048
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 4,Both sexes,1.0
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 3,Female,1.04738
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 3,Female,0.72644
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 4,Female,0.98163
2021,SE_ALP_CPLR,Viet Nam,LOWSEC,Quantile 1 (poorest),Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 4,Female,1.01167
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 3,Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,UPPSEC,Quantile 3,Both sexes,0.9835
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 2,Male,0.0
2016,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 3,Female,0.0
2016,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 3,Male,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 4,Both sexes,1.0
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 4,Female,1.0
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Quantile 5 (richest),Both sexes,0.99599
2021,SE_ALP_CPLR,Viet Nam,UPPSEC,Quantile 1 (poorest),Female,0.0
2021,SE_ALP_CPLR,Viet Nam,PRIMAR,Total or no breakdown,Both sexes,0.99732
2006,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,1.00151
2006,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.01203
2006,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,1.00693
2007,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,1.00151
2007,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,0.98343
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 3,Male,0.9917
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 3,Female,1.00386
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 2,Both sexes,0.9986
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 1 (poorest),Male,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 5 (richest),Male,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Both sexes,1.0007
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Female,0.98836
2007,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.97327
2008,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.99537
2008,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.0013
2008,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,1.00916
2009,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,1.00182
2009,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.04816
2009,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.9998
2010,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.02396
2010,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,0.99072
2010,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,1.00824
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 5 (richest),Female,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 2,Female,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 3,Male,0.98378
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 1 (poorest),Both sexes,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 1 (poorest),Female,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 2,Female,0.0
2011,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,0.99261
2011,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.00254
2011,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.99302
2012,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.99586
2012,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.01871
2012,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,0.97695
2013,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,1.00825
2013,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.02439
2013,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.98933
2014,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,1.00671
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Female,1.00617
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 3,Female,1.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 3,Both sexes,0.99348
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 2,Male,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 3,Both sexes,0.99676
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 1 (poorest),Female,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Male,0.99493
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 2,Male,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 4,Female,1.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 4,Both sexes,1.00388
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Total or no breakdown,Male,0.9955
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 5 (richest),Female,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 4,Male,1.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 4,Male,1.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Total or no breakdown,Both sexes,0.99129
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 1 (poorest),Male,0.0
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2006,SE_ALP_CPLR,Azerbaijan,LOWSEC,Total or no breakdown,Male,0.95085
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Quantile 4,Both sexes,1.15276
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 1 (poorest),Female,1.22529
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Quantile 1 (poorest),Male,0.0
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 1 (poorest),Both sexes,1.12919
2006,SE_ALP_CPLR,Azerbaijan,UPPSEC,Quantile 4,Male,1.13297
2006,SE_ALP_CPLR,Azerbaijan,PRIMAR,Quantile 1 (poorest),Male,0.0
2019,SE_ALP_CPLR,Turkmenistan,LOWSEC,Quantile 2,Both sexes,0.0
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 4,Female,1.00781
2019,SE_ALP_CPLR,Turkmenistan,PRIMAR,Quantile 1 (poorest),Both sexes,1.01908
2005,SE_ALP_CPLR,Ukraine,PRIMAR,Total or no breakdown,Both sexes,0.9994
2005,SE_ALP_CPLR,Ukraine,LOWSEC,Total or no breakdown,Both sexes,0.98487
2005,SE_ALP_CPLR,Ukraine,UPPSEC,Total or no breakdown,Both sexes,0.88394
2007,SE_ALP_CPLR,Ukraine,UPPSEC,Total or no breakdown,Both sexes,0.89784
2007,SE_ALP_CPLR,Ukraine,LOWSEC,Quantile 1 (poorest),Both sexes,1.00717
2014,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,1.04159
2014,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.02166
2015,SE_ALP_CPLR,Slovenia,LOWSEC,Total or no breakdown,Both sexes,0.9999
2015,SE_ALP_CPLR,Slovenia,UPPSEC,Total or no breakdown,Both sexes,1.00637
2015,SE_ALP_CPLR,Slovenia,PRIMAR,Total or no breakdown,Both sexes,0.99969
