Year,SeriesCode,Country,Disability status,Sex,Value
2015,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,12.73
2015,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,16.16
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Male,13.79
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,14.24
2014,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,29.26
2014,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,31.94
2014,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,42.93
2014,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,26.68
2014,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,50.99
2014,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,26.88
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,25.99
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,25.22
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,23.35
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Female,9.84
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Male,42.31
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Female,27.43
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,11.93
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Both sexes,36.76
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Both sexes,12.28
2016,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Female,9.63
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Male,11.78
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Both sexes,33.66
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,27.99
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,55.64
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,54.07
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,27.34
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,52.22
2015,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,24.22
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,25.5
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,41.89
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,23.37
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,10.74
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Male,36.0
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Female,29.12
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Female,9.5
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Both sexes,11.16
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Female,9.77
2017,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,12.31
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Male,8.36
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Female,8.32
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,25.01
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,23.86
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,24.37
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,41.87
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,41.9
2016,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,22.85
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,49.18
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,48.96
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,24.61
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,21.63
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,19.54
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,48.7
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,23.98
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,20.35
2017,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,22.35
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,46.38
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,16.68
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,49.71
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Male,19.84
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Both sexes,14.26
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,8.34
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,8.52
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Female,8.79
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Both sexes,8.43
2018,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Female,8.31
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Male,31.48
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Male,9.81
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,52.54
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,17.61
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,21.75
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,22.36
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,19.06
2018,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,19.83
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,41.93
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,39.72
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,18.26
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Female,7.32
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Both sexes,25.41
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Both sexes,8.9
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,8.68
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,10.12
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Female,7.44
2019,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Female,16.9
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,9.03
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Both sexes,25.64
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,16.55
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,14.23
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,15.04
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,15.86
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,17.72
2019,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,37.1
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,18.68
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,42.67
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,16.51
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Both sexes,8.3
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Female,7.42
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Female,7.18
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Female,28.72
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,8.08
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Male,8.83
2020,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Male,23.46
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Female,11.42
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Male,10.09
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Both sexes,45.78
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Female,11.67
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Total or no breakdown,Both sexes,10.81
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Both sexes,10.52
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Male,61.6
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Persons without disability,Male,9.77
2021,SL_TLF_UEMDIS_19ICLS,Ireland,Persons with disability,Female,35.08
2016,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Male,12.3
2016,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Female,8.22
2016,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Female,4.75
2016,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Male,4.28
2016,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Both sexes,4.72
2016,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Female,4.86
2016,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Both sexes,10.54
2016,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Both sexes,4.51
2016,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Male,4.6
2017,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Female,7.76
2017,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Both sexes,3.97
2017,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Female,4.24
2017,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Female,4.12
2017,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Male,9.57
2017,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Male,4.05
2017,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Both sexes,8.76
2017,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Male,3.83
2017,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Both sexes,4.14
2018,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Both sexes,3.92
2018,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Male,3.74
2018,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Male,3.95
2018,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Both sexes,7.95
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,21.19
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,15.7
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,45.54
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,20.72
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,44.39
2020,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,18.04
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Male,14.05
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Both sexes,15.96
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Male,40.13
2018,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Female,3.79
2018,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Female,6.52
2018,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Female,3.88
2018,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Male,9.01
2018,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Both sexes,3.76
2019,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Female,3.71
2019,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Female,3.85
2019,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Male,3.63
2019,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Female,7.71
2019,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Both sexes,3.73
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Male,14.62
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Both sexes,40.18
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Both sexes,16.42
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Persons with disability,Female,40.27
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Total or no breakdown,Female,18.53
2021,SL_TLF_UEMDIS_19ICLS,Croatia,Persons without disability,Female,18.19
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,15.21
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,6.86
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,4.67
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,5.6
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,5.47
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,8.9
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,6.55
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,5.63
2005,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,4.62
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,6.17
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,16.07
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,8.79
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,3.38
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,3.58
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,4.51
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,11.39
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,4.73
2006,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,5.91
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,6.32
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,3.24
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,11.08
2019,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Both sexes,8.19
2019,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Male,8.53
2019,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Both sexes,3.55
2019,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Male,3.39
2020,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Female,3.97
2020,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Both sexes,4.17
2020,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Both sexes,9.19
2020,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Male,10.98
2020,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Male,4.05
2020,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Both sexes,3.96
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,3.54
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,4.83
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,10.45
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,6.43
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,4.62
2007,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,11.44
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,5.02
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,4.87
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,3.09
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,4.0
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,3.13
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,7.73
2008,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,3.91
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,5.55
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,5.83
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,5.41
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,5.78
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,17.29
2020,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Female,6.73
2020,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Male,4.35
2020,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Female,3.88
2021,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Female,7.66
2021,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Both sexes,4.67
2021,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Male,4.89
2021,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Male,4.71
2021,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Both sexes,4.81
2021,SL_TLF_UEMDIS_19ICLS,Israel,Persons without disability,Female,4.63
2021,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Male,8.81
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,5.22
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,16.05
2009,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,6.1
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,8.11
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,11.97
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,8.27
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,7.63
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,8.54
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,7.86
2021,SL_TLF_UEMDIS_19ICLS,Israel,Persons with disability,Both sexes,8.33
2021,SL_TLF_UEMDIS_19ICLS,Israel,Total or no breakdown,Female,4.73
2004,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,10.8
2004,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,10.52
2004,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,27.34
2004,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,15.32
2004,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,12.61
2004,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,30.06
2004,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,12.41
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,8.63
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,17.29
2010,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,14.38
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,10.03
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,9.46
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,14.85
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,10.14
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,9.82
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,18.45
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,9.59
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,9.09
2011,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,12.23
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,13.79
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,14.53
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,13.44
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,14.12
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,18.28
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,22.92
2004,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,23.04
2004,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,15.22
2005,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,26.31
2005,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,11.29
2005,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,18.55
2005,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,11.5
2005,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,31.02
2005,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,14.25
2005,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,9.64
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,25.49
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,13.54
2012,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,14.06
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,21.73
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,20.66
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Both sexes,32.57
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Female,26.02
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,21.47
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,21.14
2005,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,9.33
2005,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,14.19
2006,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,13.07
2006,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,31.36
2006,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,8.68
2006,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,10.29
2006,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,9.03
2006,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,32.05
2006,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,12.68
2006,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,10.66
2006,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,30.77
2007,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,8.2
2007,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,12.33
2007,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,8.4
2007,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,18.07
2007,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,9.98
2007,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,12.16
2007,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,21.42
2007,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,19.35
2007,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,9.8
2008,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,12.76
2008,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,12.66
2008,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,8.99
2008,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,10.66
2008,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,17.23
2008,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,9.24
2008,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,10.48
2008,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,20.9
2008,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,19.42
2009,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Male,10.83
2009,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,14.75
2009,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,12.56
2009,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Both sexes,12.32
2009,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Both sexes,25.15
2009,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,29.26
2009,SL_TLF_UEMDIS_19ICLS,Italy,Persons without disability,Female,14.47
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,22.22
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,38.72
2013,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Female,20.5
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Male,20.96
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Female,18.37
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons with disability,Male,37.62
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Persons without disability,Both sexes,19.62
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Both sexes,19.98
2014,SL_TLF_UEMDIS_19ICLS,Cyprus,Total or no breakdown,Male,21.48
2009,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Male,22.25
2009,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Male,11.04
2010,SL_TLF_UEMDIS_19ICLS,Italy,Persons with disability,Female,17.43
2010,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Female,14.51
2010,SL_TLF_UEMDIS_19ICLS,Italy,Total or no breakdown,Both sexes,12.7
