Year,SeriesCode,Страна ,Name of international institution,Value
2015,SG_INT_VRTDEV,Кыргызстан,IMF,0.0645
2015,SG_INT_VRTDEV,Кыргызстан,IFC,0.09348
2015,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0794
2015,SG_INT_VRTDEV,Кыргызстан,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Кыргызстан,ADB,0.538
2015,SG_INT_VRTDEV,Кыргызстан,WTO,0.625
2015,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2016,SG_INT_VRTDEV,Кыргызстан,IFC,0.09348
2018,SG_INT_VRTDEV,Romania,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Romania,WTO,0.6098
2018,SG_INT_VRTDEV,Romania,IBRD,0.3141
2018,SG_INT_VRTDEV,Romania,UNGA,0.5181
2018,SG_INT_VRTDEV,Romania,IMF,0.3891
2018,SG_INT_VRTDEV,Romania,IFC,0.1876
2019,SG_INT_VRTDEV,Romania,IFC,0.1862
2019,SG_INT_VRTDEV,Romania,IMF,0.38912
2019,SG_INT_VRTDEV,Romania,UNGA,0.5181
2019,SG_INT_VRTDEV,Romania,IBRD,0.3088
2019,SG_INT_VRTDEV,Romania,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Кыргызстан,IMF,0.047
2016,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2016,SG_INT_VRTDEV,Кыргызстан,ADB,0.538
2016,SG_INT_VRTDEV,Кыргызстан,WTO,0.6173
2016,SG_INT_VRTDEV,Кыргызстан,IBRD,0.08
2017,SG_INT_VRTDEV,Кыргызстан,WTO,0.6098
2017,SG_INT_VRTDEV,Кыргызстан,ADB,0.538
2017,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2017,SG_INT_VRTDEV,Кыргызстан,IMF,0.0644
2017,SG_INT_VRTDEV,Кыргызстан,IFC,0.09348
2017,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0763
2022,SG_INT_VRTDEV,Estonia,IFC,0.08002
2022,SG_INT_VRTDEV,Estonia,UNGA,0.51813
2022,SG_INT_VRTDEV,Estonia,IBRD,0.07657
2000,SG_INT_VRTDEV,Finland,IFC,0.6642
2000,SG_INT_VRTDEV,Finland,WTO,0.7143
2000,SG_INT_VRTDEV,Finland,IMF,0.602
2000,SG_INT_VRTDEV,Finland,AFDB,0.532
2000,SG_INT_VRTDEV,Finland,UNGA,0.5291
2000,SG_INT_VRTDEV,Finland,ADB,0.616
2000,SG_INT_VRTDEV,Finland,IADB,0.161
2000,SG_INT_VRTDEV,Finland,IBRD,0.5474
2019,SG_INT_VRTDEV,Romania,WTO,0.6098
2020,SG_INT_VRTDEV,Romania,WTO,0.60976
2020,SG_INT_VRTDEV,Romania,UNGA,0.5181
2020,SG_INT_VRTDEV,Romania,IBRD,0.30099
2020,SG_INT_VRTDEV,Romania,IFC,0.18743
2020,SG_INT_VRTDEV,Romania,IMF,0.38893
2021,SG_INT_VRTDEV,Romania,IFC,0.19768
2021,SG_INT_VRTDEV,Romania,WTO,0.60976
2021,SG_INT_VRTDEV,Romania,IBRD,0.31674
2021,SG_INT_VRTDEV,Romania,UNGA,0.51813
2021,SG_INT_VRTDEV,Romania,IMF,0.38836
2018,SG_INT_VRTDEV,Кыргызстан,IMF,0.0644
2018,SG_INT_VRTDEV,Кыргызстан,IFC,0.0935
2018,SG_INT_VRTDEV,Кыргызстан,WTO,0.6098
2018,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2018,SG_INT_VRTDEV,Кыргызстан,ADB,0.5372
2018,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0753
2019,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0744
2019,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2019,SG_INT_VRTDEV,Кыргызстан,WTO,0.6098
2019,SG_INT_VRTDEV,Кыргызстан,ADB,0.53283
2019,SG_INT_VRTDEV,Кыргызстан,IMF,0.06441
2005,SG_INT_VRTDEV,Finland,WTO,0.6711
2005,SG_INT_VRTDEV,Finland,UNGA,0.5236
2005,SG_INT_VRTDEV,Finland,AFDB,0.509
2005,SG_INT_VRTDEV,Finland,IFC,0.6621
2005,SG_INT_VRTDEV,Finland,IBRD,0.5443
2005,SG_INT_VRTDEV,Finland,IADB,0.161
2005,SG_INT_VRTDEV,Finland,ADB,0.587
2005,SG_INT_VRTDEV,Finland,IMF,0.5925
2010,SG_INT_VRTDEV,Finland,IFC,0.6604
2010,SG_INT_VRTDEV,Finland,UNGA,0.5208
2010,SG_INT_VRTDEV,Finland,IMF,0.582
2019,SG_INT_VRTDEV,Кыргызстан,IFC,0.0927
2020,SG_INT_VRTDEV,Кыргызстан,IMF,0.0644
2020,SG_INT_VRTDEV,Кыргызстан,IFC,0.09329
2020,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2020,SG_INT_VRTDEV,Кыргызстан,ADB,0.533
2020,SG_INT_VRTDEV,Кыргызстан,WTO,0.60976
2020,SG_INT_VRTDEV,Кыргызстан,IBRD,0.07315
2021,SG_INT_VRTDEV,Кыргызстан,ADB,0.533
2021,SG_INT_VRTDEV,Кыргызстан,IMF,0.06419
2021,SG_INT_VRTDEV,Кыргызстан,IBRD,0.07156
2021,SG_INT_VRTDEV,Кыргызстан,IFC,0.08925
2010,SG_INT_VRTDEV,Finland,IBRD,0.5434
2010,SG_INT_VRTDEV,Finland,WTO,0.6536
2010,SG_INT_VRTDEV,Finland,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Finland,ADB,0.608
2010,SG_INT_VRTDEV,Finland,AFDB,0.499
2010,SG_INT_VRTDEV,Finland,IADB,0.161
2014,SG_INT_VRTDEV,Finland,AFDB,0.498
2015,SG_INT_VRTDEV,Finland,WTO,0.625
2015,SG_INT_VRTDEV,Finland,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Finland,UNGA,0.5181
2015,SG_INT_VRTDEV,Finland,IBRD,0.5228
2021,SG_INT_VRTDEV,Кыргызстан,UNGA,0.51813
2021,SG_INT_VRTDEV,Кыргызстан,WTO,0.60976
2022,SG_INT_VRTDEV,Кыргызстан,UNGA,0.51813
2022,SG_INT_VRTDEV,Кыргызстан,IFC,0.08679
2022,SG_INT_VRTDEV,Кыргызстан,IBRD,0.07045
2022,SG_INT_VRTDEV,Кыргызстан,IMF,0.06468
2022,SG_INT_VRTDEV,Кыргызстан,WTO,0.60976
2000,SG_INT_VRTDEV,Spain,ADB,0.616
2000,SG_INT_VRTDEV,Spain,IMF,1.4359
2000,SG_INT_VRTDEV,Spain,WTO,0.7143
2000,SG_INT_VRTDEV,Spain,UNGA,0.5291
2022,SG_INT_VRTDEV,Romania,IBRD,0.30901
2022,SG_INT_VRTDEV,Romania,WTO,0.60976
2022,SG_INT_VRTDEV,Romania,IMF,0.39136
2022,SG_INT_VRTDEV,Romania,IFC,0.21052
2022,SG_INT_VRTDEV,Romania,UNGA,0.51813
2000,SG_INT_VRTDEV,Serbia,UNGA,0.5291
2005,SG_INT_VRTDEV,Serbia,IBRD,0.1913
2005,SG_INT_VRTDEV,Serbia,IMF,0.2265
2005,SG_INT_VRTDEV,Serbia,IFC,0.0852
2005,SG_INT_VRTDEV,Serbia,UNGA,0.5236
2010,SG_INT_VRTDEV,Serbia,UNGA,0.5208
2015,SG_INT_VRTDEV,Finland,AFDB,0.5
2015,SG_INT_VRTDEV,Finland,IMF,0.5307
2015,SG_INT_VRTDEV,Finland,ADB,0.571
2015,SG_INT_VRTDEV,Finland,IFC,0.6079
2015,SG_INT_VRTDEV,Finland,IADB,0.161
2016,SG_INT_VRTDEV,Finland,WTO,0.6173
2016,SG_INT_VRTDEV,Finland,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Finland,ADB,0.571
2016,SG_INT_VRTDEV,Finland,IADB,0.161
2016,SG_INT_VRTDEV,Finland,IFC,0.6079
2016,SG_INT_VRTDEV,Finland,UNGA,0.5181
2000,SG_INT_VRTDEV,Spain,AFDB,0.408
2000,SG_INT_VRTDEV,Spain,IBRD,1.4871
2000,SG_INT_VRTDEV,Spain,IADB,1.896
2000,SG_INT_VRTDEV,Spain,IFC,1.5525
2005,SG_INT_VRTDEV,Spain,WTO,0.6711
2005,SG_INT_VRTDEV,Spain,IBRD,1.7451
2005,SG_INT_VRTDEV,Spain,IMF,1.4131
2005,SG_INT_VRTDEV,Spain,ADB,0.587
2005,SG_INT_VRTDEV,Spain,AFDB,1.07
2005,SG_INT_VRTDEV,Spain,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Spain,IFC,1.5478
2010,SG_INT_VRTDEV,Serbia,IFC,0.085
2010,SG_INT_VRTDEV,Serbia,IMF,0.2225
2010,SG_INT_VRTDEV,Serbia,IBRD,0.191
2015,SG_INT_VRTDEV,Serbia,IBRD,0.1578
2015,SG_INT_VRTDEV,Serbia,UNGA,0.5181
2015,SG_INT_VRTDEV,Serbia,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Serbia,IFC,0.09654
2015,SG_INT_VRTDEV,Serbia,IMF,0.2148
2016,SG_INT_VRTDEV,Serbia,IMF,0.16
2016,SG_INT_VRTDEV,Serbia,IFC,0.09654
2016,SG_INT_VRTDEV,Serbia,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Spain,UNGA,0.5236
2005,SG_INT_VRTDEV,Spain,IADB,1.896
2010,SG_INT_VRTDEV,Spain,AFDB,1.049
2010,SG_INT_VRTDEV,Spain,ADB,0.608
2010,SG_INT_VRTDEV,Spain,IMF,1.388
2010,SG_INT_VRTDEV,Spain,WTO,0.6536
2010,SG_INT_VRTDEV,Spain,IBRD,1.7423
2010,SG_INT_VRTDEV,Spain,IADB,1.896
2010,SG_INT_VRTDEV,Spain,FSB,3.8462
2010,SG_INT_VRTDEV,Spain,UNGA,0.5208
2010,SG_INT_VRTDEV,Spain,IFC,1.5436
2016,SG_INT_VRTDEV,Finland,IMF,0.512
2016,SG_INT_VRTDEV,Finland,IBRD,0.52
2016,SG_INT_VRTDEV,Finland,AFDB,0.4959
2017,SG_INT_VRTDEV,Finland,ADB,0.571
2017,SG_INT_VRTDEV,Finland,UNGA,0.5181
2017,SG_INT_VRTDEV,Finland,AFDB,0.4959
2017,SG_INT_VRTDEV,Finland,WTO,0.6098
2017,SG_INT_VRTDEV,Finland,IMF,0.5083
2017,SG_INT_VRTDEV,Finland,IFC,0.6079
2017,SG_INT_VRTDEV,Finland,IBRD,0.514
2017,SG_INT_VRTDEV,Finland,IADB,0.161
2016,SG_INT_VRTDEV,Serbia,UNGA,0.5181
2016,SG_INT_VRTDEV,Serbia,IBRD,0.15
2017,SG_INT_VRTDEV,Serbia,IFC,0.09654
2017,SG_INT_VRTDEV,Serbia,IMF,0.1593
2017,SG_INT_VRTDEV,Serbia,UNGA,0.5181
2017,SG_INT_VRTDEV,Serbia,IBRD,0.1499
2018,SG_INT_VRTDEV,Serbia,IMF,0.1593
2018,SG_INT_VRTDEV,Serbia,IFC,0.0965
2018,SG_INT_VRTDEV,Serbia,IBRD,0.1789
2018,SG_INT_VRTDEV,Serbia,UNGA,0.5181
2014,SG_INT_VRTDEV,Spain,AFDB,1.088
2015,SG_INT_VRTDEV,Spain,AFDB,1.08
2015,SG_INT_VRTDEV,Spain,IBRD,2.0197
2015,SG_INT_VRTDEV,Spain,UNGA,0.5181
2015,SG_INT_VRTDEV,Spain,ADB,0.571
2015,SG_INT_VRTDEV,Spain,WTO,0.625
2015,SG_INT_VRTDEV,Spain,IADB,1.956
2015,SG_INT_VRTDEV,Spain,FSB,3.5088
2015,SG_INT_VRTDEV,Spain,IFC,1.39289
2015,SG_INT_VRTDEV,Spain,UNSC,6.6667
2015,SG_INT_VRTDEV,Spain,IMF,1.6255
2018,SG_INT_VRTDEV,Finland,UNGA,0.5181
2018,SG_INT_VRTDEV,Finland,IBRD,0.5038
2018,SG_INT_VRTDEV,Finland,AFDB,0.5003
2018,SG_INT_VRTDEV,Finland,ADB,0.5701
2018,SG_INT_VRTDEV,Finland,IADB,0.161
2018,SG_INT_VRTDEV,Finland,IMF,0.5082
2018,SG_INT_VRTDEV,Finland,IFC,0.6079
2018,SG_INT_VRTDEV,Finland,WTO,0.6098
2019,SG_INT_VRTDEV,Finland,ADB,0.56572
2019,SG_INT_VRTDEV,Finland,UNGA,0.5181
2019,SG_INT_VRTDEV,Finland,AFDB,0.49952
2016,SG_INT_VRTDEV,Spain,IADB,1.956
2016,SG_INT_VRTDEV,Spain,ADB,0.571
2016,SG_INT_VRTDEV,Spain,WTO,0.6173
2016,SG_INT_VRTDEV,Spain,UNGA,0.5181
2016,SG_INT_VRTDEV,Spain,AFDB,1.074
2016,SG_INT_VRTDEV,Spain,IBRD,1.94
2016,SG_INT_VRTDEV,Spain,IMF,1.94
2016,SG_INT_VRTDEV,Spain,UNSC,6.6667
2016,SG_INT_VRTDEV,Spain,IFC,1.39289
2016,SG_INT_VRTDEV,Spain,FSB,3.5088
2017,SG_INT_VRTDEV,Spain,UNGA,0.5181
2019,SG_INT_VRTDEV,Serbia,UNGA,0.5181
2019,SG_INT_VRTDEV,Serbia,IFC,0.0957
2019,SG_INT_VRTDEV,Serbia,IMF,0.15925
2019,SG_INT_VRTDEV,Serbia,IBRD,0.1761
2020,SG_INT_VRTDEV,Serbia,IFC,0.09635
2020,SG_INT_VRTDEV,Serbia,UNGA,0.5181
2020,SG_INT_VRTDEV,Serbia,IBRD,0.17202
2020,SG_INT_VRTDEV,Serbia,IMF,0.15919
2021,SG_INT_VRTDEV,Serbia,UNGA,0.51813
2021,SG_INT_VRTDEV,Serbia,IMF,0.15887
2021,SG_INT_VRTDEV,Serbia,IFC,0.09211
2019,SG_INT_VRTDEV,Finland,IBRD,0.4949
2019,SG_INT_VRTDEV,Finland,WTO,0.6098
2019,SG_INT_VRTDEV,Finland,IMF,0.50821
2019,SG_INT_VRTDEV,Finland,IFC,0.6037
2019,SG_INT_VRTDEV,Finland,IADB,0.161
2020,SG_INT_VRTDEV,Finland,IBRD,0.48191
2020,SG_INT_VRTDEV,Finland,IMF,0.50795
2020,SG_INT_VRTDEV,Finland,ADB,0.566
2020,SG_INT_VRTDEV,Finland,WTO,0.60976
2020,SG_INT_VRTDEV,Finland,ECOSOC,1.85185
2020,SG_INT_VRTDEV,Finland,UNGA,0.5181
2017,SG_INT_VRTDEV,Spain,IBRD,1.9003
2017,SG_INT_VRTDEV,Spain,AFDB,1.074
2017,SG_INT_VRTDEV,Spain,ADB,0.571
2017,SG_INT_VRTDEV,Spain,FSB,3.5088
2017,SG_INT_VRTDEV,Spain,IADB,1.956
2017,SG_INT_VRTDEV,Spain,IFC,1.39289
2017,SG_INT_VRTDEV,Spain,WTO,0.6098
2017,SG_INT_VRTDEV,Spain,IMF,1.9246
2018,SG_INT_VRTDEV,Spain,IMF,1.9242
2018,SG_INT_VRTDEV,Spain,WTO,0.6098
2018,SG_INT_VRTDEV,Spain,IFC,1.3929
2020,SG_INT_VRTDEV,Finland,IADB,0.161
2020,SG_INT_VRTDEV,Finland,IFC,0.60766
2020,SG_INT_VRTDEV,Finland,AFDB,0.33071
2021,SG_INT_VRTDEV,Finland,UNGA,0.51813
2021,SG_INT_VRTDEV,Finland,IADB,0.161
2021,SG_INT_VRTDEV,Finland,AFDB,0.48235
2021,SG_INT_VRTDEV,Finland,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Finland,IMF,0.50725
2021,SG_INT_VRTDEV,Finland,ADB,0.566
2021,SG_INT_VRTDEV,Finland,IBRD,0.48723
2021,SG_INT_VRTDEV,Finland,WTO,0.60976
2021,SG_INT_VRTDEV,Finland,IFC,0.60141
2022,SG_INT_VRTDEV,Finland,UNGA,0.51813
2022,SG_INT_VRTDEV,Finland,IFC,0.60856
2022,SG_INT_VRTDEV,Finland,IBRD,0.49613
2022,SG_INT_VRTDEV,Finland,WTO,0.60976
2022,SG_INT_VRTDEV,Finland,IMF,0.51117
2022,SG_INT_VRTDEV,Finland,ECOSOC,1.85185
2000,SG_INT_VRTDEV,France,ECOSOC,1.85185
2000,SG_INT_VRTDEV,France,IFC,5.0505
2000,SG_INT_VRTDEV,France,IMF,5.0279
2000,SG_INT_VRTDEV,France,UNSC,6.6667
2018,SG_INT_VRTDEV,Spain,IADB,1.965
2018,SG_INT_VRTDEV,Spain,FSB,3.5088
2018,SG_INT_VRTDEV,Spain,UNGA,0.5181
2018,SG_INT_VRTDEV,Spain,ADB,0.5701
2018,SG_INT_VRTDEV,Spain,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Spain,AFDB,1.0731
2018,SG_INT_VRTDEV,Spain,IBRD,1.8608
2019,SG_INT_VRTDEV,Spain,IADB,1.965
2019,SG_INT_VRTDEV,Spain,IBRD,1.8266
2019,SG_INT_VRTDEV,Spain,IFC,1.3835
2000,SG_INT_VRTDEV,France,IADB,1.896
2000,SG_INT_VRTDEV,France,IBRD,4.3271
2000,SG_INT_VRTDEV,France,ADB,2.235
2000,SG_INT_VRTDEV,France,UNGA,0.5291
2000,SG_INT_VRTDEV,France,AFDB,3.884
2000,SG_INT_VRTDEV,France,WTO,0.7143
2005,SG_INT_VRTDEV,France,UNSC,6.6667
2005,SG_INT_VRTDEV,France,IFC,5.0351
2005,SG_INT_VRTDEV,France,IMF,4.948
2005,SG_INT_VRTDEV,France,AFDB,3.721
2005,SG_INT_VRTDEV,France,WTO,0.6711
2021,SG_INT_VRTDEV,Serbia,IBRD,0.17484
2022,SG_INT_VRTDEV,Serbia,UNGA,0.51813
2022,SG_INT_VRTDEV,Serbia,IFC,0.08954
2022,SG_INT_VRTDEV,Serbia,IBRD,0.17094
2022,SG_INT_VRTDEV,Serbia,IMF,0.1601
2000,SG_INT_VRTDEV,Slovakia,UNGA,0.5291
2000,SG_INT_VRTDEV,Slovakia,WTO,0.7143
2000,SG_INT_VRTDEV,Slovakia,IMF,0.1787
2000,SG_INT_VRTDEV,Slovakia,IFC,0.196
2000,SG_INT_VRTDEV,Slovakia,IBRD,0.2153
2019,SG_INT_VRTDEV,Spain,UNGA,0.5181
2019,SG_INT_VRTDEV,Spain,IMF,1.92423
2019,SG_INT_VRTDEV,Spain,WTO,0.6098
2019,SG_INT_VRTDEV,Spain,AFDB,1.07151
2019,SG_INT_VRTDEV,Spain,ADB,0.56572
2019,SG_INT_VRTDEV,Spain,FSB,3.5088
2020,SG_INT_VRTDEV,Spain,IMF,1.92322
2020,SG_INT_VRTDEV,Spain,IADB,1.965
2020,SG_INT_VRTDEV,Spain,ADB,0.566
2020,SG_INT_VRTDEV,Spain,IFC,1.39259
2020,SG_INT_VRTDEV,Spain,IBRD,1.88113
2020,SG_INT_VRTDEV,Spain,FSB,3.50877
2020,SG_INT_VRTDEV,Spain,ECOSOC,1.85185
2020,SG_INT_VRTDEV,Spain,WTO,0.60976
2020,SG_INT_VRTDEV,Spain,AFDB,1.54519
2020,SG_INT_VRTDEV,Spain,UNGA,0.5181
2021,SG_INT_VRTDEV,Spain,ADB,0.566
2021,SG_INT_VRTDEV,Spain,WTO,0.60976
2021,SG_INT_VRTDEV,Spain,UNGA,0.51813
2021,SG_INT_VRTDEV,Spain,AFDB,1.0588
2021,SG_INT_VRTDEV,Spain,IMF,1.92094
2021,SG_INT_VRTDEV,Spain,FSB,3.50877
2021,SG_INT_VRTDEV,Spain,IADB,1.965
2021,SG_INT_VRTDEV,Spain,IBRD,1.94497
2021,SG_INT_VRTDEV,Spain,IFC,1.49525
2022,SG_INT_VRTDEV,Spain,WTO,0.60976
2022,SG_INT_VRTDEV,Spain,IMF,1.9358
2022,SG_INT_VRTDEV,Spain,IFC,1.5902
2022,SG_INT_VRTDEV,Spain,UNGA,0.51813
2022,SG_INT_VRTDEV,Spain,IBRD,1.94245
2022,SG_INT_VRTDEV,Spain,FSB,3.50877
2000,SG_INT_VRTDEV,Sweden,IBRD,0.9459
2000,SG_INT_VRTDEV,Sweden,IADB,0.327
2005,SG_INT_VRTDEV,France,UNGA,0.5236
2005,SG_INT_VRTDEV,France,ADB,2.19
2005,SG_INT_VRTDEV,France,ECOSOC,1.85185
2005,SG_INT_VRTDEV,France,IBRD,4.3028
2005,SG_INT_VRTDEV,France,IADB,1.896
2010,SG_INT_VRTDEV,France,FSB,5.7692
2010,SG_INT_VRTDEV,France,IBRD,4.2958
2010,SG_INT_VRTDEV,France,WTO,0.6536
2010,SG_INT_VRTDEV,France,ECOSOC,1.85185
2010,SG_INT_VRTDEV,France,ADB,2.413
2005,SG_INT_VRTDEV,Slovakia,IFC,0.1954
2005,SG_INT_VRTDEV,Slovakia,UNGA,0.5236
2005,SG_INT_VRTDEV,Slovakia,WTO,0.6711
2005,SG_INT_VRTDEV,Slovakia,IBRD,0.2141
2005,SG_INT_VRTDEV,Slovakia,IMF,0.1758
2010,SG_INT_VRTDEV,Slovakia,WTO,0.6536
2010,SG_INT_VRTDEV,Slovakia,IBRD,0.2138
2010,SG_INT_VRTDEV,Slovakia,UNGA,0.5208
2010,SG_INT_VRTDEV,Slovakia,IMF,0.1727
2010,SG_INT_VRTDEV,Slovakia,IFC,0.1949
2010,SG_INT_VRTDEV,Slovakia,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Sweden,IFC,1.1298
2000,SG_INT_VRTDEV,Sweden,UNGA,0.5291
2000,SG_INT_VRTDEV,Sweden,WTO,0.7143
2000,SG_INT_VRTDEV,Sweden,AFDB,1.611
2000,SG_INT_VRTDEV,Sweden,ADB,0.616
2000,SG_INT_VRTDEV,Sweden,IMF,1.1307
2005,SG_INT_VRTDEV,Sweden,ADB,0.587
2005,SG_INT_VRTDEV,Sweden,WTO,0.6711
2005,SG_INT_VRTDEV,Sweden,AFDB,1.543
2005,SG_INT_VRTDEV,Sweden,IBRD,0.9405
2005,SG_INT_VRTDEV,Sweden,IFC,1.1263
2005,SG_INT_VRTDEV,Sweden,UNGA,0.5236
2005,SG_INT_VRTDEV,Sweden,IMF,1.1127
2005,SG_INT_VRTDEV,Sweden,IADB,0.327
2010,SG_INT_VRTDEV,Sweden,IMF,1.093
2010,SG_INT_VRTDEV,Sweden,IADB,0.327
2010,SG_INT_VRTDEV,Sweden,UNGA,0.5208
2010,SG_INT_VRTDEV,Sweden,IFC,1.1233
2010,SG_INT_VRTDEV,Sweden,IBRD,0.939
2010,SG_INT_VRTDEV,Sweden,ADB,0.608
2010,SG_INT_VRTDEV,Sweden,AFDB,1.517
2010,SG_INT_VRTDEV,Sweden,WTO,0.6536
2010,SG_INT_VRTDEV,France,AFDB,3.648
2010,SG_INT_VRTDEV,France,UNGA,0.5208
2010,SG_INT_VRTDEV,France,IADB,1.896
2010,SG_INT_VRTDEV,France,IMF,4.8602
2010,SG_INT_VRTDEV,France,IFC,5.0215
2010,SG_INT_VRTDEV,France,UNSC,6.6667
2014,SG_INT_VRTDEV,France,AFDB,3.76
2015,SG_INT_VRTDEV,France,IMF,4.2896
2015,SG_INT_VRTDEV,France,UNGA,0.5181
2015,SG_INT_VRTDEV,France,IBRD,3.932
2015,SG_INT_VRTDEV,France,FSB,5.2632
2014,SG_INT_VRTDEV,Sweden,AFDB,1.553
2015,SG_INT_VRTDEV,Sweden,AFDB,1.55
2015,SG_INT_VRTDEV,Sweden,ADB,0.571
2015,SG_INT_VRTDEV,Sweden,IBRD,0.8856
2015,SG_INT_VRTDEV,Sweden,UNGA,0.5181
2015,SG_INT_VRTDEV,Sweden,WTO,0.625
2015,SG_INT_VRTDEV,Sweden,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Sweden,IFC,1.01933
2015,SG_INT_VRTDEV,Sweden,IMF,0.9797
2015,SG_INT_VRTDEV,Sweden,IADB,0.327
2016,SG_INT_VRTDEV,Sweden,IFC,1.01933
2015,SG_INT_VRTDEV,France,IADB,1.896
2015,SG_INT_VRTDEV,France,UNSC,6.6667
2015,SG_INT_VRTDEV,France,WTO,0.625
2015,SG_INT_VRTDEV,France,ADB,2.163
2015,SG_INT_VRTDEV,France,ECOSOC,1.85185
2015,SG_INT_VRTDEV,France,AFDB,3.74
2015,SG_INT_VRTDEV,France,IFC,4.48404
2016,SG_INT_VRTDEV,France,UNSC,6.6667
2016,SG_INT_VRTDEV,France,ECOSOC,1.85185
2016,SG_INT_VRTDEV,France,ADB,2.161
2016,SG_INT_VRTDEV,France,WTO,0.6173
2016,SG_INT_VRTDEV,Sweden,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Sweden,WTO,0.6173
2016,SG_INT_VRTDEV,Sweden,ADB,0.571
2016,SG_INT_VRTDEV,Sweden,AFDB,1.5723
2016,SG_INT_VRTDEV,Sweden,UNGA,0.5181
2016,SG_INT_VRTDEV,Sweden,IADB,0.327
2016,SG_INT_VRTDEV,Sweden,IBRD,0.88
2016,SG_INT_VRTDEV,Sweden,IMF,0.917
2017,SG_INT_VRTDEV,Sweden,AFDB,1.5723
2017,SG_INT_VRTDEV,Sweden,ADB,0.571
2017,SG_INT_VRTDEV,Sweden,IFC,1.01933
2017,SG_INT_VRTDEV,Sweden,IMF,0.9097
2017,SG_INT_VRTDEV,Sweden,UNGA,0.5181
2017,SG_INT_VRTDEV,Sweden,WTO,0.6098
2017,SG_INT_VRTDEV,Sweden,UNSC,6.6667
2017,SG_INT_VRTDEV,Sweden,IBRD,0.8696
2017,SG_INT_VRTDEV,Sweden,IADB,0.327
2018,SG_INT_VRTDEV,Sweden,IADB,0.327
2018,SG_INT_VRTDEV,Sweden,IMF,0.9096
2018,SG_INT_VRTDEV,Sweden,IFC,1.0193
2018,SG_INT_VRTDEV,Sweden,ADB,0.5701
2018,SG_INT_VRTDEV,Sweden,UNGA,0.5181
2015,SG_INT_VRTDEV,Slovakia,IFC,0.19422
2015,SG_INT_VRTDEV,Slovakia,IMF,0.1989
2015,SG_INT_VRTDEV,Slovakia,IBRD,0.1745
2015,SG_INT_VRTDEV,Slovakia,UNGA,0.5181
2015,SG_INT_VRTDEV,Slovakia,WTO,0.625
2016,SG_INT_VRTDEV,Slovakia,IBRD,0.21
2016,SG_INT_VRTDEV,Slovakia,WTO,0.6173
2016,SG_INT_VRTDEV,Slovakia,IMF,0.23
2016,SG_INT_VRTDEV,Slovakia,UNGA,0.5181
2016,SG_INT_VRTDEV,Slovakia,IFC,0.19422
2017,SG_INT_VRTDEV,Slovakia,IBRD,0.202
2018,SG_INT_VRTDEV,Sweden,AFDB,1.5865
2018,SG_INT_VRTDEV,Sweden,WTO,0.6098
2018,SG_INT_VRTDEV,Sweden,UNSC,6.6667
2018,SG_INT_VRTDEV,Sweden,IBRD,0.8519
2019,SG_INT_VRTDEV,Sweden,IBRD,0.8366
2019,SG_INT_VRTDEV,Sweden,IADB,0.327
2019,SG_INT_VRTDEV,Sweden,WTO,0.6098
2019,SG_INT_VRTDEV,Sweden,AFDB,1.5845
2019,SG_INT_VRTDEV,Sweden,ADB,0.56572
2019,SG_INT_VRTDEV,Sweden,IFC,1.0124
2019,SG_INT_VRTDEV,Sweden,UNGA,0.5181
2019,SG_INT_VRTDEV,Sweden,IMF,0.90955
2020,SG_INT_VRTDEV,Sweden,IBRD,0.8561
2020,SG_INT_VRTDEV,Sweden,IFC,1.01906
2020,SG_INT_VRTDEV,Sweden,IMF,0.90908
2020,SG_INT_VRTDEV,Sweden,IADB,0.327
2020,SG_INT_VRTDEV,Sweden,WTO,0.60976
2020,SG_INT_VRTDEV,Sweden,AFDB,2.26211
2020,SG_INT_VRTDEV,Sweden,UNGA,0.5181
2020,SG_INT_VRTDEV,Sweden,ADB,0.566
2021,SG_INT_VRTDEV,Sweden,UNGA,0.51813
2021,SG_INT_VRTDEV,Sweden,IFC,1.09138
2021,SG_INT_VRTDEV,Sweden,IBRD,0.86661
