Year,SeriesCode,Страна ,Activity,Value
2004,NV_IND_MANF,North Macedonia,ISIC4_C,9.88
2005,NV_IND_MANF,North Macedonia,ISIC4_C,10.43
2006,NV_IND_MANF,North Macedonia,ISIC4_C,11.17
2007,NV_IND_MANF,North Macedonia,ISIC4_C,9.13
2008,NV_IND_MANF,North Macedonia,ISIC4_C,8.49
2009,NV_IND_MANF,North Macedonia,ISIC4_C,8.87
2010,NV_IND_MANF,North Macedonia,ISIC4_C,8.56
2011,NV_IND_MANF,North Macedonia,ISIC4_C,9.38
2012,NV_IND_MANF,North Macedonia,ISIC4_C,9.32
2013,NV_IND_MANF,North Macedonia,ISIC4_C,9.92
2014,NV_IND_MANF,North Macedonia,ISIC4_C,11.64
2015,NV_IND_MANF,North Macedonia,ISIC4_C,11.76
2016,NV_IND_MANF,North Macedonia,ISIC4_C,11.26
2017,NV_IND_MANF,North Macedonia,ISIC4_C,11.32
2018,NV_IND_MANF,North Macedonia,ISIC4_C,11.69
2019,NV_IND_MANF,North Macedonia,ISIC4_C,11.54
2020,NV_IND_MANF,North Macedonia,ISIC4_C,11.48
2021,NV_IND_MANF,North Macedonia,ISIC4_C,11.05
2022,NV_IND_MANF,North Macedonia,ISIC4_C,11.06
2000,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.66
2001,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.63
2002,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.76
2003,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.74
2004,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.71
2005,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.63
2006,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,10.01
2007,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.79
2008,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.88
2009,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.42
2010,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.33
2011,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.12
2012,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.2
2013,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.38
2014,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.37
2015,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.22
2016,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,8.97
2017,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,8.86
2018,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.09
2019,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,9.05
2020,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,10.18
2021,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,10.4
2022,NV_IND_MANF,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,10.39
2000,NV_IND_MANF,Узбекистан,ISIC4_C,16.46
2001,NV_IND_MANF,Узбекистан,ISIC4_C,16.18
2002,NV_IND_MANF,Узбекистан,ISIC4_C,16.06
2003,NV_IND_MANF,Узбекистан,ISIC4_C,15.87
2004,NV_IND_MANF,Узбекистан,ISIC4_C,15.7
2005,NV_IND_MANF,Узбекистан,ISIC4_C,15.25
2006,NV_IND_MANF,Узбекистан,ISIC4_C,14.9
2007,NV_IND_MANF,Узбекистан,ISIC4_C,14.26
2008,NV_IND_MANF,Узбекистан,ISIC4_C,13.86
2009,NV_IND_MANF,Узбекистан,ISIC4_C,13.23
2010,NV_IND_MANF,Узбекистан,ISIC4_C,12.28
2011,NV_IND_MANF,Узбекистан,ISIC4_C,12.35
2012,NV_IND_MANF,Узбекистан,ISIC4_C,12.25
2013,NV_IND_MANF,Узбекистан,ISIC4_C,12.84
2014,NV_IND_MANF,Узбекистан,ISIC4_C,12.97
2015,NV_IND_MANF,Узбекистан,ISIC4_C,12.81
2016,NV_IND_MANF,Узбекистан,ISIC4_C,12.9
2017,NV_IND_MANF,Узбекистан,ISIC4_C,12.88
2018,NV_IND_MANF,Узбекистан,ISIC4_C,13.19
2019,NV_IND_MANF,Узбекистан,ISIC4_C,13.31
2020,NV_IND_MANF,Узбекистан,ISIC4_C,14.1
2021,NV_IND_MANF,Узбекистан,ISIC4_C,14.2
2022,NV_IND_MANF,Узбекистан,ISIC4_C,14.0
2018,NV_IND_MANF,Armenia,ISIC4_C,11.23
2019,NV_IND_MANF,Armenia,ISIC4_C,11.42
2020,NV_IND_MANF,Armenia,ISIC4_C,11.81
2021,NV_IND_MANF,Armenia,ISIC4_C,11.67
2022,NV_IND_MANF,Armenia,ISIC4_C,11.44
2014,NV_IND_MANF,Luxembourg,ISIC4_C,4.7
2015,NV_IND_MANF,Luxembourg,ISIC4_C,5.48
2016,NV_IND_MANF,Luxembourg,ISIC4_C,5.52
2017,NV_IND_MANF,Luxembourg,ISIC4_C,4.59
2018,NV_IND_MANF,Luxembourg,ISIC4_C,4.45
2019,NV_IND_MANF,Luxembourg,ISIC4_C,4.93
2020,NV_IND_MANF,Luxembourg,ISIC4_C,4.98
2021,NV_IND_MANF,Luxembourg,ISIC4_C,4.98
2022,NV_IND_MANF,Luxembourg,ISIC4_C,4.88
2022,NV_IND_MANF,Luxembourg,ISIC4_C,4.88
