Year,Показатели,Страна,Quantile,Sex,Value
2017,[World Bank] Proportion of population covered by social insurance programs (%),Казахстан,_T,,31.52141
2017,[World Bank] Proportion of population covered by social insurance programs (%),Казахстан,Q1,,29.62957
2006,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,_T,,30.466
2006,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,Q1,,32.70928
2011,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,_T,,40.22305
2011,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,Q1,,40.76887
2012,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,_T,,41.64056
2012,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,Q1,,46.2475
2013,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,_T,,39.34975
2013,[World Bank] Proportion of population covered by social insurance programs (%),Кыргызстан,Q1,,42.87701
2008,[World Bank] Proportion of population covered by social insurance programs (%),Latvia,_T,,52.44336
2008,[World Bank] Proportion of population covered by social insurance programs (%),Latvia,Q1,,53.4027
2009,[World Bank] Proportion of population covered by social insurance programs (%),Latvia,_T,,45.72375
2009,[World Bank] Proportion of population covered by social insurance programs (%),Latvia,Q1,,46.83668
2008,[World Bank] Proportion of population covered by social insurance programs (%),Lithuania,_T,,45.03508
2008,[World Bank] Proportion of population covered by social insurance programs (%),Lithuania,Q1,,52.56267
2008,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,_T,,50.4692
2008,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,Q1,,18.39764
2010,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,_T,,50.51169
2010,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,Q1,,20.37995
2012,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,_T,,46.95763
2012,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,Q1,,16.00755
2014,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,_T,,41.88906
2014,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,Q1,,14.80199
2016,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,_T,,13.60153
2016,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,Q1,,3.62874
2018,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,_T,,13.85704
2018,[World Bank] Proportion of population covered by social insurance programs (%),Mexico,Q1,,4.61933
2010,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,_T,,40.90168
2010,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,Q1,,41.76811
2012,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,_T,,43.21226
2012,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,Q1,,47.27366
2013,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,_T,,43.89808
2013,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,Q1,,43.69588
2018,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,_T,,47.82854
2018,[World Bank] Proportion of population covered by social insurance programs (%),Republic of Moldova,Q1,,49.52814
2011,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,Q1,,41.20343
2011,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,_T,,52.94489
2012,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,_T,,46.60048
2012,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,Q1,,43.56685
2013,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,_T,,45.53042
2013,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,Q1,,38.93858
2014,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,_T,,47.93255
2014,[World Bank] Proportion of population covered by social insurance programs (%),Montenegro,Q1,,51.86142
2005,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,39.25168
2005,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,48.39835
2006,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,39.79638
2006,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,47.92795
2007,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,46.97133
2007,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,42.15918
2008,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,43.20438
2008,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,46.43935
2009,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,45.79225
2009,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,43.284
2010,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,45.36842
2010,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,42.37389
2011,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,44.9534
2011,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,42.30273
2012,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,43.78843
2012,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,40.12679
2015,[World Bank] Proportion of population covered by social insurance programs (%),Poland,_T,,43.9165
2015,[World Bank] Proportion of population covered by social insurance programs (%),Poland,Q1,,41.54022
2008,[World Bank] Proportion of population covered by social insurance programs (%),Romania,_T,,48.72031
2008,[World Bank] Proportion of population covered by social insurance programs (%),Romania,Q1,,39.42234
2011,[World Bank] Proportion of population covered by social insurance programs (%),Romania,_T,,47.22108
2011,[World Bank] Proportion of population covered by social insurance programs (%),Romania,Q1,,33.14628
2012,[World Bank] Proportion of population covered by social insurance programs (%),Romania,_T,,46.85994
2012,[World Bank] Proportion of population covered by social insurance programs (%),Romania,Q1,,35.36956
2016,[World Bank] Proportion of population covered by social insurance programs (%),Romania,_T,,43.43829
2016,[World Bank] Proportion of population covered by social insurance programs (%),Romania,Q1,,32.62705
2007,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,Q1,,51.91541
2007,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,_T,,55.15486
2010,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,_T,,58.62822
2010,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,Q1,,52.82341
2013,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,_T,,56.39749
2013,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,Q1,,54.21211
2015,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,_T,,52.09603
2015,[World Bank] Proportion of population covered by social insurance programs (%),Serbia,Q1,,54.33775
2009,[World Bank] Proportion of population covered by social insurance programs (%),Slovakia,_T,,49.71548
2009,[World Bank] Proportion of population covered by social insurance programs (%),Slovakia,Q1,,37.03136
2006,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,_T,,17.15988
2006,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,Q1,,5.51185
2010,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,_T,,14.09235
2010,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,Q1,,2.15204
2012,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,_T,,14.41072
2012,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,Q1,,2.82493
2014,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,_T,,15.24924
2014,[World Bank] Proportion of population covered by social insurance programs (%),Viet Nam,Q1,,3.11494
2011,[World Bank] Proportion of population covered by social insurance programs (%),Таджикистан,_T,,34.14921
2011,[World Bank] Proportion of population covered by social insurance programs (%),Таджикистан,Q1,,39.02356
2004,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,29.41039
2004,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,10.20627
2005,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,31.01974
2005,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,12.52796
2006,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,30.75011
2006,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,14.56179
2007,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,32.37928
2007,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,13.71986
2008,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,34.62112
2008,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,18.61754
2009,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,33.12108
2009,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,19.41439
2010,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,33.48719
2010,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,20.75345
2011,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,34.19545
2011,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,17.47794
2012,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,35.42014
2012,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,24.8178
2013,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,36.52974
2013,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,27.42889
2014,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,37.10573
2014,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,29.86824
2015,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,36.53475
2015,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,25.12815
2016,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,36.06028
2016,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,24.93845
2018,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,29.41236
2018,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,37.82278
2019,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,Q1,,26.32725
2019,[World Bank] Proportion of population covered by social insurance programs (%),Türkiye,_T,,37.17265
2006,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,50.74009
2006,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,49.61937
2011,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,51.86992
2011,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,53.96686
2012,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,51.08607
2012,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,51.6594
2013,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,51.05892
2013,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,50.24238
2015,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,51.18166
2015,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,51.42217
2016,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,50.31639
2016,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,50.34688
2018,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,_T,,49.76429
2018,[World Bank] Proportion of population covered by social insurance programs (%),Ukraine,Q1,,52.28722
2018,[World Bank] Proportion of population covered by social insurance programs (%),Узбекистан,_T,,20.11999
2018,[World Bank] Proportion of population covered by social insurance programs (%),Узбекистан,Q1,,18.2763
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,16.9
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Australia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Australia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Australia,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Australia,,FEMALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Austria,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Austria,,FEMALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Armenia,,BOTHSEX,21.4
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Armenia,,BOTHSEX,30.2
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Belgium,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Belgium,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Bulgaria,,BOTHSEX,48.6
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Bulgaria,,BOTHSEX,48.6
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Canada,,BOTHSEX,39.7
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Canada,,BOTHSEX,39.7
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Chile,,BOTHSEX,68.5
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",China,,BOTHSEX,2.2
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",China,,BOTHSEX,3.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Colombia,,BOTHSEX,27.3
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Colombia,,BOTHSEX,36.0
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Colombia,,BOTHSEX,34.3
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Costa Rica,,BOTHSEX,17.7
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Costa Rica,,BOTHSEX,38.8
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Costa Rica,,FEMALE,41.1
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Costa Rica,,MALE,37.8
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Costa Rica,,BOTHSEX,39.4
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Cyprus,,BOTHSEX,60.3
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Cyprus,,BOTHSEX,60.3
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Denmark,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Denmark,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Denmark,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Denmark,,BOTHSEX,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Estonia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Estonia,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Estonia,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Estonia,,BOTHSEX,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Finland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Finland,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Finland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Finland,,MALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",France,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",France,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",France,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",France,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Georgia,,BOTHSEX,48.1
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Germany,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Germany,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Germany,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Germany,,MALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Hungary,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Hungary,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Hungary,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Hungary,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",India,,BOTHSEX,24.1
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ireland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ireland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ireland,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ireland,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Japan,,BOTHSEX,85.4
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Казахстан,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Казахстан,,BOTHSEX,57.4
2019,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,22.9
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,40.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Кыргызстан,,BOTHSEX,17.8
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Кыргызстан,,BOTHSEX,16.9
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Latvia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Latvia,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Latvia,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Latvia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Liechtenstein,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Liechtenstein,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Liechtenstein,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Luxembourg,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Luxembourg,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Luxembourg,,BOTHSEX,100.0
2017,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Mexico,,BOTHSEX,28.4
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Mexico,,BOTHSEX,23.4
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Mexico,,BOTHSEX,11.3
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Netherlands (Kingdom of the),,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Netherlands (Kingdom of the),,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Netherlands (Kingdom of the),,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Netherlands (Kingdom of the),,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",New Zealand,,BOTHSEX,67.1
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Norway,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Norway,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Norway,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Norway,,FEMALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Poland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Poland,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Poland,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Poland,,BOTHSEX,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Portugal,,BOTHSEX,93.1
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Portugal,,BOTHSEX,93.1
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Romania,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Romania,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Romania,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Romania,,FEMALE,100.0
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Serbia,,BOTHSEX,25.6
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Slovakia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Slovakia,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Slovakia,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Slovakia,,MALE,100.0
2019,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Viet Nam,,BOTHSEX,1.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Slovenia,,BOTHSEX,79.4
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Slovenia,,BOTHSEX,79.4
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Spain,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Spain,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Spain,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Spain,,BOTHSEX,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Sweden,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Sweden,,MALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Switzerland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Switzerland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Switzerland,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Switzerland,,FEMALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Таджикистан,,BOTHSEX,6.4
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Таджикистан,,BOTHSEX,14.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",United Arab Emirates,,BOTHSEX,1.0
2021,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Туркменистан,,BOTHSEX,15.3
2018,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ukraine,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ukraine,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ukraine,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Ukraine,,MALE,100.0
2016,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,FEMALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,MALE,100.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,100.0
2017,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Узбекистан,,BOTHSEX,22.0
2020,"[ILO] Proportion of children/households receiving child/family cash benefit, by sex (%)",Узбекистан,,BOTHSEX,29.2
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,10.2
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,6.7
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,7.8
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,6.3
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,6.4
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,6.0
2012,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,6.9
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,6.9
2021,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Albania,,BOTHSEX,2.6
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,6.3
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,3.7
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,5.0
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,6.6
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,2.6
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,MALE,2.6
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,1.6
